Acad of Enter	ET 88C,FRIA C T 	ET 88C	FRIA C T 					1
Philosophy/So	ECON 1,CHAN A K‐C	ECON 1	CHAN A K‐C	11	14	16		89
Philosophy/So	ECON 1,GARCIA C P	ECON 1	GARCIA C P	12	10	7		54
Philosophy/So	ECON 1,CHAN A K‐C	ECON 1	CHAN A K‐C	21	11	17		89
Philosophy/So	ECON 1,GILL H S	ECON 1	GILL H S	17	9	7		47
Philosophy/So	ECON 1,GARCIA C P	ECON 1	GARCIA C P	6	9	1		40
Philosophy/So	ECON 1,GILL H S	ECON 1	GILL H S	22	7	6		51
Philosophy/So	ECON 1,BROWN B C	ECON 1	BROWN B C	37	12	6		61
Philosophy/So	ECON 1,GARCIA C P	ECON 1	GARCIA C P	5	9	3		34
Philosophy/So	ECON 1,KESKINEL M	ECON 1	KESKINEL M	21	17			40
Philosophy/So	ECON 1,SU B C	ECON 1	SU B C	21	5	4		42
Philosophy/So	ECON 1,SU B C	ECON 1	SU B C	15	1	5		40
Philosophy/So	ECON 1,CARTER T D	ECON 1	CARTER T D	50	14	13		89
Philosophy/So	ECON 2,ABDEL‐RAHMAN A A	ECON 2	ABDEL‐RAHMAN A A	15	10	1		29
Philosophy/So	ECON 2,GILL H S	ECON 2	GILL H S	13	5	14		42
Philosophy/So	ECON 2,ABDEL‐RAHMAN A A	ECON 2	ABDEL‐RAHMAN A A	9	14	10		47
Philosophy/So	ECON 2,GARCIA C P	ECON 2	GARCIA C P	8	2	1		45
Philosophy/So	ECON 2,GILL H S	ECON 2	GILL H S	25	21	27	1	119
Philosophy/So	ECON 2,CHAN A K‐C	ECON 2	CHAN A K‐C	18	20	21		82
Philosophy/So	ECON 2,CHAN A K‐C	ECON 2	CHAN A K‐C	11	21	17		87
Philosophy/So	ECON 2,GARCIA C P	ECON 2	GARCIA C P	7	4	5		38
Philosophy/So	ECON 2,KESKINEL M	ECON 2	KESKINEL M	21	20	2		49
Philosophy/So	ECON 2,GARCIA C P	ECON 2	GARCIA C P	2	5	1		34
Philosophy/So	ECON 2,BROWN B C	ECON 2	BROWN B C	26	18	6		54
Philosophy/So	ECON 2,BROWN B C	ECON 2	BROWN B C	33	14	6		57
Philosophy/So	ECON 2,KESKINEL M	ECON 2	KESKINEL M	19	15	5		45
Philosophy/So	ECON 2,SU B C	ECON 2	SU B C	20	11	4		46
Philosophy/So	ECON 2,CARTER T D	ECON 2	CARTER T D	40	26	5		86
Philosophy/So	ECON 5,BERMAN DIANNE R	ECON 5	BERMAN DIANNE R	4	3	8		20
Philosophy/So	ECON 5,RABACH E R	ECON 5	RABACH E R	6	5	5		27
Philosophy/So	ECON 5,RABACH E R	ECON 5	RABACH E R	6	3	5	1	23
Philosophy/So	ECON 15,RABACH E R	ECON 15	RABACH E R	4	11	13	3	45
Philosophy/So	ECON 15,RABACH E R	ECON 15	RABACH E R	4	8	4		40
Philosophy/So	ECON 15,MOORE D W	ECON 15	MOORE D W	7	12	8		29
Philosophy/So	ENVRN 20,LLAGUNO M A	ENVRN 20	LLAGUNO M A	8	6			19
Philosophy/So	ENVRN 22,OIFER E R	ENVRN 22	OIFER E R	11	5	1		19
Philosophy/So	GLOBAL 5,BERMAN DIANNE R	GLOBAL 5	BERMAN DIANNE R	2	5	3		15
Philosophy/So	GLOBAL 5,RABACH E R	GLOBAL 5	RABACH E R	7	1	3		25
Philosophy/So	GLOBAL 5,RABACH E R	GLOBAL 5	RABACH E R	3	3	4		22
Philosophy/So	GLOBAL 10,D DEL PICCOLO G L	GLOBAL 10	D DEL PICCOLO G L	5	16	13		45
Philosophy/So	GLOBAL 95,D DEL PICCOLO G L	GLOBAL 95	D DEL PICCOLO G L	2				2
Philosophy/So	HIST 15,RABACH E R	HIST 15	RABACH E R	5	6	7		40
Philosophy/So	HIST 15,RABACH E R	HIST 15	RABACH E R	12	6	10	1	44
Philosophy/So	HIST 15,MOORE D W	HIST 15	MOORE D W	5	5	3	1	16
Philosophy/So	HIST 48,HOLMGREN C L	HIST 48	HOLMGREN C L	1	1	1		15
Philosophy/So	HIST 48,HOLMGREN C L	HIST 48	HOLMGREN C L	5	3	1		20
Philosophy/So	PHILOS 1,KAUFMAN S M	PHILOS 1	KAUFMAN S M	17	7	6		45
Philosophy/So	PHILOS 1,HUFFAKER P	PHILOS 1	HUFFAKER P	8	8	8		45
Philosophy/So	PHILOS 1,KAMLER H F	PHILOS 1	KAMLER H F	10	14	14		47
Philosophy/So	PHILOS 1,KATHERINE A L	PHILOS 1	KATHERINE A L	6	18	5	2	44
Philosophy/So	PHILOS 1,KAMLER H F	PHILOS 1	KAMLER H F	8	19	11	1	47
Philosophy/So	PHILOS 1,HUFFAKER P	PHILOS 1	HUFFAKER P	7	7	12		44
Philosophy/So	PHILOS 1,KATHERINE A L	PHILOS 1	KATHERINE A L	19	4			25
Philosophy/So	PHILOS 1,FLORES ROBERT	PHILOS 1	FLORES ROBERT	3	14	9		42
Philosophy/So	PHILOS 1,LLAGUNO M A	PHILOS 1	LLAGUNO M A	13	15	7	1	45
Philosophy/So	PHILOS 1,KATHERINE A L	PHILOS 1	KATHERINE A L	30	40	22		132
Philosophy/So	PHILOS 1,FLORES ROBERT	PHILOS 1	FLORES ROBERT	2	10	5		33
Philosophy/So	PHILOS 1,FLORES ROBERT	PHILOS 1	FLORES ROBERT	1	7	6	1	32
Philosophy/So	PHILOS 1,BENNET S E	PHILOS 1	BENNET S E	33	4			41
Philosophy/So	PHILOS 2,HUFFAKER P	PHILOS 2	HUFFAKER P	10	13	8		41
Philosophy/So	PHILOS 2,STRAMEL J S	PHILOS 2	STRAMEL J S	6	10	6		36
Philosophy/So	PHILOS 2,KAUFMAN S M	PHILOS 2	KAUFMAN S M	14	20	5		48
Philosophy/So	PHILOS 2,STRAMEL J S	PHILOS 2	STRAMEL J S	7	6	4		25
Philosophy/So	PHILOS 3,STRAMEL J S	PHILOS 3	STRAMEL J S	5	14	12		45
Philosophy/So	PHILOS 3,STRAMEL J S	PHILOS 3	STRAMEL J S	7	6	7		37
Philosophy/So	PHILOS 4,KATHERINE A L	PHILOS 4	KATHERINE A L	22	9	5		46
Philosophy/So	PHILOS 5,STRAMEL J S	PHILOS 5	STRAMEL J S	7	9	4		41
Philosophy/So	PHILOS 6,HOLMGREN C L	PHILOS 6	HOLMGREN C L	8	1	4		45
Philosophy/So	PHILOS 7,FLORES ROBERT	PHILOS 7	FLORES ROBERT	2	10	6		34
Philosophy/So	PHILOS 7,FLORES ROBERT	PHILOS 7	FLORES ROBERT	6	7	6		33
Philosophy/So	PHILOS 7,ORTEGA G R	PHILOS 7	ORTEGA G R	8	16	7		40
Philosophy/So	PHILOS 9,FALCONER K L	PHILOS 9	FALCONER K L	10	13	11		41
Philosophy/So	PHILOS 11,KAUFMAN S M	PHILOS 11	KAUFMAN S M	16	9	5		46
Philosophy/So	PHILOS 20,LLAGUNO M A	PHILOS 20	LLAGUNO M A	8	3	3		24
Philosophy/So	PHILOS 22,QUESADA D M	PHILOS 22	QUESADA D M	98	8			107
Philosophy/So	PHILOS 23,HOLMGREN C L	PHILOS 23	HOLMGREN C L	5	1	3		36
Philosophy/So	PHILOS 23,HOLMGREN C L	PHILOS 23	HOLMGREN C L	2	3	3		43
Philosophy/So	PHILOS 41,KATHERINE A L	PHILOS 41	KATHERINE A L	18	9	3		41
Philosophy/So	PHILOS 48,HOLMGREN C L	PHILOS 48	HOLMGREN C L	1	3	1		23
Philosophy/So	PHILOS 48,HOLMGREN C L	PHILOS 48	HOLMGREN C L	4	3	2	1	21
Philosophy/So	PHILOS 51,OIFER E R	PHILOS 51	OIFER E R	2	2	1		8
Philosophy/So	PHILOS 51,OIFER E R	PHILOS 51	OIFER E R	4	3	2		10
Philosophy/So	PHILOS 51,KURVINK S J	PHILOS 51	KURVINK S J	8	7	1		17
Philosophy/So	PHILOS 52,OIFER E R	PHILOS 52	OIFER E R	9	5	2		21
Philosophy/So	PHILOS 52,KURVINK S J	PHILOS 52	KURVINK S J	1	5	3		13
Philosophy/So	PHILOS 88B,SCHULTZ C K	PHILOS 88B	SCHULTZ C K	1	1			2
Philosophy/So	POL SC 1,TAHVILDARANJESS R A	POL SC 1	TAHVILDARANJESS R A	92	23	6	2	163
Philosophy/So	POL SC 1,SCHULTZ C K	POL SC 1	SCHULTZ C K	22	5	1		31
Philosophy/So	POL SC 1,SCHULTZ C K	POL SC 1	SCHULTZ C K	25	3			30
Philosophy/So	POL SC 1,WOODS V	POL SC 1	WOODS V	7	11	10	2	50
Philosophy/So	POL SC 1,TAHVILDARANJESS R A	POL SC 1	TAHVILDARANJESS R A	125	28	10	2	178
Philosophy/So	POL SC 1,FINKEL D B	POL SC 1	FINKEL D B	7	10	13	3	51
Philosophy/So	POL SC 1,BUCKLEY A D	POL SC 1	BUCKLEY A D	5	10	8	2	38
Philosophy/So	POL SC 1,WOODS V	POL SC 1	WOODS V	9	14	13		52
Philosophy/So	POL SC 1,LAWSON BR L	POL SC 1	LAWSON BR L	9	12	19	2	43
Philosophy/So	POL SC 1,KURVINK S J	POL SC 1	KURVINK S J	12	14	17		49
Philosophy/So	POL SC 1,BUCKLEY A D	POL SC 1	BUCKLEY A D	11	16	9	2	47
Philosophy/So	POL SC 1,BUCKLEY A D	POL SC 1	BUCKLEY A D	16	9	7	1	44
Philosophy/So	POL SC 1,TAHVILDARANJESS R A	POL SC 1	TAHVILDARANJESS R A	45	21	4		81
Philosophy/So	POL SC 1,GORGIE F J	POL SC 1	GORGIE F J	13	3	3		38
Philosophy/So	POL SC 1,ANTOINE E R	POL SC 1	ANTOINE E R	12	15	14		50
Philosophy/So	POL SC 1,LAWSON BR L	POL SC 1	LAWSON BR L	11	18	11	1	46
Philosophy/So	POL SC 2,BERMAN DIANNE R	POL SC 2	BERMAN DIANNE R	3	7	21		82
Philosophy/So	POL SC 2,GABLER C L	POL SC 2	GABLER C L	17	14	9		45
Philosophy/So	POL SC 2,BERMAN DIANNE R	POL SC 2	BERMAN DIANNE R	4	8	6		23
Philosophy/So	POL SC 2,GABLER C L	POL SC 2	GABLER C L	23	15	3		49
Philosophy/So	POL SC 2,BUCKLEY A D	POL SC 2	BUCKLEY A D	11	5	5		37
Philosophy/So	POL SC 2,BUCKLEY A D	POL SC 2	BUCKLEY A D	5	4	5		29
Philosophy/So	POL SC 3,CAMPBELL R K	POL SC 3	CAMPBELL R K	8	6	3		22
Philosophy/So	POL SC 5,BERMAN DIANNE R	POL SC 5	BERMAN DIANNE R	11	3	2		20
Philosophy/So	POL SC 5,RABACH E R	POL SC 5	RABACH E R	4	3	4		27
Philosophy/So	POL SC 5,RABACH E R	POL SC 5	RABACH E R	3	3	1	1	21
Philosophy/So	POL SC 7,BERMAN DIANNE R	POL SC 7	BERMAN DIANNE R	8	11	18		73
Philosophy/So	POL SC 7,BERMAN DIANNE R	POL SC 7	BERMAN DIANNE R	11	12	8		43
Philosophy/So	POL SC 7,CHALALA E D	POL SC 7	CHALALA E D	13	6	8		48
Philosophy/So	POL SC 7,BUCKLEY A D	POL SC 7	BUCKLEY A D	16	6	4		40
Philosophy/So	POL SC 7,BUCKLEY A D	POL SC 7	BUCKLEY A D	14	4	6		32
Philosophy/So	POL SC 14,CHALALA E D	POL SC 14	CHALALA E D	9	3	9		39
Philosophy/So	POL SC 21,TAHVILDARANJESS R A	POL SC 21	TAHVILDARANJESS R A	99	11	4		140
Philosophy/So	POL SC 22,OIFER E R	POL SC 22	OIFER E R	10	2	2		16
Philosophy/So	POL SC 31,GABLER C L	POL SC 31	GABLER C L	19	3	6		43
Philosophy/So	POL SC 31,GABLER C L	POL SC 31	GABLER C L	19	9	3		44
Philosophy/So	POL SC 31,GABLER C L	POL SC 31	GABLER C L	9	9	7		36
Philosophy/So	POL SC 31,GABLER C L	POL SC 31	GABLER C L	13	5	2		30
Philosophy/So	POL SC 31,SCORZA D J	POL SC 31	SCORZA D J	8	10	5		41
Philosophy/So	POL SC 51,OIFER E R	POL SC 51	OIFER E R	3	4	2		15
Philosophy/So	POL SC 51,OIFER E R	POL SC 51	OIFER E R	17	8	5		41
Philosophy/So	POL SC 51,KURVINK S J	POL SC 51	KURVINK S J	7	6	6		25
Philosophy/So	POL SC 52,OIFER E R	POL SC 52	OIFER E R	6	3	1		17
Philosophy/So	POL SC 52,KURVINK S J	POL SC 52	KURVINK S J	4	11	5		29
Philosophy/So	POL SC 88A,SCHULTZ C K	POL SC 88A	SCHULTZ C K	1				1
Philosophy/So	POL SC 95,TAHVILDARANJESS R A	POL SC 95	TAHVILDARANJESS R A	25				29
Philosophy/So	SOCIOL 1,COOPER P	SOCIOL 1	COOPER P	2	12	14		41
Philosophy/So	SOCIOL 1,D DEL PICCOLO G L	SOCIOL 1	D DEL PICCOLO G L	5	14	13	1	51
Philosophy/So	SOCIOL 1,PRECIADO C	SOCIOL 1	PRECIADO C	7	12	11		41
Philosophy/So	SOCIOL 1,LEVY C S	SOCIOL 1	LEVY C S	21	11	6		44
Philosophy/So	SOCIOL 1,D DEL PICCOLO G L	SOCIOL 1	D DEL PICCOLO G L	6	12	13		49
Philosophy/So	SOCIOL 1,COOPER P 	SOCIOL 1	COOPER P 	4	18	16		49
Philosophy/So	SOCIOL 1,KLEIN M C	SOCIOL 1	KLEIN M C	34	12	2		49
Philosophy/So	SOCIOL 1,SCAIFE M L	SOCIOL 1	SCAIFE M L	7	6	8		43
Philosophy/So	SOCIOL 1,MASSEY R A	SOCIOL 1	MASSEY R A	17	11	1		29
Philosophy/So	SOCIOL 1,LEVY C S	SOCIOL 1	LEVY C S	94	15	2		130
Philosophy/So	SOCIOL 1,MASSEY R A	SOCIOL 1	MASSEY R A	17	14	2		43
Philosophy/So	SOCIOL 1,SCAIFE M L	SOCIOL 1	SCAIFE M L	6	5	4		43
Philosophy/So	SOCIOL 1,MASSEY R A	SOCIOL 1	MASSEY R A	3	6	4		29
Philosophy/So	SOCIOL 1,MASSEY R A	SOCIOL 1	MASSEY R A	4	5	5		31
Philosophy/So	SOCIOL 1,DISHMAN W H	SOCIOL 1	DISHMAN W H	5	9	8		33
Philosophy/So	SOCIOL 1,DISHMAN W H	SOCIOL 1	DISHMAN W H	4	12	7		31
Philosophy/So	SOCIOL 1,DISHMAN W H	SOCIOL 1	DISHMAN W H	8	12	7		35
Philosophy/So	SOCIOL 1,GHEYTANCHI E	SOCIOL 1	GHEYTANCHI E	13	13	12		44
Philosophy/So	SOCIOL 1,GHEYTANCHI E	SOCIOL 1	GHEYTANCHI E	14	4	1		34
Philosophy/So	SOCIOL 2,LIVINGS G S	SOCIOL 2	LIVINGS G S	18	13	6		47
Philosophy/So	SOCIOL 2,SCAIFE M L	SOCIOL 2	SCAIFE M L	6	12	5		35
Philosophy/So	SOCIOL 4,MASSEY R A	SOCIOL 4	MASSEY R A	32	16	1		53
Philosophy/So	SOCIOL 4,GHEYTANCHI E	SOCIOL 4	GHEYTANCHI E	20	14	4		43
Philosophy/So	SOCIOL 12,PHILLIPS K M	SOCIOL 12	PHILLIPS K M	12	10	9		41
Philosophy/So	SOCIOL 31,PRECIADO C	SOCIOL 31	PRECIADO C	16	10	4		38
Philosophy/So	SOCIOL 32,WILLIAMS LEON T K	SOCIOL 32	WILLIAMS LEON T K	15	5	2		42
Philosophy/So	SOCIOL 33,LIVINGS G S	SOCIOL 33	LIVINGS G S	10	8	11		50
Philosophy/So	SOCIOL 34,LIVINGS G S	SOCIOL 34	LIVINGS G S	10	8	11		44
Philosophy/So	SOCIOL 88A,SCHULTZ C K	SOCIOL 88A	SCHULTZ C K	1				1
Philosophy/So	SOCIOL 88B,SCHULTZ C K	SOCIOL 88B	SCHULTZ C K	1				1
Philosophy/So	WOM ST 8,CUEVA B M	WOM ST 8	CUEVA B M	19	4	7		33
Philosophy/So	WOM ST 10,KLEIN M C	WOM ST 10	KLEIN M C	34	2			36
Philosophy/So	WOM ST 10,MANOFF R J	WOM ST 10	MANOFF R J	24	10	7		42
Philosophy/So	WOM ST 20,CUEVA B M	WOM ST 20	CUEVA B M	24	8	9		45
Philosophy/So	WOM ST 30,KLEIN M C	WOM ST 30	KLEIN M C	27	13	7		50
Photo ‐ Fashio	AHIS 52,FIER B	AHIS 52	FIER B	2	3	8	1	48
Photo ‐ Fashio	AHIS 52,FIER B	AHIS 52	FIER B	2	3	1	1	16
Photo ‐ Fashio	FASHN 1,ARDELL J B	FASHN 1	ARDELL J B	9	13	4		38
Photo ‐ Fashio	FASHN 1,KOLKO S R	FASHN 1	KOLKO S R	4	13	8		43
Photo ‐ Fashio	FASHN 1,IVAS L	FASHN 1	IVAS L	32	4			49
Photo ‐ Fashio	FASHN 2,LAKE R G	FASHN 2	LAKE R G	14	6	8		36
Photo ‐ Fashio	FASHN 3,O'CONNOR D R	FASHN 3	O'CONNOR D R	9	7	1		28
Photo ‐ Fashio	FASHN 3,RAIN B L	FASHN 3	RAIN B L	6	5	7		26
Photo ‐ Fashio	FASHN 5,KOLKO S R	FASHN 5	KOLKO S R	4	11	16		38
Photo ‐ Fashio	FASHN 6A,BOYADZHYAN M	FASHN 6A	BOYADZHYAN M	4	4			19
Photo ‐ Fashio	FASHN 6A,KHACHMANYAN S	FASHN 6A	KHACHMANYAN S	9	4	6		27
Photo ‐ Fashio	FASHN 7,LAKE R G	FASHN 7	LAKE R G	8	8	11		30
Photo ‐ Fashio	FASHN 9A,ARMSTRONG J I	FASHN 9A	ARMSTRONG J I	11	9	4		33
Photo ‐ Fashio	FASHN 9A,REINER H G	FASHN 9A	REINER H G	7	8	2	1	28
Photo ‐ Fashio	FASHN 9B,ARMSTRONG J I	FASHN 9B	ARMSTRONG J I	15	10	1		32
Photo ‐ Fashio	FASHN 12,BOYADZHYAN M	FASHN 12	BOYADZHYAN M	9	7	7		23
Photo ‐ Fashio	FASHN 13,ARDELL J B	FASHN 13	ARDELL J B	9	1	3		20
Photo ‐ Fashio	FASHN 15,ARMSTRONG J I	FASHN 15	ARMSTRONG J I	22	8	1		34
Photo ‐ Fashio	FASHN 16,ROSCHECK‐SAPOS C E	FASHN 16	ROSCHECK‐SAPOS C E	9	3	2		18
Photo ‐ Fashio	FASHN 17,KHACHMANYAN S	FASHN 17	KHACHMANYAN S	1	3	1		11
Photo ‐ Fashio	FASHN 18,ARMSTRONG R W	FASHN 18	ARMSTRONG R W	10	4			18
Photo ‐ Fashio	FASHN 19,GRIFFIN C T	FASHN 19	GRIFFIN C T	8	1	2		15
Photo ‐ Fashio	FASHN 88A,LOWCOCK F E	FASHN 88A	LOWCOCK F E	2				3
Photo ‐ Fashio	PHOTO 1,MYERS A D	PHOTO 1	MYERS A D	8	13	4		36
Photo ‐ Fashio	PHOTO 1,SLOWINSKI R	PHOTO 1	SLOWINSKI R	7	4	6	1	33
Photo ‐ Fashio	PHOTO 1,KRETSCHMER H	PHOTO 1	KRETSCHMER H	2	12	6		30
Photo ‐ Fashio	PHOTO 1,MYERS A D	PHOTO 1	MYERS A D	18	19	3		45
Photo ‐ Fashio	PHOTO 1,GREGORY C M	PHOTO 1	GREGORY C M	6	13	7		33
Photo ‐ Fashio	PHOTO 1,HOVEY I H	PHOTO 1	HOVEY I H	10	12	4		38
Photo ‐ Fashio	PHOTO 1,SANSERI J D	PHOTO 1	SANSERI J D	6	4	3		30
Photo ‐ Fashio	PHOTO 1,MANGUS E P	PHOTO 1	MANGUS E P	32	5	2	1	48
Photo ‐ Fashio	PHOTO 1,MANGUS E P	PHOTO 1	MANGUS E P	14	9	1		42
Photo ‐ Fashio	PHOTO 1,THAWLEY J	PHOTO 1	THAWLEY J	8	12	6		36
Photo ‐ Fashio	PHOTO 1,LOWCOCK F E	PHOTO 1	LOWCOCK F E	6	5	7		28
Photo ‐ Fashio	PHOTO 1,MOHR C D	PHOTO 1	MOHR C D	7	4	2		31
Photo ‐ Fashio	PHOTO 1,LEDFORD T M	PHOTO 1	LEDFORD T M	10	3	6		38
Photo ‐ Fashio	PHOTO 1,PATUGAN R Y	PHOTO 1	PATUGAN R Y	6	8	6		32
Photo ‐ Fashio	PHOTO 1,THAWLEY J	PHOTO 1	THAWLEY J	13	6	3	2	30
Photo ‐ Fashio	PHOTO 1,RADSTONE R M	PHOTO 1	RADSTONE R M	10	1	4		29
Photo ‐ Fashio	PHOTO 1,MCDONALD S D	PHOTO 1	MCDONALD S D	9	13	1		43
Photo ‐ Fashio	PHOTO 2,GREGORY C M	PHOTO 2	GREGORY C M	4	5	2		20
Photo ‐ Fashio	PHOTO 2,VALESELLA M D	PHOTO 2	VALESELLA M D	1	8	8		28
Photo ‐ Fashio	PHOTO 2,MOULTON S A	PHOTO 2	MOULTON S A	13	7	5	1	33
Photo ‐ Fashio	PHOTO 5,TSHING M	PHOTO 5	TSHING M	5	4	2		19
Photo ‐ Fashio	PHOTO 5,ANDERSON DA	PHOTO 5	ANDERSON DA	8	7	1		24
Photo ‐ Fashio	PHOTO 5,SANSERI J D	PHOTO 5	SANSERI J D	7	4	5		26
Photo ‐ Fashio	PHOTO 5,MOHR C D	PHOTO 5	MOHR C D	5	8	2	1	25
Photo ‐ Fashio	PHOTO 5,MCDONALD S D	PHOTO 5	MCDONALD S D	7	1	4		25
Photo ‐ Fashio	PHOTO 5,CHO R R	PHOTO 5	CHO R R	1	2	1		18
Photo ‐ Fashio	PHOTO 7,LOWCOCK F E	PHOTO 7	LOWCOCK F E	1	1	1		4
Photo ‐ Fashio	PHOTO 29,DI ZINNO L A	PHOTO 29	DI ZINNO L A	1	5	1	1	22
Photo ‐ Fashio	PHOTO 30,MOHR C D	PHOTO 30	MOHR C D	4	15	4		29
Photo ‐ Fashio	PHOTO 30,FULLER R L	PHOTO 30	FULLER R L	7	12	4		31
Photo ‐ Fashio	PHOTO 31,SHATTO M M	PHOTO 31	SHATTO M M	6	1	3		17
Photo ‐ Fashio	PHOTO 31,SANSERI J D	PHOTO 31	SANSERI J D	7	10	6		28
Photo ‐ Fashio	PHOTO 32,EMERY J M	PHOTO 32	EMERY J M	5	1	2		15
Photo ‐ Fashio	PHOTO 33,SANSERI J D	PHOTO 33	SANSERI J D	10	10	6		28
Photo ‐ Fashio	PHOTO 37,MOULTON S A	PHOTO 37	MOULTON S A	11	9	3		30
Photo ‐ Fashio	PHOTO 39,LOWCOCK F E	PHOTO 39	LOWCOCK F E	4	7	3		27
Photo ‐ Fashio	PHOTO 39,FREEMAN E	PHOTO 39	FREEMAN E	15	5	1		31
Photo ‐ Fashio	PHOTO 42,HESKETH J C	PHOTO 42	HESKETH J C	8	5			20
Photo ‐ Fashio	PHOTO 42,WITHERS J J	PHOTO 42	WITHERS J J	4	11	2		25
Photo ‐ Fashio	PHOTO 43,MOHR C D	PHOTO 43	MOHR C D	4	3	1		15
Photo ‐ Fashio	PHOTO 50,LOPEZ M	PHOTO 50	LOPEZ M	3	6			17
Photo ‐ Fashio	PHOTO 52,FIER B	PHOTO 52	FIER B	5	13	18		59
Photo ‐ Fashio	PHOTO 52,FIER B	PHOTO 52	FIER B	5	5	6		22
Photo ‐ Fashio	PHOTO 60,ANDERSON DA	PHOTO 60	ANDERSON DA	21	9	1		44
Photo ‐ Fashio	PHOTO 88,LOWCOCK F E	PHOTO 88	LOWCOCK F E	2	4			6
Photo ‐ Fashio	PHOTO 88,SANSERI J D	PHOTO 88	SANSERI J D	6				7
Photo ‐ Fashio	PHOTO 90,MOHR C D	PHOTO 90	MOHR C D	2				2
Photo ‐ Fashio	PHOTO 90,MOHR C D	PHOTO 90	MOHR C D	1				1
Physical Sci	CHEM 9,WONG W W	CHEM 9	WONG W W	8	6	5	4	29
Physical Sci	CHEM 9,WONG W W	CHEM 9	WONG W W	9	5	4	3	30
Physical Sci	CHEM 9,WALKER WAUGH M V	CHEM 9	WALKER WAUGH M V	10	11	4	2	30
Physical Sci	CHEM 9,WALKER WAUGH M V	CHEM 9	WALKER WAUGH M V	10	13	4	1	31
Physical Sci	CHEM 10,BAUTISTA M R	CHEM 10	BAUTISTA M R	1	5	2		28
Physical Sci	CHEM 10,BAUTISTA M R	CHEM 10	BAUTISTA M R	4	7	3		29
Physical Sci	CHEM 10,NGUYEN J V	CHEM 10	NGUYEN J V	5	9	4		31
Physical Sci	CHEM 10,NGUYEN J V	CHEM 10	NGUYEN J V	10	9	5	1	31
Physical Sci	CHEM 10,LAVALLEE R J 	CHEM 10	LAVALLEE R J 	3	5	2	15	31
Physical Sci	CHEM 10,LAVALLEE R J	CHEM 10	LAVALLEE R J	2	1	3		24
Physical Sci	CHEM 10,STRATHEARN M D	CHEM 10	STRATHEARN M D	4	3	5		31
Physical Sci	CHEM 10,STRATHEARN M D	CHEM 10	STRATHEARN M D	3	4	5		29
Physical Sci	CHEM 10,BAUTISTA M R	CHEM 10	BAUTISTA M R	1	7	6		28
Physical Sci	CHEM 10,BAUTISTA M R	CHEM 10	BAUTISTA M R	1	3	6		29
Physical Sci	CHEM 10,WALKER WAUGH M V	CHEM 10	WALKER WAUGH M V	4	5	9		32
Physical Sci	CHEM 10,WALKER WAUGH M V 	CHEM 10	WALKER WAUGH M V 	1	9	5	11	33
Physical Sci	CHEM 10,SCHMIDT E	CHEM 10	SCHMIDT E	8	5	6		28
Physical Sci	CHEM 10,TAYLOR S M	CHEM 10	TAYLOR S M	8	7	5		30
Physical Sci	CHEM 10,CANALITA L	CHEM 10	CANALITA L	2	8	6		29
Physical Sci	CHEM 10,CANALITA L	CHEM 10	CANALITA L	1	10	2		30
Physical Sci	CHEM 10,TAYLOR S M	CHEM 10	TAYLOR S M	7	6	5		28
Physical Sci	CHEM 10,RAUDA I E	CHEM 10	RAUDA I E	8	2	2		28
Physical Sci	CHEM 10,RAUDA I E	CHEM 10	RAUDA I E	7	4	7		28
Physical Sci	CHEM 10,LAVALLEE R J 	CHEM 10	LAVALLEE R J 	3	5	1	11	22
Physical Sci	CHEM 10,LAVALLEE R J	CHEM 10	LAVALLEE R J	1	3	3		23
Physical Sci	CHEM 10,ABBANI M A	CHEM 10	ABBANI M A	4	3	5		28
Physical Sci	CHEM 10,ABBANI M A	CHEM 10	ABBANI M A	3	4	5		28
Physical Sci	CHEM 10,LAZARUS L L	CHEM 10	LAZARUS L L	7	7	5		30
Physical Sci	CHEM 10,LAZARUS L L	CHEM 10	LAZARUS L L	7	6	6	1	29
Physical Sci	CHEM 10,VON HUNGEN P K	CHEM 10	VON HUNGEN P K	2	5	13	1	34
Physical Sci	CHEM 10,VON HUNGEN P K	CHEM 10	VON HUNGEN P K	4	6	5		33
Physical Sci	CHEM 11,BALM S P	CHEM 11	BALM S P	3	19	4		31
Physical Sci	CHEM 11,NAULI S	CHEM 11	NAULI S	5	9	6		30
Physical Sci	CHEM 11,SCHOLEFIELD M R	CHEM 11	SCHOLEFIELD M R	5	5	6	1	28
Physical Sci	CHEM 11,SCHOLEFIELD M R	CHEM 11	SCHOLEFIELD M R	5	4	9		29
Physical Sci	CHEM 11,NAULI S	CHEM 11	NAULI S	1	3	7		26
Physical Sci	CHEM 11,NAULI S	CHEM 11	NAULI S	5	6	3		27
Physical Sci	CHEM 11,NAULI S	CHEM 11	NAULI S	8	2	6		28
Physical Sci	CHEM 11,HSIEH J M	CHEM 11	HSIEH J M	4	1	7		27
Physical Sci	CHEM 11,HSIEH J M	CHEM 11	HSIEH J M	2	9	6		28
Physical Sci	CHEM 11,HSIEH J M	CHEM 11	HSIEH J M	1	5	4		28
Physical Sci	CHEM 11,TOUMARI A	CHEM 11	TOUMARI A	4	13	5		30
Physical Sci	CHEM 11,TOUMARI A	CHEM 11	TOUMARI A	4	13	8		30
Physical Sci	CHEM 12,MURPHY J E	CHEM 12	MURPHY J E	9	12	4		30
Physical Sci	CHEM 12,MURPHY J E	CHEM 12	MURPHY J E	7	15	3		31
