Santa Monica College - Grade Distribution Spring 2015,,,,,,,,,,,,,,,,,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Life Science,BIOL,BIOL,23,3295,BAKER E H,4,8,4,1,,,,,6,,23,
,,,,3300,NICHOLS L B,7,7,2,,,,,,6,,22,
,,BIOL,88B,1245,BAGHDASARIAN G,5,,,,,,,,,,5,
,BOTANY,BOTANY,1,1248,AZUMA K K,3,4,3,2,,,,,6,,18,
,,,,1249,BAKER E H,6,3,9,,,,,,2,,20,
,,,,1250,TOWER J A,4,4,2,4,6,,,,6,,26,
,,,,1251,TOWER J A,2,,5,3,3,,,,12,,25,
,,,,1252,FENNOY S L,7,6,4,2,,,,1,5,,25,
,,BOTANY,3,1253,TOWER J A,7,,1,2,,1,,,2,,13,
,MCRBIO,MCRBIO,1,2726,NAREY V,5,7,4,3,1,,,,4,,24,
,,,,2727,BUCHANAN A G,1,11,8,1,1,,,,1,,23,
,,,,2728,BUCHANAN A G,10,8,2,,,1,,,2,,23,
,,,,2729,KLUCKHOHN JONES L W,6,9,5,,,,,,4,,24,
,,,,4357,PEPPER E D,6,11,6,2,,,,,,,25,
,NUTR,NUTR,1,2918,SALERNO L A,7,6,15,6,4,,,,8,,46,
,,,,2919,ORTEGA Y,4,10,14,7,3,,,,11,,49,
,,,,2920,NOVAK D S,5,12,12,4,,,,,3,,36,
,,,,2921,ORTEGA Y,14,9,16,5,1,,,,4,,49,
,,,,2922,GONZALEZ C L,10,14,4,2,,,,,5,,35,
,,,,2923,ORTEGA Y,9,12,5,1,3,,,,13,,43,
,,,,2924,GONZALEZ C L,5,11,8,5,1,,,,4,,34,
,,,,2925,GONZALEZ C L,10,11,3,1,1,,,,6,,32,
,,,,2926,RICHWINE D R,12,8,4,1,2,,,,5,,32,
,,,,2927,RICHWINE D R,17,13,5,2,,,,,3,,40,
,,,,2928,NOVAK D S,4,8,5,1,2,,,,9,,29,
,,,,2929,NOVAK D S,8,11,2,3,,,,,12,,36,
,,,,2930,STAFSKY G B,12,14,5,4,1,,,,8,,44,
,,,,2931,STAFSKY G B,14,11,5,1,3,,,,4,,38,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 65 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Life Science,NUTR,NUTR,1,4508,ABDRABOU D,9,7,2,1,2,,,,12,,33,
,,,,4516,ACKERSON A K,5,9,10,4,2,,,,7,,37,
,,NUTR,3,2932,GONZALEZ C L,11,2,,2,2,,,,6,,23,
,,NUTR,7,2933,GONZALEZ C L,13,10,4,,,,,,8,,35,
,,,,2934,GONZALEZ C L,6,12,8,2,,,,,9,,37,
,,NUTR,4,2935,ORTEGA Y,10,11,10,5,1,,,,9,,46,
,,,,2936,ORTEGA Y,19,12,8,3,,,,1,7,,50,
,,NUTR,90B,2938,GONZALEZ C L,,,,,,,,1,,,1,
,PHYS,PHYS,3,3035,JOHNSON JA J,14,10,3,,,,,,1,,28,
,,,,3036,VON DER OHE C G,10,6,3,2,2,,,,2,,25,
,,,,3037,VON DER OHE C G,8,10,5,1,,,,,2,,26,
,,,,3038,AZUMA K K,6,3,4,,,1,,,12,,26,
,,,,3039,TABBAKHIAN M A,11,7,5,2,,,,,2,,27,
,,,,3040,TABBAKHIAN M A,11,8,2,,,,,1,3,,25,
,,,,3041,BOBER M A,7,7,6,,1,,,,5,,26,
,,,,4422,PRICE W M,3,11,6,,,,,,6,,26,
,ZOOL,ZOOL,5,3291,TARVYD E S,2,6,13,1,5,,,,6,,33,
,,,,3292,MOSS J L,3,14,11,2,1,,,1,4,,36,
,,,,3293,GARTNER G E,6,8,8,,1,,,1,6,,30,
,,,,3294,GARTNER G E,4,6,7,,2,2,,2,7,,30,
,,,,4483,PATEL A,37,,,,,,,1,,,38,
Life Science To,,,,,988,880,741,222,261,,10,24,104,908,,4138,
Mathematics,CS,CS,10,1666,EDINGER G C,1,,5,1,1,,,,7,,15,
,MATH,MATH,2,2572,SASO M,4,1,5,1,4,,,,24,,39,
,,,,2573,SMITH S P,11,10,5,7,4,,,,10,,47,
,,,,2574,MURRAY D B,1,9,6,4,1,,,,11,,32,
,,,,2575,BENE A J,7,6,5,10,5,,,,11,,44,
,,,,2576,BOOSHERI S G,5,10,7,3,5,,,2,13,,45,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 66 of 98,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,2,2577,JIMENEZ B S,7,10,6,4,7,,,,11,,45,
,,,,2578,BASKAUSKAS V A,6,14,10,7,5,,,,6,,48,
,,,,2579,LAI I,8,13,6,2,4,,1,,13,,47,
,,,,2580,EMERSON A J,9,8,6,9,3,,,,9,,44,
,,,,3404,BENE A J,8,9,7,7,8,,1,,6,,46,
,,,,4287,MARDIROSIAN R,8,9,4,8,5,,,,14,,48,
,,,,4288,RAMSEY E D,11,6,9,,3,,,,17,,46,
,,,,4289,ATIQUE N,8,8,6,,4,,,,19,,45,
,,,,4290,KARKAFI R H,7,6,5,,9,,,,17,,44,
,,MATH,7,2581,HONG A M,4,2,2,4,6,,,,14,,32,
,,,,2582,MCGRAW C K,8,11,5,3,4,1,,,13,,45,
,,,,2583,RODAS B G,3,7,4,1,2,,1,,8,,26,
,,,,2584,SINGH B,21,16,3,,4,,,,4,,48,
,,,,2585,GRAVES L P,3,3,6,3,9,,,,15,,39,
,,,,2586,KAMIN G,9,1,1,4,4,,1,,18,,38,
,,,,2587,MURRAY D B,9,11,8,,9,,,,8,,45,
,,,,2588,NESTLER A E,1,1,,2,4,,,,21,,29,
,,,,2589,SOLEYMANI S,9,9,6,8,3,,,,11,,46,
,,,,3401,JAHANGARD E,2,,3,1,7,,,,23,,36,
,,,,4291,NIKOLAYCHUK A M,2,2,1,6,8,,,,12,,31,
,,,,4292,PACHAS-FLORES W,7,6,6,2,5,,,,22,,48,
,,,,4293,BATEMAN M,1,7,6,2,6,,,,15,,37,
,,,,4294,ASKARIAN S N,8,7,4,6,8,,,,16,,49,
,,MATH,8,2590,EDINGER G C,5,7,8,5,4,,,,10,,39,
,,,,2591,JIMENEZ B S,6,9,12,1,4,,,,12,,44,
,,,,2592,HONG A M,1,1,5,2,3,,,,7,,19,
,,,,2593,HERICHI H,24,14,3,3,1,,,,2,,47,
,,,,2594,CARTY B,9,10,3,4,7,,,,12,,45,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 67 of 98,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,8,4295,NESTLER A E,1,6,5,8,,,,,19,,39,
,,,,4296,JAHANGARD E,2,4,2,1,12,,,,23,,44,
,,,,4297,ZAKERI G A,9,21,8,1,1,,,,7,,47,
,,MATH,10,2595,EDINGER G C,2,4,2,2,,,,,8,,18,
,,MATH,11,2596,HONG A M,4,4,5,2,2,,,,5,,22,
,,,,2597,RODAS B G,4,12,5,3,,,,,10,,34,
,,,,4298,NESTLER A E,,4,7,1,4,,,,21,,37,
,,MATH,13,2598,MAZOROW M M,10,11,10,2,1,,,,6,,40,
,,,,4299,NESTLER A E,1,3,4,3,,,,,17,,28,
,,MATH,15,2599,JAHANGARD E,7,3,5,2,6,,,,13,,36,
,,,,2600,HERICHI H,32,5,1,1,,,,,2,,41,
,,,,4300,ZAKERI G A,7,15,6,2,,,,,7,,37,
,,MATH,18,2601,RAHNAVARD M H,4,3,5,6,7,,,,10,,35,
,,,,2602,LOPEZ MA,,2,10,5,8,,1,1,8,,35,
,,,,2603,BOOSHERI S G,1,4,8,16,3,,2,,9,,43,
,,,,2604,FINE R F,3,9,7,3,4,,,2,16,,44,
,,,,2605,NGUYEN D T,6,3,14,6,7,,,1,11,,48,
,,,,2606,CHAN H J,5,2,11,8,4,,,,13,,43,
,,,,4301,KIM J J,6,8,9,6,5,,,,12,,46,
,,,,4302,KARKAFI R H,4,1,3,11,,,,,21,,40,
,,MATH,20,2607,QUEVEDO J M,2,1,1,3,6,1,,,10,,24,
,,,,2608,RAHNAVARD M H,3,4,7,2,6,,,,6,,28,
,,,,2609,HARANDIAN R,8,5,6,4,6,,,,10,,39,
,,,,2610,CHEN C,7,4,6,4,4,,,,13,,38,
,,,,2611,MEKNUNI M,4,4,11,7,3,,,,9,,38,
,,,,2612,MIANO I A,1,5,4,4,10,,,,7,,31,
,,,,2613,PHUNG Q T,,2,2,2,8,,1,,19,,34,
,,,,2614,QUEVEDO J M,,1,6,5,10,,1,,12,,35,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 68 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,20,2615,MURRAY D B,2,5,5,8,11,,,,15,,46,
,,,,2616,FOSTER M,2,4,7,4,16,,1,,17,,51,
,,,,2617,WANG E,2,3,6,2,7,,1,,21,,42,
,,,,2618,CHO M,6,6,3,4,9,,,1,16,,45,
,,,,2619,BAYSSA B T,1,7,9,5,11,,,,10,,43,
,,,,2620,FOSTER M,2,1,6,3,12,,,1,16,,41,
,,,,2622,PHUA N,3,,7,3,11,,1,,21,,46,
,,,,2623,FANELLI D,,6,8,6,4,,,1,10,,35,
,,,,2624,FINE R F,1,9,7,4,7,,,1,14,,43,
,,,,2625,PETIKYAN G,12,9,21,1,,,,,8,,51,
,,,,2626,MARTINEZ M G,12,9,4,3,4,,,4,6,,42,
,,,,2627,OWENS D J,,5,9,2,1,,1,,19,,37,
,,,,2628,CHAU E,2,3,8,3,6,,,,13,,35,
,,,,2629,YAN S K,6,8,11,10,2,,,,6,,43,
,,,,4303,CHITGAR M H,3,6,5,4,2,,,1,22,,43,
,,,,4304,TADELE G T,3,7,11,7,4,,,2,11,,45,
,,,,4305,FRY G P,,2,6,4,3,,,,27,,42,
,,,,4306,WONG J D,8,7,12,5,,,,2,8,,42,
,,,,4307,LIAO G,5,5,13,1,6,3,,,4,,37,
,,,,4308,TRAN C D,2,6,3,,15,,,,17,,43,
,,,,4309,MALAKAR S R,,4,4,2,5,,,1,15,,31,
,,,,4310,KIM J J,4,9,7,3,4,,,,16,,43,
,,MATH,21,2630,MOASSESSI M,2,1,9,4,9,,,,16,,41,
,,,,2631,EMERSON A J,7,7,4,3,9,,,,6,,36,
,,,,2632,BAYSSA B T,3,4,7,2,4,,,,10,,30,
,,,,2633,RASIEJ R M,4,10,10,6,9,,,,9,,48,
,,,,2634,KARASIK P A,4,2,5,1,3,1,,,24,,40,
,,,,2635,RASIEJ R M,7,10,3,3,7,,,,6,,36,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 69 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,21,4312,CARTY B,4,5,11,3,6,,,1,11,,41,
,,,,4315,CHENG T T,3,5,,2,4,,,,10,,24,
,,MATH,26,2636,LEE K H,7,11,15,5,,,,,6,,44,
,,,,2637,HARJUNO T,1,4,5,,1,,,,21,,32,
,,,,2638,XU M N,10,8,10,2,5,,,,7,,42,
,,,,2639,SASO M,6,4,5,1,7,,,,16,,39,
,,,,2640,BASKAUSKAS V A,5,5,11,3,5,,,,13,,42,
,,,,2641,GREEN L A,2,6,4,2,4,,,,7,,25,
,,,,4316,KAVIANI K,6,5,6,1,3,,,,7,,28,
,,,,4317,ORTEGA J A,5,7,6,2,3,,,,21,,44,
,,MATH,28,2642,MAZOROW M M,5,16,4,2,8,,,,8,,43,
,,,,2643,MCGRAW C K,6,7,8,3,,,,,15,,39,
,,,,3403,LONDON J S,,,2,2,4,,,,7,,15,
,,,,4318,KAVIANI K,11,13,5,3,1,,,,11,,44,
,,MATH,29,2644,RODAS B G,10,12,4,1,,,,,13,,40,
,,MATH,31,2645,PHUNG Q T,2,4,8,2,11,,,,17,,44,
,,,,2646,JIMENEZ B S,3,5,4,3,10,,,,15,,40,
,,,,2647,PHUNG Q T,,5,6,2,14,,2,,16,,45,
,,,,2648,BOOSHERI S G,1,1,9,10,5,,,,7,,33,
,,,,2649,MCGRAW C K,9,12,9,9,4,,1,1,3,,48,
,,,,2650,GROMOVA I M,10,,9,10,7,,1,,8,,45,
,,,,2651,LEE K H,5,8,12,7,,1,,1,11,,45,
,,,,2652,MEKNUNI M,2,4,22,2,6,,1,1,10,,48,
,,,,2653,BOOSHERI S G,,2,8,14,3,,,,6,,33,
,,,,2654,EMERSON A J,3,3,7,5,4,,,,10,,32,
,,,,2655,BRESLOFF J L,2,5,3,10,11,,,1,14,,46,
,,,,2656,SCOTT R H,6,17,8,5,9,,,,6,,51,
,,,,2657,CHENG T T,1,5,6,1,17,1,,,13,,44,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 70 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,31,2658,WARD J E,1,4,5,12,5,,,,20,,47,
,,,,2659,BRONIE B L,,2,8,7,8,,2,2,16,,45,
,,,,2660,KARASIK P A,2,,2,1,5,,1,,25,,36,
,,,,2661,SIMHAN S V,2,8,15,4,10,,1,,2,,42,
,,,,2662,TRUJILLO APARIC A Y,8,6,6,7,12,,,,11,,50,
,,,,2663,JIANG J,3,7,23,1,7,,1,1,9,,52,
,,,,3384,WANG J D,3,7,12,7,7,,,,5,,41,
,,,,4319,SAAKIAN L,4,1,4,5,6,,,,22,,42,
,,,,4320,LAN H,3,10,9,16,,,,,7,,45,
,,,,4321,ENGLAND A M,1,4,6,1,19,,,,12,,43,
,,,,4322,HARJUNO T,,1,7,,7,,1,,24,,40,
,,,,4323,OWAKA E A,4,5,8,10,4,,,,11,,42,
,,,,4324,MAN S,1,3,7,4,5,,,,13,,33,
,,,,4325,SHEYNSHTEYN A S,2,4,7,1,5,,2,1,14,,36,
,,,,4326,EVINYAN Z,6,5,3,1,18,,,,8,,41,
,,,,4327,MOZAFARI R R,6,8,9,5,5,,,,7,,40,
,,,,4328,NAJAFI S,14,9,6,3,6,,,,3,,41,
,,MATH,32,2664,MOZAFARI R R,8,8,11,5,4,,1,1,8,,46,
,,,,2665,JAHANI F,5,7,9,3,14,,,,8,,46,
,,,,2666,SMITH S P,6,4,11,7,8,,,,16,,52,
,,,,2667,HUANG C Y,15,7,9,1,6,,,,8,,46,
,,,,2668,PETIKYAN G,14,13,15,,5,,,1,5,,53,
,,,,2669,TU W,4,5,9,2,2,,1,,18,,41,
,,,,2670,KAMIN G,5,8,6,2,4,,1,,17,,43,
,,,,2671,MARDIROSIAN R,7,5,8,6,3,,,,15,,44,
,,,,3375,MAZOROW M M,6,5,12,5,7,,1,1,7,,44,
,,,,4329,ANTONIOUS M M,5,9,4,5,11,,,,10,,44,
,,,,4330,PEREZ R E,16,9,6,,2,,,,1,,34,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 71 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,41,4331,PEREZ-FERNANDEZ L,3,8,3,1,,,,,2,,17,
,,MATH,49,2672,NGUYEN D T,2,5,8,8,9,,,,12,,44,
,,,,2673,LOPEZ MA,,1,3,5,6,,,1,25,,41,
,,,,2674,PACHAS-FLORES W,2,1,8,2,5,,1,,17,,36,
,,MATH,54,2675,FOSTER M,,8,15,4,6,,,,15,,48,
,,,,2676,FOSTER M,3,8,12,7,1,,,,18,,49,
,,,,2677,MCDONNELL P L,28,20,3,1,,,,,2,,54,
,,,,2678,XIE M C,8,6,3,5,4,,,1,18,,45,
,,,,2679,NGUYEN D T,6,4,4,4,5,,,,3,,26,
,,,,2680,ZILBERBRAND M,7,2,5,1,5,,,,14,,34,
,,,,2681,GHARAMANIANS J,3,10,5,3,8,,,,16,,45,
,,,,2682,YANKEY K A,3,5,30,7,1,2,,,6,,54,
,,,,2683,NGUYEN D T,3,5,6,7,11,,,,12,,44,
,,,,2684,SOLEYMANI S,12,7,6,7,1,,,,14,,47,
,,,,2685,EDINGER G C,10,9,8,1,4,,,,15,,47,
,,,,2686,YEE D K,4,5,7,7,7,,,,20,,50,
,,,,2687,EDINGER G C,7,5,12,2,5,1,,,6,,38,
,,,,2688,MCGRAW C K,10,5,2,3,1,1,,,7,,29,
,,,,2689,TU W,11,8,6,2,2,,,,9,,38,
,,,,2690,JAHANGARD E,1,3,2,9,,,,,28,,43,
,,,,2691,GRAVES L P,2,5,6,7,7,,,,10,,37,
,,,,2692,LEE L S,11,8,13,2,3,,,,7,,44,
,,,,2693,KORKHMAZYAN N N,20,14,3,1,3,,,,4,,45,
,,,,3411,VENDLINSKI T P,13,11,10,3,3,,1,,3,,44,
,,,,4332,MARTINEZ M G,15,10,2,3,3,,,,9,,42,
,,,,4333,JAHANGARD E,2,3,2,3,,,,,24,,34,
,,,,4334,MARTINEZ M G,12,8,5,1,2,,,,11,,39,
,,,,4335,WALKER C W,14,12,8,5,2,,,,3,,44,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 72 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,54,4336,VENDLINSKI T P,13,15,11,6,2,,,,2,,49,
,,,,4337,PACHAS-FLORES W,4,6,8,1,9,,,,16,,44,
,,,,4338,PEREZ R E,21,13,7,,1,,,,1,,43,
,,,,4339,YANKEY K A,3,14,15,10,,1,,,8,,51,
,,,,4518,MALAKAR S R,2,4,8,6,8,1,,,15,,44,
,,MATH,81,2694,QUEVEDO J M,,,11,5,7,,,,10,,33,
,,,,2695,GHARAMANIANS J,2,4,4,3,11,,,,10,,34,
,,,,2696,LAI I,3,4,7,,4,,,,13,,31,
,,,,2697,LONDON J S,1,3,8,4,12,,,,9,,37,
,,,,2698,PHUNG Q T,1,2,4,2,17,,,,10,,36,
,,,,2699,HALAKA E F,15,7,2,,2,,,,4,,30,
,,,,2700,ULRICH J W,5,1,3,2,10,,,,9,,30,
,,,,2701,HUANG C Y,9,4,3,2,8,,,,3,,29,
,,,,2702,LAN H,1,3,5,12,,,,,12,,33,
,,,,4340,BRONIE B L,4,1,5,7,4,,,,11,,32,
,,,,4341,EVINYAN Z,3,4,5,3,6,,,,7,,28,
,,,,4343,SIMPSON-RODGERS N,3,6,2,2,2,,,,17,,32,
,,,,4345,CHITGAR M H,3,2,6,5,3,,,,11,,30,
,,MATH,84,2703,QUEVEDO J M,3,1,9,4,7,,,,9,,33,
,,,,2704,CHEN C,8,5,3,5,9,,,,15,,45,
,,,,2705,OWAKA E A,5,9,9,3,10,,,1,4,,41,
,,,,2706,CHO M,2,4,3,4,18,,,,14,,45,
,,,,2707,TSVIKYAN A,8,5,9,,3,,,1,10,,36,
,,,,2708,ESMAEILI F A,4,6,15,17,,,,,4,,46,
,,,,2709,WARD J E,3,3,12,8,7,,,,16,,49,
,,,,2710,WANG E,1,9,8,4,9,,,,12,,43,
,,,,2711,KORKHMAZYAN N N,4,6,11,8,6,,,,5,,40,
,,,,2712,DEAN C R,2,15,6,1,4,,,,4,,32,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 73 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,84,2713,ANTONIOUS M M,1,4,5,3,6,,,1,9,,29,
,,,,2714,MIANO I A,4,10,4,4,13,,,,6,,41,
,,,,2715,HE F Y,7,8,6,2,5,,,1,6,,35,
,,,,3298,ALLEN C A,2,4,3,6,8,,,,17,,40,
,,,,4347,BOJKOV A,5,4,7,8,15,,,,3,,42,
,,,,4348,KIM J M,5,3,3,,7,,,,7,,25,
,,,,4350,JIANG J,10,10,13,1,5,,,,4,,43,
,,,,4351,YAN S K,17,10,7,2,2,,,,3,,41,
,,MATH,85,2716,LOPEZ MA,,3,5,3,14,,,,13,,38,
,,,,2717,TSVIKYAN A,12,8,6,2,6,,,,9,,43,
,,,,2718,JIMENEZ B S,3,4,7,3,12,,,,8,,37,
,,,,2719,ESMAEILI F A,1,6,18,7,,,2,1,1,,36,
,,,,2720,DEAN C R,5,17,4,1,2,,,,6,,35,
,,,,2721,LONDON J S,2,6,6,8,14,,,,9,,45,
,,,,2722,FOREMAN N J,5,15,12,5,2,,,,9,,48,
,,,,2723,ROSS K R,1,5,11,10,8,,,,3,,38,
,,,,2724,HALAKA E F,20,15,3,,,,,,6,,44,
,,,,3385,LONDON J S,3,6,9,6,9,,,,11,,44,
,,,,4352,RAFFEL C C,9,7,6,7,,,,,7,,36,
,,,,4353,LEE L S,3,8,14,4,3,,,,3,,35,
,,,,4354,CHAN H J,2,3,5,9,3,,,,13,,35,
,,,,4355,HE F Y,5,11,4,6,6,,,,4,,36,
,,,,4356,AKA D O,7,5,6,2,11,,1,,6,,38,
,,,,4512,HECHT S E,1,5,4,2,10,,,,12,,34,
Mathematics T,,,,,1210,1430,####,846,####,,14,35,39,####,,8996,
Modern Langu,ARABIC,ARABIC,1,4019,BEZRATI S,25,3,1,,3,,,,4,,36,
,ASL,ASL,1,1184,LAVELLE M L,3,12,6,4,4,,,,2,,31,
,,,,4038,DANA M,7,8,14,2,6,,,,2,,39,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 74 of 98,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Modern Langu,CHNESE,CHNESE,1,1381,LI G,5,3,3,1,4,,,,7,,23,
,,,,1382,WU X,10,2,3,,2,,,,11,,28,
,,,,4078,WU X,6,5,3,1,2,,,1,15,,33,
,,CHNESE,2,3297,WU X,13,5,2,3,1,,,,3,,27,
,,,,4079,YU X,15,1,2,,3,,,1,7,,29,
,,CHNESE,4,4484,WU D,7,3,,,1,,,1,,,12,
,FRENCH,FRENCH,1,2275,POSNER L,8,9,6,1,,,,1,8,,33,
,,,,2276,CHAPMAN S P,4,3,5,4,4,,,,5,,25,
,,,,2277,KOKOVENA E A,11,1,1,1,3,,,,8,,25,
,,,,2278,BREEDLOVE K E,14,9,2,1,,1,,,8,,35,
,,,,4224,BREEDLOVE K E,8,14,1,1,,1,,2,7,,34,
,,FRENCH,2,2279,BAILEY K A,6,2,5,,6,,,,7,,26,
,,,,2280,BREEDLOVE K E,12,15,3,1,,,,1,4,,36,
,,,,2281,APARICIO M A,3,4,5,,4,,,,13,,29,
,,FRENCH,3,4226,ISNER-BALL D R,14,11,2,,,,,2,2,,31,
,,FRENCH,4,2282,APARICIO M A,4,8,1,,,,,,2,,15,
,,FRENCH,8,2283,APARICIO M A,7,11,2,1,,,,1,2,,24,
,GERMAN,GERMAN,1,2306,TANAKA D J,6,6,3,1,2,,,,10,,28,
,,,,2307,GERL A,6,4,7,5,1,,,,8,,31,
,,,,4240,LASHGARI RENSEL M,10,2,,4,1,,,,12,,29,
,,GERMAN,2,2308,GERL A,11,9,5,2,1,,,,10,,38,
,HEBREW,HEBREW,1,4256,ZWANG-WEISSMAN,10,1,4,,1,,,2,11,,29,
,,HEBREW,2,4257,MARGOLIS F S,12,4,3,5,1,,,,7,,32,
,ITAL,ITAL,1,2456,MUNIZ GRACIA A,13,6,3,1,2,,,,11,,36,
,,,,2457,LORENZI P,4,2,4,1,7,,,1,8,,27,
,,,,2458,MUNIZ GRACIA A,10,7,7,,2,,,,8,,34,
,,,,4270,GIRIBALDI M,6,13,2,,1,,,1,8,,31,
,,ITAL,2,2459,MUNIZ GRACIA A,7,1,,,,,,1,5,,14,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 75 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Modern Langu,ITAL,ITAL,2,4271,TROMBETTA G N,12,5,2,,,,,,3,,22,
,JAPAN,JAPAN,1,2462,SKROBAK MA F,20,1,2,3,,,,,1,,27,
,,,,2463,COMRIE A K,15,5,3,5,1,,,,9,,38,
,,,,2464,SKROBAK MA F,26,3,1,,,,,,4,,34,
,,,,2465,MINEKAWA Y,12,6,6,2,3,,,,5,,34,
,,,,2466,KUBO M S,7,7,6,4,8,,,,3,,35,
,,,,2467,KATO N K,17,10,4,2,3,,,,2,,38,
,,,,2468,KINJO H,18,7,2,2,,,,,1,,30,
,,,,2469,KITAZONO Y,19,8,3,2,,,,,7,,39,
,,,,4272,JOHNSTON S K,7,3,1,9,,,,,8,,28,
,,JAPAN,2,2470,MIURA Y,12,6,1,5,5,,,,4,,33,
,,,,2471,NISHIKAWA M,11,4,1,4,1,,,,9,,30,
,,,,2472,NISHIKAWA M,16,5,1,2,3,,,,5,,32,
,,,,4273,NISHIKAWA M,11,6,1,2,2,,,,4,,26,
,,JAPAN,3,2473,TADA K,7,3,,3,,,,,6,,19,
,,,,4275,TAKEMORI K,17,3,4,1,,,,,1,,26,
,,JAPAN,4,2474,SKROBAK MA F,13,2,2,1,1,,,,2,,21,
,,JAPAN,8,4276,MIURA Y,9,5,1,,,1,,,5,,21,
,KOREAN,KOREAN,1,2564,CHA J,23,2,3,2,2,,,,2,,34,
,,,,2565,PARK JI,18,8,1,4,,,,,2,,33,
,,KOREAN,2,2566,CHA J,22,4,2,1,1,,,,3,,33,
,,,,3347,CHA J,10,4,1,1,,,,,4,,20,
,,KOREAN,4,2567,CHA J,25,3,4,,,,,,1,,33,
,LING,LING,1,2571,HASHIMOTO Y,17,12,,6,,,,,8,,43,
,PERSIN,PERSIN,2,4403,POURZANGIABADI B,20,3,,,,,,,2,,25,
,RUSS,RUSS,2,4460,BAUCKUS S J,21,2,,,,,,,1,,24,
,SPAN,SPAN,1,3220,BOLIVAR-OWEN E,2,4,3,2,1,,,,5,,17,
,,,,3221,BOLIVAR-OWEN E,3,6,2,2,,,,,5,,18,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 76 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Modern Langu,SPAN,SPAN,1,3222,TRIVES T,5,6,4,3,,,,,10,,28,
,,,,3223,BUZATU A,3,14,4,5,5,,,1,6,,38,
,,,,3224,TRIVES T,5,6,4,1,1,1,,,14,,32,
,,,,3225,BOLIVAR-OWEN E,5,6,3,1,,,,,6,,21,
,,,,3226,ERICKSON M P,13,4,2,,,,,1,10,,30,
,,,,3227,BARRIODEMENDOZA M,13,6,1,,1,,,1,5,,27,
,,,,4462,RODRIGUEZ JEANNETTE,15,9,5,,2,,,,5,,36,
,,,,4463,QUINONES H C,6,2,,,1,,,2,12,,23,
,,,,4485,ERICKSON M P,4,6,2,,,,,,12,,24,
,,,,4486,ERICKSON M P,2,4,1,2,1,,,1,12,,23,
,,SPAN,2,3231,ZARATE S,5,2,2,,,,,2,6,,17,
,,,,3232,MIZUKI A H,4,2,3,,,,,,5,,14,
,,,,3233,SCHAFFER S C,6,6,1,,1,,,,9,,23,
,,,,4464,KIM YUNSOOK,8,3,3,,1,,,,5,,20,
,,,,4465,NDOLEY M N,10,5,1,,7,,,,7,,30,
,,SPAN,3,3235,ANDERSON R A,2,7,8,2,4,,,,4,,27,
,,,,4466,VOGEL-ZUIDERWEG,12,4,10,2,1,,1,1,6,,37,
,,SPAN,4,3236,CANDELARIA C,7,1,2,,1,,,,4,,15,
,,SPAN,8,3237,APARICIO M A,4,4,2,1,,,,1,8,,20,
,,SPAN,11,3238,ANDERSON R A,5,8,3,4,3,,,,3,,26,
,,,,3391,ZAMUDIO BROOKS M G,4,1,4,1,3,,,,9,,22,
