Santa Monica College - Grade Distribution Fall 2013,,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
,,,,1223,BAGHDASARIAN G,4,6,7,1,6,,1,,,9,34,
,,,,1224,BAGHDASARIAN G,5,1,5,5,6,,,,,6,28,
,,BIOL,15N,4059,MOSS J L,5,7,14,,,,,,1,6,33,
,,BIOL,21,1225,SCURIC Z,5,12,3,,4,,,,,11,35,
,,,,1226,COLAVITO M C,11,10,8,1,2,,,,,3,35,
,,,,1227,COLAVITO M C,7,10,6,5,,,,,,6,34,
,,,,4060,CHEN T T,4,8,6,2,1,,,,,10,31,
,,BIOL,22,1228,BOBER M A,10,7,6,2,,,1,,,11,37,
,,,,1229,BOBER M A,3,8,7,2,,,,,,11,31,
,,BIOL,23,1230,BAKER E H,4,8,5,2,,,,,,4,23,
,,BIOL,81,1231,BUCHANAN A G,2,4,1,4,4,,,,,10,25,
,,BIOL,88A,1232,BAGHDASARIAN G,2,,,,,,,,,,2,
,,BIOL,88B,1233,BAGHDASARIAN G,2,,,,,,,,,,2,
,BOTANY,BOTANY,,1234,BAKER E H,5,6,4,,1,,,,,9,25,
,,,,1235,BAKER E H,4,3,9,1,,,,,,9,26,
,,,,1236,AZUMA K K,4,4,10,2,,,,,,8,28,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 57 of 87,
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Life Science,BOTANY,BOTANY,1237,TOWER J A,6,7,6,2,,4,,,,,8,33
,MCRBIO,MCRBIO,2770,NAREY V,5,7,1,4,,2,,1,,,4,24
,,,2771,BUCHANAN A G,8,7,4,1,,1,,,,,2,23
,,,2772,BUCHANAN A G,6,7,4,,,,,,,,2,19
,,,2773,KLUCKHOHN JONES L W,14,9,2,1,,,,,,,1,27
,,,4369,PEPPER E D,4,16,6,,,,,,,,1,27
,MLT,MLT,1,3410,CHU H G,8,10,1,,2,,,,,,21
,,MLT,3,2821,CHU H G,3,1,7,1,,,,,,1,13
,,MLT,4,2822,CHU H G,2,3,4,3,,,,,,1,13
,NUTR,NUTR,1,2981,ORTEGA Y,8,16,16,5,1,,,,,4,50
,,,2982,NOVAK D S,15,11,5,7,,3,,,,,1,42
,,,2983,ORTEGA Y,16,12,7,4,,,,,,,9,48
,,,2984,ORTEGA Y,18,13,8,7,,1,,1,,,3,51
,,,2985,NOVAK D S,7,8,4,2,,1,,,,1,11,34
,,,2986,STAFSKY G B,18,5,10,4,,2,,,,,4,43
,,,2987,GONZALEZ C L,3,9,2,3,,3,,,,,8,28
,,,2988,GONZALEZ C L,3,9,7,5,,1,,,,,11,36
,,,2989,GONZALEZ C L,8,6,4,6,,2,,,,,5,31
,,,2990,RICHWINE D R,16,10,5,1,,2,,,,,7,41
,,,2991,RICHWINE D R,14,7,4,2,,5,,,,,7,39
,,NUTR,7,2992,GONZALEZ C L,10,11,8,1,3,,1,,,5,39
,,,2993,GONZALEZ C L,6,10,5,1,,5,,,,,3,30
,,NUTR,4,2994,STAFSKY G B,28,8,4,1,6,,,,,2,49
,,,2995,ORTEGA Y,13,10,7,7,,2,,,1,,8,48
,,,2996,ORTEGA Y,9,12,10,4,,1,,,,,12,48
,,NUTR,90,3408,GONZALEZ C L,,,,,,,,,1,,1
,PHYS,PHYS,3,3091,AZUMA K K,5,7,1,,,,,,,8,21
,,,3092,CABREL C B,5,8,9,,,,,,,,8,30
,,,3093,STEPHANOU M L,5,5,2,6,,,,,,,5,23
,,,3094,JOHNSON JA J,10,11,6,,,,,,,,,27
,,,3095,VON DER OHE C G,7,8,4,3,,,,,,,1,23
,,,3096,VON DER OHE C G,7,4,7,2,,1,,,,,3,24
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 58 of 87
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Life Science,PHYS,PHYS,3,3097,BOBER M A,7,7,7,,,,,,,10,31,
,,,,3098,WISSMANN P B,8,3,3,,2,,,,,3,19,
,,,,4435,PRICE W M,6,6,6,,,,,,,4,22,
,ZOOL,ZOOL,5,3336,TARVYD E S,3,6,12,6,4,,,,,2,33,
,,,,3337,MOSS J L,3,9,9,3,4,,,,,6,34,
,,,,4499,PATEL A,20,5,3,1,2,,,1,2,2,36,
Math,CS,CS,10,1674,EDINGER G C,4,1,2,1,2,,,,,4,14,
,MATH,MATH,2,2603,SASO M,3,3,1,3,3,,,,,14,27,
,,,,2604,MURRAY D B,6,9,5,2,4,,,,,9,35,
,,,,2605,EDINGER G C,2,4,5,2,1,,,,,12,26,
,,,,2606,TAKA G J,5,7,7,3,4,,,,,15,41,
,,,,2607,RODAS B G,5,4,3,2,8,,,,,14,36,
,,,,2608,SASO M,,4,3,4,4,,,2,,10,27,
,,,,2609,NGUYEN D T,8,9,9,1,7,,,,,12,46,
,,,,2610,JIMENEZ B S,11,10,7,5,9,,,,,6,48,
,,,,2611,LONDON J S,,4,17,4,11,,,,,10,46,
,,,,2612,HONG A M,,7,4,9,3,,,,,4,27,
,,,,2613,MCGRAW C K,6,10,8,7,3,,,,,9,43,
,,,,2614,NESTLER A E,2,2,4,3,12,,,,,17,40,
,,,,2615,FINE R F,7,3,5,2,7,,,,1,16,41,
,,,,2616,GRAVES L P,4,2,5,5,11,,,,,11,38,
,,,,2617,LEE P H,12,3,,4,4,,,1,,10,34,
,,,,4296,RAMSEY E D,7,8,6,3,9,,,,,12,45,
,,,,4297,GARCIA E E,5,2,2,,13,,,,,19,41,
,,,,4299,KARKAFI R H,3,2,3,,10,,,,,22,40,
,,,,4301,ENGLAND A M,4,5,,5,13,,,,,9,36,
,,,,4517,PACHAS-FLORES W,4,3,1,1,9,,,,,11,29,
,,MATH,7,2618,MAZOROW M M,4,,2,3,5,,1,,,11,26,
,,,,2619,JIMENEZ B S,13,7,6,4,2,,,,1,18,51,
,,,,2620,HONG A M,1,1,3,1,7,,,,1,4,18,
,,,,2622,WONG B L,1,11,3,5,5,,,,,16,41,
,,,,2623,TAKA G J,5,2,6,,1,,,,,10,24,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 59 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,7,2624,KAMIN G,12,10,2,4,7,,1,,,13,49,
,,,,2625,BOOSHERI S G,5,4,3,3,3,,,,,13,31,
,,,,2626,MURRAY D B,10,4,2,5,1,,,,1,16,39,
,,,,2627,SMITH S P,9,8,7,1,10,,,,,13,48,
,,,,2628,KONYA W,1,5,2,8,14,,,,,12,42,
,,,,3392,BENE A J,4,8,4,3,6,,,,,6,31,
,,,,4302,ATIQUE N,26,11,2,,2,,,,,7,48,
,,,,4303,NESTLER A E,,2,3,3,6,,,,,28,42,
,,,,4304,JAHANGARD E,1,2,4,,8,,,,1,7,23,
,,,,4305,NIKOLAYCHUK A M,3,3,,1,6,,,,,11,24,
,,,,4306,MARDIROSIAN R,15,7,5,11,5,,,,,10,53,
,,MATH,8,2629,JIMENEZ B S,6,10,8,3,2,,1,,,18,48,
,,,,2630,KONYA W,2,3,,4,4,,,,,3,16,
,,,,2631,JAHANGARD E,2,5,3,1,4,,,,,6,21,
,,,,2632,TAKA G J,9,10,1,2,6,,,,,5,33,
,,,,2633,SOLEYMANI S,11,9,6,6,4,,,,,12,48,
,,,,2634,CARTY B,6,11,8,2,8,,,,,4,39,
,,,,4307,NESTLER A E,1,1,3,2,7,,,,,5,19,
,,,,4308,MALAKAR S R,4,6,12,1,4,,,,,13,40,
,,,,4309,ASKARIAN S N,4,9,7,3,8,,,,,13,44,
,,,,4310,FRY G P,12,8,6,1,3,,,,,10,40,
,,MATH,10,2635,EDINGER G C,5,5,1,2,1,,,,,3,17,
,,MATH,11,2636,KONYA W,4,7,5,6,6,,,,,15,43,
,,,,2637,HONG A M,1,6,3,2,4,,,,,3,19,
,,,,2638,RODAS B G,7,9,8,2,4,,,,,14,44,
,,,,4311,ZAKERI G A,12,11,5,3,4,,,,,14,49,
,,MATH,13,2639,MAZOROW M M,5,2,4,3,5,,,,,8,27,
,,,,2640,JAHANGARD E,2,4,9,2,4,,,,,9,30,
,,,,4312,ASKARIAN S N,8,4,4,3,5,,,,1,11,36,
,,MATH,15,2641,KONYA W,12,10,4,2,1,,,,,1,30,
,,,,4313,ZAKERI G A,18,11,3,3,,,,,,4,39,
,,MATH,18,2642,GIZAW A,6,7,8,10,,,,,1,9,41,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 60 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,18,2643,QUEVEDO J M,3,4,6,6,1,,,,,7,27,
,,,,2644,BOOSHERI S G,1,6,11,7,9,,,,1,9,44,
,,,,2645,BOOSHERI S G,1,5,9,10,5,,,,,14,44,
,,,,2646,HARANDIAN R,6,11,10,1,9,,1,1,2,8,49,
,,,,2647,FINE R F,2,13,12,3,6,,,,2,7,45,
,,,,2648,SMITH S P,3,10,11,4,7,,,,1,8,44,
,,,,4314,GRAVES L P,2,1,9,2,11,,,1,1,11,38,
,,,,4315,LEE L S,5,14,10,8,4,,,,2,3,46,
,,MATH,20,2649,QUEVEDO J M,3,1,5,3,6,,,1,,11,30,
,,,,2650,FOSTER M,4,3,3,5,12,,,,,14,41,
,,,,2651,BAYSSA B T,3,10,13,2,5,,,,,10,43,
,,,,2652,HARANDIAN R,6,5,13,,9,,,1,1,14,49,
,,,,2653,MAN S,1,1,5,4,1,,,,1,36,49,
,,,,2654,BOOSHERI S G,,5,2,6,7,,,,1,23,44,
,,,,2655,FOSTER M,4,5,6,6,11,,,2,,2,36,
,,,,2656,MIANO I A,1,4,5,9,14,,,2,,1,36,
,,,,2657,QUEVEDO J M,1,4,8,3,10,,,1,,18,45,
,,,,2658,MURRAY D B,1,4,11,7,3,,,1,1,9,37,
,,,,2659,KORKHMAZYAN N N,10,12,5,4,7,,,1,1,7,47,
,,,,2660,LEE K H,8,14,12,6,,,,,,7,47,
,,,,2661,WANG E,4,3,6,3,17,,1,,,14,48,
,,,,2662,LOPEZ MA,,3,9,1,12,,,,,13,38,
,,,,2663,HUANG C Y,8,11,11,2,7,,,,,3,42,
,,,,2664,LEE P H,2,5,7,,9,,,,,7,30,
,,,,2665,CHEN C,6,7,5,1,8,,,,,9,36,
,,,,2666,MEKNUNI M,2,11,18,4,3,,,1,7,7,53,
,,,,2667,OWENS D J,1,1,11,9,4,,,,,15,41,
,,,,2668,MARTINEZ M G,7,8,4,4,1,,,1,,8,33,
,,,,2669,SCOTT R H,6,8,9,3,1,,,,3,6,36,
,,,,4316,TADELE G T,4,7,12,3,4,,,,,8,38,
,,,,4317,CHITGAR M H,4,7,11,4,5,,,1,,12,44,
,,,,4318,WONG J D,6,16,7,7,,,,1,3,11,51,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 61 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,20,4319,JIANG J,5,11,17,2,2,,,1,1,8,47,
,,,,4320,SIMPSON-RODGERS N,2,3,8,2,8,,,,1,18,42,
,,,,4321,YAN S K,5,8,12,14,1,,,,,4,44,
,,,,4322,YANKEY K A,7,6,8,9,2,,1,,,3,36,
,,,,4323,SIMPSON-RODGERS N,6,2,4,1,5,,,,,17,35,
,,,,4324,OKONJO-ADIGWE C E,4,7,8,4,,,,,1,13,37,
,,,,4325,AKA D O,7,4,6,1,10,,,,1,4,33,
,,,,4326,LIAO G,5,7,11,3,11,,,,,7,44,
,,MATH,21,2670,MOASSESSI M,1,2,6,5,6,,,,,9,29,
,,,,2671,HARJUNO T,1,5,6,1,9,,,,,19,41,
,,,,2672,JAHANI F,8,7,14,4,5,,,,,7,45,
,,,,2673,GHARAMANIANS J,5,4,11,,8,,,,,15,43,
,,,,2674,LEE P H,,2,3,,15,,,1,1,17,39,
,,,,2675,KARASIK P A,4,6,,4,16,,,,,11,41,
,,,,2676,CARTY B,7,9,12,1,11,,,1,,4,45,
,,,,2677,LAI I,9,6,6,2,3,,,,,13,39,
,,,,4327,NIKOLAYCHUK A M,3,6,9,4,5,,,,,7,34,
,,,,4328,HARJUNO T,3,6,6,,4,,,1,,14,34,
,,MATH,26,2678,RODAS B G,,5,9,2,7,,,,1,13,37,
,,,,2679,HERICHI H,12,8,9,5,8,,,,,7,49,
,,,,2680,GARCIA E E,3,4,13,4,7,,,,1,16,48,
,,,,2681,BASKAUSKAS V A,3,12,16,3,8,,,,,4,46,
,,,,2682,GARCIA E E,6,1,15,1,1,,,1,1,9,35,
,,,,4329,KAVIANI K,1,2,9,1,9,,,,,13,35,
,,MATH,28,2683,WONG B L,1,4,4,5,5,,,,,19,38,
,,,,2684,MCGRAW C K,3,10,12,2,2,,,,,15,44,
,,,,4330,KAVIANI K,8,7,7,3,4,,,,,23,52,
,,MATH,29,2685,RODAS B G,8,12,4,,3,,,,,6,33,
,,MATH,31,2686,PHUNG Q T,2,1,5,2,11,,,1,,9,31,
,,,,2687,FANELLI D,1,4,7,5,13,,,3,,12,45,
,,,,2688,RAHNAVARD M H,4,1,5,1,13,,,,,14,38,
,,,,2689,SOURY S,1,1,2,4,14,,,,1,13,36,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 62 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,31,2690,JIMENEZ B S,1,7,7,7,11,,,1,,11,45,
,,,,2691,WARD J E,2,4,8,16,7,,,1,1,10,49,
,,,,2692,CHO M,3,1,6,5,9,,,2,,16,42,
,,,,2693,FOREMAN N J,2,5,16,7,5,,,1,,9,45,
,,,,2694,NGUYEN D T,6,8,8,4,12,,,1,,8,47,
,,,,2695,BRESLOFF J L,2,6,7,8,7,,,1,,17,48,
,,,,2696,LEE P H,1,5,6,,15,,,,,5,32,
,,,,2697,GARCIA E E,6,4,15,7,1,,,,,13,46,
,,,,2698,PACHAS-FLORES W,4,7,6,4,13,,,,,8,42,
,,,,2699,ALLEN C A,3,1,4,3,3,,,,1,17,32,
,,,,2700,KING W S,3,6,18,8,6,,,,3,8,52,
,,,,2701,EMERSON A J,3,5,5,7,8,,2,,,7,37,
,,,,2702,BELLIN E H,20,9,5,2,1,,,,,8,45,
,,,,2703,BRONIE B L,3,6,6,5,3,,,2,2,18,45,
,,,,2704,LOPEZ MA,2,1,4,10,6,,,,,6,29,
,,,,2705,MAZOROW M M,3,6,4,5,4,,,2,1,11,36,
,,,,4331,SAAKIAN L,3,6,10,4,4,,,,1,16,44,
,,,,4332,CUDA H R,10,9,9,3,13,,,,,8,52,
,,,,4333,OWAKA E A,4,7,5,15,4,,,,,9,44,
,,,,4334,GHAHRAMANYAN A,5,13,14,3,3,,,,1,11,50,
,,,,4335,SHEYNSHTEYN A S,6,3,7,16,1,,,,,8,41,
,,,,4336,EVINYAN Z,5,10,8,1,5,,,,,4,33,
,,,,4337,BOJKOV A,5,9,9,3,17,,,,,5,48,
,,MATH,32,2706,LONDON J S,1,,6,6,11,,,,,11,35,
,,,,2707,GIZAW A,15,8,7,2,4,,,,2,8,46,
,,,,2708,LONDON J S,1,1,4,8,14,,,,2,14,44,
,,,,2709,KARASIK P A,2,3,2,,9,,,,,28,44,
,,,,2710,MCDONNELL P L,9,20,8,,1,,,,,2,40,
,,,,2711,CHAU E,5,4,7,7,4,,,,,17,44,
,,,,4338,LAI I,5,4,7,1,6,,,,1,17,41,
,,,,4339,MARDIROSIAN R,11,8,8,7,6,,,,,3,43,
,,,,4340,PEREZ R E,15,8,4,,1,,,,4,3,35,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 63 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,41,4341,PEREZ L,5,9,1,3,2,,,,,2,22,
,,MATH,54,2712,GHARAMANIANS J,4,4,6,1,7,,,,,23,45,
,,,,2713,MCGRAW C K,11,11,5,2,4,,1,,,13,47,
,,,,2714,MCGRAW C K,9,6,2,4,1,,,,,7,29,
,,,,2715,ZILBERBRAND M,2,3,2,8,6,,,,,17,38,
,,,,2716,ZILBERBRAND M,4,5,1,4,8,,,,,18,40,
,,,,2717,JAHANGARD E,1,4,7,5,14,,,,,18,49,
,,,,2718,MIAO W,2,5,8,5,5,,,,,15,40,
,,,,2719,SOLEYMANI S,11,9,4,5,3,,,,,20,52,
,,,,2721,EDINGER G C,6,5,4,4,5,,1,,,19,44,
,,,,2722,FOSTER M,5,4,8,1,7,,,,,19,44,
,,,,2723,YANKEY K A,3,8,26,8,1,,2,1,,7,56,
,,,,2724,FOSTER M,3,10,10,3,8,,,,,13,47,
,,,,2725,EDINGER G C,5,16,8,4,4,,,,,8,45,
,,,,2726,MIAO W,2,5,10,8,3,,,,,12,40,
,,,,2727,NGUYEN D T,3,5,12,10,6,,,,,11,47,
,,,,2728,KAMIN G,10,12,2,1,2,,,,,19,46,
,,,,2729,JAHANGARD E,,3,10,3,8,,,,,20,44,
,,,,2730,NGUYEN D T,9,6,6,5,9,,1,,,5,41,
,,,,2731,MCDONNELL P L,16,20,4,,1,,,,,1,42,
,,,,4342,MARTINEZ M G,19,10,3,,4,,,,,11,47,
,,,,4343,MARTINEZ M G,18,13,3,,3,,,,,8,45,
,,,,4344,WALKER C W,13,13,6,2,7,,,,,3,44,
,,,,4345,YEE D K,4,6,10,2,6,,,,,17,45,
,,,,4346,PACHAS-FLORES W,5,5,6,2,11,,,,,15,44,
,,,,4347,PEREZ R E,32,7,2,,2,,,,,2,45,
,,,,4348,MALAKAR S R,2,3,8,2,9,,1,,,13,38,
,,MATH,81,2732,CHAU E,2,5,4,4,5,,,,,13,33,
,,,,2733,PHUNG Q T,2,2,3,3,16,,,,,5,31,
,,,,2734,QUEVEDO J M,,3,8,9,6,,,,,6,32,
,,,,2735,LAI I,3,5,11,3,4,,,,,12,38,
,,,,2736,ULRICH J W,1,3,4,4,9,,,,,17,38,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 64 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,81,2737,PHUNG Q T,1,1,3,3,9,,,,,12,29,
,,,,2738,LOPEZ MA,,4,5,7,14,,,,,4,34,
,,,,2739,BAYSSA B T,5,7,8,4,6,,,,,5,35,
,,,,2740,WANG E,2,3,8,5,13,,,,1,2,34,
,,,,2741,PEREZ L,3,8,6,4,4,,,,,8,33,
,,,,4349,EVINYAN Z,3,2,10,5,9,,,,,4,33,
,,,,4350,KING W S,6,6,6,3,3,,,,,8,32,
,,,,4351,GHAHRAMANYAN A,11,5,6,2,9,,,,,7,40,
,,,,4352,CHAU E,4,2,8,4,6,,,,,12,36,
,,,,4353,YAN S K,6,3,7,8,,,,,,4,28,
,,,,4354,OKONJO-ADIGWE C E,7,9,7,3,,,,,,5,31,
,,,,4355,AKA D O,7,4,10,2,9,,,,,3,35,
,,,,4356,HUANG C Y,7,3,11,1,7,,,,,2,31,
,,,,4357,LEE L S,5,9,8,3,2,,,,,3,30,
,,,,4358,HECHT S E,3,3,4,,7,,,,,6,23,
,,,,4359,CHITGAR M H,1,7,8,2,2,,,,,9,29,
,,,,4360,ATIQUE N,5,12,6,,2,,,,,3,28,
,,MATH,84,2742,GIZAW A,4,8,8,13,,,,,,8,41,
,,,,2743,TRAN C D,5,3,6,6,10,,,,,6,36,
,,,,2744,PHUNG Q T,,4,3,7,6,,,,,7,27,
,,,,2745,HERICHI H,10,18,7,7,1,,,,,3,46,
,,,,2746,CHEN C,4,9,8,1,3,,,,,9,34,
,,,,2747,OWAKA E A,2,8,7,11,7,,,,1,8,44,
,,,,2748,CHO M,4,3,2,4,14,,,,,21,48,
,,,,2749,TSVIKYAN A,9,10,5,6,6,,,,,10,46,
,,,,2750,ESMAEILI F A,5,11,11,4,3,,,,,6,40,
,,,,2751,CHAN H J,1,5,13,12,11,,,,,4,46,
,,,,2752,WARD J E,3,3,12,8,4,,,2,,4,36,
,,,,2753,CHAN H J,,2,14,11,9,,,,,2,38,
,,,,2754,LEE L S,1,16,8,1,2,,,,,3,31,
,,,,2755,HALAKA E F,28,9,3,,2,,,,1,,43,
,,,,2756,JIANG J,3,8,8,,15,,,,,5,39,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 65 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,84,2757,CHAN H J,3,2,6,11,4,,,,,10,36,
,,,,4361,OWENS D J,1,4,11,9,5,,,,,11,41,
,,,,4362,MAN S,2,2,7,13,5,,,,,12,41,
,,,,4363,ENGLAND A M,1,1,4,3,17,,,,,4,30,
,,,,4364,BRONIE B L,9,6,5,5,3,,,,,14,42,
,,,,4365,HECHT S E,3,3,4,7,6,,,,,7,30,
,,,,4366,MOZAFARI R R,5,13,9,8,1,,,,1,8,45,
,,MATH,85,2758,TSVIKYAN A,4,6,9,5,5,,,,,4,33,
,,,,2759,RAHNAVARD M H,3,5,12,2,16,,,,,2,40,
,,,,2760,RAFFEL C C,5,4,9,11,6,,,,,7,42,
,,,,2761,LONDON J S,1,4,7,3,10,,,,1,9,35,
,,,,2762,ESMAEILI F A,8,10,15,5,2,,,,,3,43,
,,,,2763,BASKAUSKAS V A,3,5,17,7,4,,,,,4,40,
,,,,2764,SOURY S,1,3,7,4,6,,,,,14,35,
,,,,2765,PETIKYAN G,9,21,16,1,2,,,,,1,50,
,,,,2766,HALAKA E F,18,13,7,1,5,,,,,3,47,
,,,,2767,MOZAFARI R R,5,12,12,7,5,,,,,5,46,
,,,,2768,PACHAS-FLORES W,3,8,8,6,11,,,,,10,46,
,,,,4367,LOPEZ MA,,5,8,8,15,,,,,5,41,
,,,,4368,BATEMAN M,3,2,8,3,10,,,,,12,38,
Modern Lan,ARABIC,ARABIC,1,4025,BEZRATI S,25,3,5,3,5,,1,,,1,43,
,ASL,ASL,2,4045,DANA M,3,5,5,1,4,,,,,1,19,
,,ASL,1,1181,TAMER R,22,5,2,,,,,,1,7,37,
,CHNESE,CHNESE,1,1361,WU X,18,6,5,1,6,,,,,4,40,
,,,,1362,WU X,14,6,3,2,4,,,,,1,30,
,,,,4083,YU X,10,3,2,3,4,,,,,10,32,
,,CHNESE,2,4084,WU D,15,12,1,1,1,,,,,2,32,
,,CHNESE,3,4085,WU X,12,9,1,,,,1,,,2,25,
,FRENCH,FRENCH,1,2322,CHAPMAN S P,6,6,4,3,4,,,,,12,35,
,,,,2323,POSNER L,9,9,3,2,4,,,,1,5,33,
,,,,2324,BREEDLOVE K E,8,18,5,4,,,,,,6,41,
,,,,4248,BREEDLOVE K E,14,17,2,6,,,1,1,,3,44,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 66 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Modern Lan,FRENCH,FRENCH,1,4249,KOKOVENA E A,6,5,4,,7,,,,,13,35,
,,FRENCH,2,2325,BREEDLOVE K E,25,13,1,2,,,,,1,1,43,
,,,,2326,APARICIO M A,3,6,7,2,2,,,,,6,26,
,,,,4250,APARICIO M A,4,6,5,3,1,,,,,8,27,
,,FRENCH,3,2327,APARICIO M A,3,3,8,,1,,1,,1,8,25,
,,FRENCH,4,4251,ISNER-BALL D R,11,8,,,1,,,,2,3,25,
,,FRENCH,8,2328,APARICIO M A,5,2,1,1,,,,,,9,18,
,GERMAN,GERMAN,,2351,TANAKA D J,6,11,6,1,4,,,,1,9,38,
,,,,4259,LASHGARI RENSEL M,12,7,3,,,,1,,,12,35,
,,GERMAN,,2352,GERL A,8,3,12,2,3,,,,,6,34,
,,GERMAN,,2353,GERL A,5,4,3,,2,,1,,,,15,
,,GERMAN,,2354,GERL A,4,,1,,1,,,,,,6,
,HEBREW,HEBREW,,4272,ZWANG-WEISSMAN,10,7,7,2,,,,,,11,37,
,,HEBREW,,4273,MARGOLIS F S,12,3,1,2,1,,,,,1,20,
,ITAL,ITAL,1,2493,MUNIZ GRACIA A,6,9,4,3,5,,,,,12,39,
,,,,2494,MUNIZ GRACIA A,16,6,5,,5,,,,,5,37,
,,,,4286,TROMBETTA G N,11,7,5,,2,,2,,,5,32,
,,ITAL,2,2495,KEMITCH F A,4,8,8,1,,,1,,1,5,28,
,,,,2496,MUNIZ GRACIA A,17,3,6,,1,,,1,,4,32,
,JAPAN,JAPAN,1,2497,SKROBAK MA F,25,3,1,1,2,,,,,3,35,
,,,,2498,JOHNSTON S K,7,12,1,4,6,,,,,5,35,
,,,,2499,SKROBAK MA F,32,3,,,,,,,,,35,
,,,,2501,TSUBOI Y,10,10,5,2,3,,,,,8,38,
,,,,2502,COMRIE A K,17,9,5,6,1,,,,,1,39,
,,,,4287,OWENS Y T,6,7,3,4,6,,,,,5,31,
,,,,4288,MIURA Y,14,7,6,2,3,,4,,,4,40,
,,JAPAN,2,2503,KINJO H,7,4,1,3,,,,,,3,18,
,,,,2504,HASHIMOTO Y,10,6,1,2,2,,,,,3,24,
,,,,2505,NISHIKAWA M,17,9,2,1,3,,,,,1,33,
,,,,2506,NISHIKAWA M,17,5,1,1,2,,,1,,3,30,
,,,,4289,NISHIKAWA M,16,7,1,3,2,,,,,2,31,
,,JAPAN,3,2507,TADA K,14,6,4,1,1,,,,,3,29,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 67 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Modern Lan,JAPAN,JAPAN,3,4290,TAKEMORI K,19,1,3,,2,,,,,2,27,
,,JAPAN,4,2508,SKROBAK MA F,16,2,1,2,,,,,,2,23,
,KOREAN,KOREAN,,2596,CHA J,25,6,2,3,2,,,,,1,39,
,,,,2597,KIM JU,10,8,3,7,5,,,,,3,36,
,,KOREAN,,2598,CHA J,20,8,2,,,,,,,4,34,
,,KOREAN,,2599,CHA J,19,6,1,,,,,,1,2,29,
,PERSIN,PERSIN,1,4414,POURZANGIABADI B,19,5,,,3,,,,,3,30,
,RUSS,RUSS,1,4478,BAUCKUS S J,24,9,,,,,,,,8,41,
,SPAN,SPAN,1,3267,BOLIVAR-OWEN E,6,10,1,,,,,,,2,19,
,,,,3268,GONZALEZ CA,6,9,6,,4,,,1,1,5,32,
,,,,3269,BOLIVAR-OWEN E,5,7,5,2,1,,,,,6,26,
,,,,3270,AREVALO L H,12,8,8,1,,,,,,4,33,
,,,,3271,ROIS R P,21,5,1,1,1,,,,,5,34,
,,,,4480,RODRIGUEZ JEANNETTE,12,6,3,1,2,,,,1,9,34,
,,,,4481,ZARATE S,10,4,1,,2,,,,,6,23,
,,,,4482,BUZATU A,8,4,7,2,2,,,,1,8,32,
,,,,4483,QUINONES H C,5,6,8,,5,,,,1,9,34,
,,SPAN,2,3272,BARRIODEMENDOZA M,5,3,6,1,2,,,,,3,20,
,,,,3273,MIZUKI A H,3,4,,,1,,,,,13,21,
,,,,3274,ZAMUDIO BROOKS M G,1,5,10,,2,,2,,1,8,29,
,,,,3275,SCHAFFER S C,5,3,8,2,1,,,,,7,26,
,,,,4484,NDOLEY M N,4,7,4,2,1,,,,,4,22,
,,SPAN,3,3276,FIGUEROA A B,10,13,4,1,2,,,1,,1,32,
,,,,4485,VOGEL-ZUIDERWEG,7,5,2,,,,,,1,3,18,
