Santa Monica College - Grade Distribution Spring 2013,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,31,2513,CHEN C,3,6,12,3,1,,,1,10,36,
,,,,2514,LOPEZ MA,,,6,3,14,,1,1,8,33,
,,,,2515,WANG E,3,2,8,11,4,,,1,15,44,
,,,,2516,CHAU E,5,3,11,4,9,,,1,13,46,
,,,,2517,LEE L S,3,13,17,3,6,,,,4,46,
,,,,2518,BRONIE B L,5,6,5,12,,1,1,,13,43,
,,,,2519,KING W S,4,8,21,6,4,,,1,4,48,
,,,,2520,LOPEZ MA,,2,6,6,14,,,,5,33,
,,,,2521,JIANG J,3,11,18,,6,,,3,7,48,
,,,,3157,HUANG C Y,8,8,9,5,6,,,1,1,38,
,,,,4295,TADELE G T,2,3,6,6,9,,,,16,42,
,,,,4296,SAAKIAN L,1,6,11,3,4,,,,8,33,
,,,,4297,MARDIROSIAN R,5,2,11,10,3,,1,,15,47,
,,,,4298,OWAKA E A,7,9,4,10,7,,1,,13,51,
,,,,4299,BATEMAN M,6,6,7,2,6,,,,13,40,
,,,,4300,GHAHRAMANYAN A,11,7,8,5,8,,,1,6,46,
,,,,4301,SHEYNSHTEYN A S,2,3,7,13,4,,,,11,40,
,,,,4302,BOJKOV A,9,8,4,2,9,,,,6,38,
,,,,4303,ENGLAND A M,1,4,2,2,12,,,,15,36,
,,MATH,32,2522,MIAO W,5,4,2,5,4,,,,22,42,
,,,,2523,PETER P A,1,2,3,12,4,,,1,19,42,
,,,,2524,LONDON J S,1,4,13,3,3,,1,2,9,36,
,,,,2525,CHAU E,2,10,4,5,7,,1,1,15,45,
,,,,2526,MIAO W,7,8,4,6,1,,,1,16,43,
,,,,2527,MARDIROSIAN R,12,6,14,11,3,,2,3,3,54,
,,,,4304,SMITH S P,11,11,12,,2,,,,3,39,
,,,,4305,PEREZ R E,20,10,3,1,1,,,,2,37,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 69 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,41,4306,PEREZ L,5,3,5,3,1,,,,1,18,
,,MATH,54,2528,FOSTER M,2,1,12,8,14,,,,14,51,
,,,,2529,FOSTER M,9,7,14,5,6,,,,13,54,
,,,,2530,ZILBERBRAND M,2,2,8,2,9,,,,23,46,
,,,,2531,MCGRAW C K,17,7,12,5,5,,,,7,53,
,,,,2532,MCGRAW C K,16,5,13,5,6,1,,,4,50,
,,,,2533,KAMIN G,9,11,4,1,3,,,,21,49,
,,,,2534,EDINGER G C,8,8,9,1,6,,,,18,50,
,,,,2535,EDINGER G C,8,7,2,2,3,,,,7,29,
,,,,2536,JAHANGARD E,3,5,7,3,6,,,,15,39,
,,,,2537,KAUSH A M,6,11,14,7,6,1,,,12,57,
,,,,2538,JAHANGARD E,1,5,2,4,10,,,,20,42,
,,,,2539,MCDONNELL P L,26,16,4,3,,,,,2,51,
,,,,2540,MCDONNELL P L,14,18,10,,1,,,,6,49,
,,,,3148,PEREZ R E,20,15,2,1,3,,,,4,45,
,,,,3156,ZILBERBRAND M,2,2,3,5,10,,,,19,41,
,,,,3159,ATIQUE N,12,8,12,,4,,,,10,46,
,,,,4307,MALAKAR S R,3,7,7,4,6,,1,,17,45,
,,,,4308,MARTINEZ M G,27,9,2,2,1,,1,,6,48,
,,,,4309,YEE D K,5,10,3,2,6,,,,19,45,
,,,,4310,KAUSH A M,7,10,11,5,4,,,,9,46,
,,,,4311,YANKEY K A,4,10,12,11,3,3,,1,8,52,
,,,,4312,CARTY B,10,9,6,3,2,,,,10,40,
,,,,4313,SOLEYMANI S,21,10,3,,3,,,,5,42,
,,,,4314,NIKOLAYCHUK A M,1,8,9,7,3,,,,11,39,
,,,,4315,KAUSH A M,13,10,6,6,4,,,,5,44,
,,MATH,81,2541,QUEVEDO J M,1,4,3,6,9,,,,10,33,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 70 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,81,2542,QUEVEDO J M,1,2,7,10,6,,,,9,35,
,,,,2543,LAI I,3,3,3,1,16,,,,11,37,
,,,,2544,MAN S,,2,3,6,8,,,,16,35,
,,,,2545,BAYSSA B T,5,2,11,2,6,,,,8,34,
,,,,2546,BELLIN E H,13,3,4,9,2,,,,7,38,
,,,,2547,LEE P H,,4,4,12,,,,,29,49,
,,,,2548,PETIKYAN G,7,10,7,1,6,,,,5,36,
,,,,4316,MARTINEZ M G,6,3,3,5,4,,,,10,31,
,,,,4317,LOPEZ MA,2,2,6,5,13,,,,4,32,
,,,,4318,HECHT S E,2,4,5,6,9,,,,4,30,
,,,,4319,CHITGAR M H,5,3,8,3,5,,,,4,28,
,,,,4320,GARCIA E E,7,1,11,5,7,,,,9,40,
,,MATH,84,2549,SIMS J M,7,10,17,6,1,,,,7,48,
,,,,2550,CHO M,11,3,5,5,13,,,,10,47,
,,,,2551,ULRICH J W,,5,7,9,11,1,1,,9,43,
,,,,2552,QUEVEDO J M,2,6,10,7,6,,,,4,35,
,,,,2553,LEE P H,3,5,6,,7,,1,1,18,41,
,,,,2554,CHEN C,5,10,16,1,1,,,,14,47,
,,,,2555,HALAKA E F,26,10,5,,,,,,4,45,
,,,,2556,BRONIE B L,3,5,9,17,,,1,,10,45,
,,,,2557,BAYSSA B T,4,11,18,1,4,,,,5,43,
,,,,2558,EVINYAN Z,4,8,11,4,8,,,,9,44,
,,,,2559,PETER P A,,2,10,12,10,,,,10,44,
,,,,2560,LEE P H,5,3,2,13,,3,,1,23,50,
,,,,2561,OKONJO‐ADIGWE C E,5,8,11,8,,,,,4,36,
,,,,4321,KING W S,7,13,14,4,2,1,,1,2,44,
,,,,4322,OWENS D J,1,5,3,8,6,,,,15,38,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 71 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,84,4323,RAFFEL C C,13,4,4,8,6,,,,8,43,
,,,,4324,HECHT S E,2,6,12,4,2,,,,2,28,
,,,,4325,JIANG J,6,10,14,,5,,,1,2,38,
,,,,4326,YAN S K,11,7,4,9,1,,,,1,33,
,,MATH,85,2562,MAZOROW M M,6,2,9,8,10,,,,12,47,
,,,,2563,LONDON J S,1,6,5,10,12,,,,12,46,
,,,,2564,BENE A J,8,7,9,8,9,,,,7,48,
,,,,2565,PETIKYAN G,10,9,19,,7,,,,4,49,
,,,,2566,FOREMAN N J,,8,8,9,10,,,,11,46,
,,,,2567,LONDON J S,1,3,8,6,10,,,,8,36,
,,,,2568,LEE P H,2,4,2,,4,,,,23,35,
,,,,2569,HALAKA E F,16,16,5,,,,,,8,45,
,,,,4327,LONDON J S,4,10,11,9,13,,,,9,56,
,,,,4328,ESMAEILI F A,5,10,12,8,2,,,,9,46,
,,,,4329,CUDA H R,7,8,7,1,1,,,1,9,34,
,,,,4330,CHAN H J,3,3,15,6,7,,,,6,40,
Modern Lan,ARABIC,ARABIC,1,4017,BEZRATI S,23,6,1,3,2,,,,5,40,
,ASL,ASL,1,1172,PERLUT R,5,11,4,,1,,,,11,32,
,CHNESE,CHNESE,1,1343,LI G,9,3,1,3,6,,,2,9,33,
,,,,1344,KONG‐BLOOM Y,11,5,3,3,1,,,,10,33,
,,,,4074,WU D,17,8,1,2,2,,,,4,34,
,,CHNESE,2,1345,LI G,16,10,,,2,,1,1,4,34,
,,CHNESE,4,4075,YU X,14,8,,,,,,,5,27,
,FRENCH,FRENCH,1,2161,KOKOVENA E A,7,7,3,1,1,,1,,17,37,
,,,,2162,CHAPMAN S P,3,9,5,8,10,,,1,7,43,
,,,,2163,POSNER L,15,11,7,2,2,,,,2,39,
,,,,2164,BREEDLOVE K E,11,15,6,3,,,,1,6,42,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 72 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Modern Lan,FRENCH,FRENCH,1,4208,BREEDLOVE K E,12,7,4,5,,,1,,12,41,
,,FRENCH,2,2165,BREEDLOVE K E,16,10,4,,,1,,,4,35,
,,,,2166,APARICIO M A,1,6,5,7,4,,,,5,28,
,,,,4209,APARICIO M A,1,7,7,5,2,,,,3,25,
,,,,4210,BAILEY K A,1,5,1,1,1,,,,1,10,
,,FRENCH,3,4211,ISNER‐BALL D R,17,10,2,,,,,,5,34,
,,FRENCH,4,2167,APARICIO M A,2,5,6,3,5,1,,1,3,26,
,GERMAN,GERMAN,,2189,TANAKA D J,5,5,5,1,1,,,,5,22,
,,,,2190,TERRASI S K,16,12,3,3,,,,,4,38,
,,,,4218,LASHGARI RENSEL M,18,11,4,,,,,,4,37,
,,GERMAN,,2191,TANAKA D J,8,5,7,6,5,1,,1,5,38,
,,GERMAN,,2192,GERL A,7,3,2,2,1,,,1,1,17,
,,GERMAN,,2193,GERL A,1,,1,,,,,,1,3,
,HEBREW,HEBREW,,4236,ZWANG‐WEISSMAN,11,9,2,2,3,1,,1,7,36,
,,HEBREW,,4237,MARGOLIS F S,5,3,2,3,4,,,,1,18,
,ITAL,ITAL,1,2323,TORRESAN P,7,6,8,3,14,2,,,,40,
,,,,2324,MUNIZ GRACIA A,6,13,6,3,5,,,1,4,38,
,,,,2325,MUNIZ GRACIA A,9,6,5,8,,,,,7,35,
,,,,3085,NAHAM C,6,9,2,2,3,,,,16,38,
,,,,4250,GIRIBALDI M,12,5,2,2,1,,,,11,33,
,,ITAL,2,2327,MUNIZ GRACIA A,17,6,5,1,1,,,,,30,
,,,,4251,TROMBETTA G N,15,6,7,1,,,,1,3,33,
,,ITAL,3,3080,TORRESAN P,6,3,1,1,2,1,,1,,15,
,JAPAN,JAPAN,1,2328,SKROBAK MA F,30,,,1,,,1,,4,36,
,,,,2329,SKROBAK MA F,29,3,3,,,,,,2,37,
,,,,2330,HASHIMOTO Y,15,9,3,2,4,,,,3,36,
,,,,2331,JOHNSTON S K,25,7,2,4,1,,,,3,42,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 73 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Modern Lan,JAPAN,JAPAN,1,2332,OWENS Y T,11,7,3,2,4,,,,4,31,
,,,,3100,NUNN M,19,6,4,1,3,,,,2,35,
,,,,4252,COMRIE A K,21,5,6,2,2,,,,7,43,
,,JAPAN,2,2333,KINJO H,21,6,3,,3,,,,3,36,
,,,,2334,NISHIKAWA M,17,2,3,6,,,,,3,31,
,,,,2335,NISHIKAWA M,17,5,2,3,,,,,6,33,
,,,,4253,NISHIKAWA M,20,4,1,1,1,,,,2,29,
,,,,4254,TSUBOI Y,11,7,5,1,1,,,1,8,34,
,,JAPAN,3,2336,TADA K,11,2,2,1,3,,1,,8,28,
,,,,4255,TAKEMORI K,19,3,,1,,,,,3,26,
,,JAPAN,4,2337,SKROBAK MA F,21,5,1,3,1,,,,2,33,
,KOREAN,KOREAN,,2421,KIM JU,18,6,1,3,2,,,,5,35,
,,KOREAN,,2422,KIM YO,13,13,5,,2,,,1,2,36,
,,KOREAN,,2423,YU C L,31,2,2,1,,,,,1,37,
,PERSIN,PERSIN,2,4380,POURZANGIABADI B,24,2,2,,,,,,3,31,
,RUSS,RUSS,2,4431,BAUCKUS S J,17,7,,,2,1,,1,1,29,
,SPAN,SPAN,1,3001,BOLIVAR‐OWEN E,12,5,3,2,,,,,8,30,
,,,,3002,BOLIVAR‐OWEN E,10,5,5,,,,2,1,10,33,
,,,,3003,CANDELARIA C,7,5,6,2,5,,,,12,37,
,,,,3004,TRIVES T,11,4,4,4,1,1,,,12,37,
,,,,3005,BOLIVAR‐OWEN E,5,10,2,1,,,1,1,9,29,
,,,,3006,ERICKSON M P,10,10,2,,,1,1,,9,33,
,,,,3007,ZARATE S,2,6,7,1,2,,,,11,29,
,,,,3008,ERICKSON M P,6,5,1,,4,,,,11,27,
,,,,3009,ERICKSON M P,6,3,2,1,,,,,14,26,
,,,,3145,BURKE V,5,5,2,1,4,,,,11,28,
,,,,4433,RODRIGUEZ JEANNETTE,15,8,6,2,1,,,2,4,38,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 74 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Modern Lan,SPAN,SPAN,1,4434,QUINONES H C,9,9,2,3,4,,,,9,36,
,,SPAN,2,3010,QUEVEDO J B,2,6,1,1,,,,1,15,26,
,,,,3011,QUEVEDO J B,9,8,3,1,,,,,11,32,
,,,,3012,MIZUKI A H,5,8,3,1,1,,,,6,24,
,,,,3013,QUEVEDO J B,1,10,2,1,2,,,,12,28,
,,,,3014,SCHAFFER S C,11,13,1,,1,,,1,7,34,
,,,,4435,KIM YUNSOOK,5,5,4,,3,,,,8,25,
,,,,4436,ZAMUDIO BROOKS M G,7,3,2,1,2,,,1,9,25,
,,SPAN,3,3015,BARRIODEMENDOZA M,6,6,2,,3,,,,5,22,
,,,,3016,FIGUEROA A B,6,8,3,,2,,,2,5,26,
,,,,4437,VOGEL‐ZUIDERWEG,4,12,3,,,,,4,5,28,
,,SPAN,4,4438,NDOLEY M N,9,10,,,,,,,2,21,
,,SPAN,11,3018,ANDERSON R A,8,9,6,5,3,,,,6,37,
,,,,3019,ANDERSON R A,3,9,2,4,,,,,5,23,
,,SPAN,12,3020,ANDERSON R A,2,5,5,2,4,,,,3,21,
Music,MUSIC,MUSIC,1,2612,YOUNG A L,5,3,8,1,7,,,,14,38,
,,,,2613,CHOU L,26,7,4,1,3,,,,5,46,
,,,,2614,ZUSMAN S P,10,1,1,1,1,,1,,7,22,
,,,,2615,TITMUS J G,31,8,,,1,,,,5,45,
,,,,2616,ZUSMAN S P,13,4,5,,2,1,,,13,38,
,,,,2617,TITMUS J G,46,1,,,,,,,,47,
,,,,4344,MORA R K,25,9,1,1,,,,,8,44,
,,,,4345,HOLT D K,9,3,2,2,3,,,,14,33,
,,,,4346,MORA R K,15,8,5,,1,,,,6,35,
,,MUSIC,2,2618,DRISCOLL B S,8,6,4,5,2,,,,16,41,
,,,,2619,DRISCOLL B S,5,3,1,5,2,,,,10,26,
,,,,4347,DUTTON D L,4,1,3,4,3,,,,7,22,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 75 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Music,MUSIC,MUSIC,3,2620,GOODMAN D B,11,10,2,1,,,,,3,27,
,,MUSIC,4,2621,GOODMAN D B,7,6,3,,,,,,1,17,
,,MUSIC,6,2622,DRISCOLL B S,10,4,4,3,2,,,,16,39,
,,,,2623,TAKESUE S A,3,6,4,4,,,,,8,25,
,,,,4348,DUTTON D L,6,,3,4,1,,,,7,21,
,,MUSIC,7,2624,GOODMAN D B,10,10,2,,,,,,3,25,
,,MUSIC,8,2625,GOODMAN D B,10,5,1,,,,,,1,17,
,,MUSIC,31,2626,TRABOLD W E,6,3,2,2,2,,,,6,21,
,,MUSIC,32,2627,BERGMAN J F,7,2,2,4,7,,,,6,28,
,,,,2628,BERGMAN J F,29,17,10,2,29,2,1,,13,103,
,,,,2629,TRABOLD W E,13,10,8,4,1,,,,1,37,
,,,,2630,MARTIN J M,18,8,1,1,,,,,7,35,
,,,,2631,ZUSMAN S P,13,2,1,3,,,,,4,23,
,,,,2632,HOLT D K,1,9,4,8,2,1,,,1,26,
,,,,2633,TITMUS J G,20,10,1,6,,,1,,3,41,
,,,,2634,YOUNG A L,6,6,9,1,2,,,,1,25,
,,,,2635,GOODMAN D B,5,4,3,3,1,,,2,2,20,
,,,,2636,YOUNG A L,8,14,4,1,2,,,,4,33,
,,,,3126,SMITH J E,,10,8,4,,,,,3,25,
,,MUSIC,33,2637,FIDDMONT F K,62,27,4,2,6,,,,16,117,
,,,,2638,BOURQUIN C J,20,1,,1,,,,,1,23,
,,,,2639,FIDDMONT F K,78,20,9,4,10,,,1,8,130,
,,,,2640,ONEAL K A,48,,,3,,,,,,51,
,,,,2641,TERRY L,10,7,6,3,6,,,,6,38,
,,,,2642,ONEAL K A,48,,,2,,,,,,50,
,,,,3160,PILLICH G S,10,6,5,2,8,,,,2,33,
,,,,4349,ONEAL K A,51,,,,,,,,1,52,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 76 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Music,MUSIC,MUSIC,33,4350,TERRY L,22,10,,4,,,,1,5,42,
,,,,4351,TERRY L,10,6,6,7,,,,,4,33,
,,MUSIC,36,2643,ALTMIRE M,14,9,4,4,4,,,,8,43,
,,,,4352,PARNELL D J,18,6,5,2,3,,,,6,40,
,,MUSIC,37,2644,ALVISO J R,14,24,19,12,28,,,,22,119,
,,,,4353,ALVISO J R,7,8,5,3,5,,,1,11,40,
,,MUSIC,39,4354,DE STEFANO J D,11,4,2,1,,,,1,7,26,
,,MUSIC,40,4355,GORDON G R,18,1,1,,,,,,1,21,
,,MUSIC,45,2645,CHAPMAN K R,3,,,,,,,,1,4,
,,MUSIC,50,2646,TRABOLD W E,8,9,4,,,,,,11,32,
,,,,2647,DE STEFANO J D,21,4,1,,,,,,7,33,
,,,,2648,DE STEFANO J D,24,7,1,1,,,,,4,37,
,,,,4356,PARNELL D J,9,4,1,9,,,,,6,29,
,,MUSIC,50,2649,DE STEFANO J D,19,3,1,,,,,,7,30,
,,,,2650,DE STEFANO J D,21,3,2,1,,,,,6,33,
,,,,4459,KAHN D Z,14,9,,1,,,,1,5,30,
,,MUSIC,52,4357,GRAY G L,2,,,,,,,,7,9,
,,MUSIC,53,4358,BOURQUIN C J,28,1,,,,,,,4,33,
,,MUSIC,55,4359,HULS J J,17,,,,,,,,6,23,
,,MUSIC,57,4360,DE STEFANO J D,15,3,1,,,,,,1,20,
,,MUSIC,59,2651,ST CLAIR E E,10,,1,,,,,,1,12,
,,,,3144,LOCH A J,19,,,,,,,,,19,
,,MUSIC,60,2652,STERLING J,5,2,1,,,,,,7,15,
,,,,2653,KIM J,9,6,2,,,,,,5,22,
,,,,2654,GLIADKOVSKAYA E,11,4,,,,,,,3,18,
,,,,2655,LAVNER J S,5,5,1,2,,,,,10,23,
,,,,2656,CHOU L,13,2,1,1,4,,,,3,24,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 77 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Music,MUSIC,MUSIC,60,2657,KRASNY Y V,7,2,3,,,,,,8,20,
,,,,2658,STERLING J,7,1,,,,,,,8,16,
,,,,4361,CHOU L,10,1,1,5,,,,,3,20,
,,,,4362,SCHREINER G,14,,1,,,,,,5,20,
,,MUSIC,60,2659,KRASNY Y V,9,3,,,,,,,7,19,
,,,,2660,KIM J,11,4,3,1,,,,,2,21,
,,,,2661,CHOU L,10,4,1,2,,,,1,2,20,
,,,,2662,SCHREINER G,6,4,1,,,,,,8,19,
,,,,2663,STERLING J,6,1,1,1,,,,,7,16,
,,MUSIC,60,2664,TUIT R H,11,3,1,,,,,,1,16,
,,,,2665,KRASNY Y V,6,4,3,1,,,,,2,16,
,,,,4363,CHOU L,13,1,,,,,,1,4,19,
,,MUSIC,60,2666,TUIT R H,15,1,,,,,,,1,17,
,,MUSIC,61,2667,KRASNY Y V,18,2,2,1,1,,,,,24,
,,MUSIC,63,2668,CHOU L,20,,1,,,,,,1,22,
,,MUSIC,64,2669,KRASNY Y V,19,,,1,,,,,2,22,
,,MUSIC,65,4364,AUGUSTINE W J,19,,,,,,,,1,20,
,,MUSIC,66,2670,TAKESUE S A,10,2,1,,,,,1,6,20,
,,MUSIC,70,2671,VERHOEVEN M,12,3,1,,,,,,8,24,
,,MUSIC,70,2672,VERHOEVEN M,13,2,3,,,,,,2,20,
,,MUSIC,70,2673,VERHOEVEN M,3,3,,,,,,,3,9,
,,MUSIC,71,2674,MORA R K,8,,,,,,,,4,12,
,,MUSIC,72,2675,MORA R K,9,,,,,,,,3,12,
,,MUSIC,73,2676,ALTMIRE M,3,4,3,2,,,,,8,20,
,,MUSIC,73,2677,ALTMIRE M,11,,3,2,,,,,1,17,
,,MUSIC,74,4365,MARTIN J M,21,,,,,,,,3,24,
,,MUSIC,76,2678,MORA R K,9,1,,,,,,,2,12,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 78 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Music,MUSIC,MUSIC,77,4366,MC KEOWN K O,19,,,,,,,,,19,
,,MUSIC,78,3143,WHALEY T L,18,,,,,,,,,18,
,,,,4367,FIDDMONT F K,15,2,,,,,,,4,21,
,,MUSIC,84,2679,CHEESMAN J M,18,1,,1,,,,,9,29,
,,,,2680,HARMON J M,24,2,3,,,,,,5,34,
,,,,2681,SCHULMAN J,8,5,2,6,,,,,6,27,
,,,,2682,SCHULMAN J,9,11,2,,,,,,5,27,
,,,,4368,MAYER P C,21,3,1,1,,,,1,10,37,
,,MUSIC,84,2683,HARMON J M,19,3,1,,,,,,8,31,
,,,,3142,VILLEGAS L E,13,1,1,1,,,,,,16,
,,,,4369,MAYER P C,21,1,,2,,,,1,12,37,
,,MUSIC,84,2684,CARTER T M,13,,,1,,,,,3,17,
,,MUSIC,87,2685,CHEESMAN J M,8,1,2,1,,,,,9,21,
,,,,2686,HARMON J M,14,2,1,,,,,,6,23,
,,,,4370,SCHULMAN J,6,2,2,,,,,,8,18,
,,MUSIC,87,4371,MAYER P C,17,1,1,,,,,,3,22,
,,MUSIC,88,2687,MARTIN J M,1,,,,,,,,,1,
,,MUSIC,88,2688,MARTIN J M,4,,,,,,,,,4,
,,MUSIC,92,3178,LASHINSKY L N,1,,,,,,,,,1,
,,,,3179,GOODMAN D B,2,,,,,,,,,2,
,,,,3180,OLIVER G A,1,,,,,,,,,1,
,,,,3181,HARMON J M,3,,,,,,,,,3,
,,,,3182,DE STEFANO J D,2,,,,,,,,,2,
,,,,3183,GORDON G R,3,,,,,,,,,3,
,,,,3184,KOPPLIN D F,2,,,,,,,,,2,
,,,,3185,KAHN D Z,3,,,,,,,,,3,
,,,,3186,REAVES T,1,,,,,,,,,1,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 79 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Music,MUSIC,MUSIC,92,3187,PARNELL D J,2,,,,,,,,,2,
,,,,3188,VAJ E,3,,1,,,,,,,4,
,,,,3189,TORFEH K M,2,,,,,,,,,2,
,,,,3190,DRISCOLL B S,1,,,,,,,,,1,
,,,,3191,ALTMIRE M,1,,,,,,,,,1,
,,,,3192,NAITO A,1,,,,,,,,,1,
,,,,3193,CHOU L,1,,,,,,,,,1,
,,,,3194,FIDDMONT F K,1,,,,,,,,,1,
,,MUSIC,94,2689,KRASNY Y V,30,,,,,,,,2,32,
Philosophy/S,ECON,ECON,1,1698,ABDEL‐RAHMAN A A,14,3,2,,,,,,9,28,
,,,,1699,GILL H S,15,21,17,3,14,,,,13,83,
,,,,1700,GARCIA C P,6,6,13,8,10,,,,12,55,
,,,,1701,CHAN A K‐C,7,15,23,10,20,,,1,24,100,
,,,,1702,GARCIA C P,5,13,11,9,10,,,,3,51,
,,,,1703,GILL H S,23,24,14,6,8,,,,10,85,
,,,,1704,CHAN A K‐C,18,18,14,19,12,,,,18,99,
,,,,1705,GILL H S,21,7,8,4,3,,,,7,50,
,,,,1706,GARCIA C P,2,4,6,5,12,,,,7,36,
,,,,1707,GILL H S,13,14,10,2,3,,,,7,49,
,,,,1708,BROWN B C,38,16,2,1,,,,,1,58,
,,,,1709,GARCIA C P,13,7,3,1,7,,,,10,41,
,,,,3091,SU B C,7,7,4,4,,,1,,13,36,
,,,,4139,CARTER T D,37,23,9,6,4,2,,,6,87,
,,,,4466,ABDEL‐RAHMAN A A,7,10,2,2,3,,,1,18,43,
,,ECON,2,1710,GILL H S,10,14,11,3,3,,,,5,46,
,,,,1711,GARCIA C P,6,9,11,5,10,,,,6,47,
,,,,1712,GILL H S,12,8,10,5,5,,,1,6,47,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 80 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Philosophy/S,ECON,ECON,2,1713,CHAN A K‐C,16,24,20,9,8,,,,16,93,
,,,,1714,CHAN A K‐C,17,23,13,9,10,,,1,14,87,
,,,,1715,GARCIA C P,1,5,5,3,12,,,,8,34,
,,,,1716,KESKINEL M,14,13,3,1,3,3,,,8,45,
,,,,1717,GARCIA C P,4,12,7,3,5,,,,10,41,
,,,,1718,BROWN B C,38,8,,,2,,,,2,50,
,,,,1719,BROWN B C,44,7,1,,,,,1,2,55,
,,,,1720,KESKINEL M,20,18,3,,3,1,,,2,47,
,,,,3092,SU B C,10,11,5,2,2,,,,13,43,
,,,,3099,ABDEL‐RAHMAN A A,15,11,3,1,,,,,13,43,
,,,,4140,CARTER T D,42,18,17,3,2,2,,,2,86,
,,ECON,5,1721,RABACH E R,12,6,4,,2,,,,6,30,
,,,,1722,RABACH E R,9,9,3,,3,,,,4,28,
,,ECON,15,1723,RABACH E R,15,9,7,3,2,,1,,9,46,
,,,,1724,RABACH E R,10,10,11,4,2,,,2,6,45,
,,,,4141,MOORE D W,5,12,9,1,,,,,2,29,
,ENVRN,ENVRN,2,2017,BENNET S E,11,5,3,,1,,,,4,24,
,,ENVRN,2,2018,OIFER E R,10,3,1,1,2,,,,11,28,
,GLOBAL,GLOBAL,5,2195,RABACH E R,4,3,7,4,1,,,,7,26,
,,,,2196,RABACH E R,8,4,4,2,2,,,,4,24,
,,GLOBAL 1,,2197,D DEL PICCOLO G L,7,19,8,2,2,1,,,8,47,
,HIST,HIST,15,2274,RABACH E R,8,3,8,3,1,,,,16,39,
,,,,2275,RABACH E R,9,7,8,1,3,,,,9,37,
,,,,4243,MOORE D W,4,4,5,1,2,,,,2,18,
,PHILOS,PHILOS,1,2778,HUFFAKER P,9,8,7,4,5,,,,12,45,
,,,,2779,KAMLER H F,10,13,14,7,1,,,,4,49,
,,,,2780,KATHERINE A L,17,12,11,1,,,,1,11,53,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 81 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Philosophy/S,PHILOS,PHILOS,1,2781,HUFFAKER P,9,6,5,5,2,,,,14,41,
,,,,2782,KAMLER H F,10,20,16,4,,,,,1,51,
,,,,2783,KATHERINE A L,17,3,,,,,,,3,23,
,,,,2784,ROGLER H L,2,14,8,5,12,,,,7,48,
,,,,2785,KATHERINE A L,33,34,23,5,5,,1,2,25,128,
,,,,2786,FLORES ROBERT,,9,7,6,4,,,,12,38,
,,,,2787,FLORES ROBERT,2,8,7,3,4,,,,11,35,
,,,,2788,BENNET S E,41,5,1,,,,,1,,48,
,,,,3093,LLAGUNO M A,9,15,4,2,14,1,,,7,52,
,,PHILOS,2,2789,KAUFMAN S M,19,11,5,,3,,,,5,43,
,,,,2790,STRAMEL J S,6,11,7,1,7,,1,,14,47,
,,,,2791,STRAMEL J S,6,12,1,,,,,,1,20,
,,PHILOS,3,2792,STRAMEL J S,4,10,14,2,5,,,,12,47,
,,,,2793,STRAMEL J S,6,10,6,4,8,,1,,11,46,
