Santa Monica College - Grade Distribution Spring 2012,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
,,,,2529,SMITH S P,4,4,14,8,8,,,,7,45,
,,,,2530,KARASIK P A,2,1,2,2,1,19,,,12,39,
,,,,2531,LEE P H,4,5,2,,15,,,,12,38,
,,,,2532,GROMOVA I M,5,5,12,4,9,,,,1,36,
,,,,2533,MARDIROSIAN R,21,9,9,2,3,,,,3,47,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 62 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Math,MATH,MATH,21,4318,NIKOLAYCHUK A M,4,5,9,6,11,,,,9,44,
,,,,4319,ENGLAND A M,14,9,11,3,5,,,,1,43,
,,,,4320,LEE L S,6,11,13,2,4,,,,3,39,
,,,,4321,MOZAFARI R R,7,16,13,2,,,,1,8,47,
,,MATH,26,2534,WANG E,4,8,6,3,1,,,,16,38,
,,,,2535,LAI I,7,5,13,4,8,,1,,11,49,
,,,,2536,WONG B L,1,5,10,7,1,12,,,8,44,
,,,,2537,BOOSHERI S G,4,2,6,7,5,,,,12,36,
,,,,2538,JAHANGARD E,1,2,2,1,12,,,,17,35,
,,,,2539,PETER P A,,4,4,12,6,,,,9,35,
,,,,4322,KAVIANI K,3,5,12,3,11,,1,1,7,43,
,,,,4323,KIM J J,4,5,7,3,2,,1,1,18,41,
,,MATH,28,2540,RODAS B G,1,11,5,4,5,,,,14,40,
,,,,2541,KAMIN G,9,13,6,1,2,,,,6,37,
,,,,4324,KAVIANI K,4,3,6,3,8,,,,11,35,
,,MATH,29,2542,WONG B L,7,12,11,4,7,,,1,1,43,
,,MATH,31,2543,PHUNG Q T,1,1,1,7,21,,1,1,8,41,
,,,,2544,JIMENEZ B S,4,7,13,7,6,,,,7,44,
,,,,2545,JIMENEZ B S,5,7,4,2,15,,1,1,5,40,
,,,,2546,CEROVIC K,2,3,6,5,9,,,,3,28,
,,,,2547,CEROVIC K,1,4,7,1,10,,,,11,34,
,,,,2548,PHUNG Q T,,3,4,4,28,,,,5,44,
,,,,2549,LOPEZ MA,,4,2,11,23,,1,,2,43,
,,,,2550,CHEN C,8,3,6,7,10,,1,,11,46,
,,,,2551,DELLAROCCA G,1,6,17,8,3,1,,,7,43,
,,,,2552,LEE P H,2,3,5,4,6,,,1,15,36,
,,,,2553,GREEN T R,3,10,5,21,,1,4,,3,47,
,,,,2554,EVINYAN Z,7,5,4,2,15,,,,13,46,
,,,,2555,HALAKA E F,4,12,9,4,5,,1,,,35,
,,,,2556,CARROLL A,3,11,15,8,10,,,,1,48,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 63 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Math,MATH,MATH,31,2557,ALLEN C A,2,3,6,3,13,,,,13,40,
,,,,2558,ALLEN C A,2,8,5,2,20,,,,7,44,
,,,,2559,BRONIE B L,10,4,7,6,1,,1,1,16,46,
,,,,2560,KING W S,5,10,12,6,5,,,,12,50,
,,,,2561,LOPEZ MA,1,,4,7,15,,,,4,31,
,,,,2562,JIANG J,8,10,14,1,6,,,1,9,49,
,,,,4325,WONG J D,4,7,13,7,,1,,,2,34,
,,,,4326,OKONJO-ADIGWE C E,3,4,9,7,2,,,,11,36,
,,,,4327,CARROLL A,9,10,12,5,6,,,,3,45,
,,,,4328,VENDLINSKI T P,2,7,13,10,7,,,,8,47,
,,,,4329,OWAKA E A,3,9,7,9,8,,,,11,47,
,,,,4330,GHAHRAMANYAN A,5,9,5,6,12,,,,7,44,
,,,,4331,KAUSH A M,9,6,11,2,9,,1,,12,50,
,,,,4332,CARROLL A,3,8,10,8,13,,,,1,43,
,,,,4333,ENGLAND A M,5,4,6,3,16,,,,4,38,
,,,,4334,GARCIA E E,8,5,8,5,7,,,,7,40,
,,MATH,32,2563,DELLAROCCA G,6,3,7,6,8,,1,,10,41,
,,,,2564,MCDONNELL P L,10,19,15,,3,,,2,3,52,
,,,,2565,GHARAMANIANS J,5,16,6,3,1,10,,,7,48,
,,,,2566,MIAO W,2,3,5,4,19,,,,10,43,
,,,,2567,SHUKLA P B,7,8,10,,11,,,2,6,44,
,,,,2568,LONDON J S,3,7,13,5,9,,1,3,7,48,
,,,,4335,LAI I,9,7,14,5,7,,,1,8,51,
,,,,4336,CARTY B,6,13,12,5,4,,,,4,44,
,,MATH,41,4337,PEREZ L,9,8,8,1,1,,,,3,30,
,,MATH,54,2569,FOSTER M,2,4,13,9,14,,,,5,47,
,,,,2570,FOSTER M,4,6,12,6,11,,,,8,47,
,,,,2571,ZILBERBRAND M,7,7,7,3,9,,,,15,48,
,,,,2572,MCGRAW C K,12,15,7,5,9,,,,1,49,
,,,,2573,MCGRAW C K,11,8,2,2,1,3,,,1,28,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 64 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Math,MATH,MATH,54,2574,MCDONNELL P L,19,20,6,,1,,,,4,50,
,,,,2575,EDINGER G C,8,8,10,1,8,,,,12,47,
,,,,2576,EDINGER G C,10,7,2,,2,,,,5,26,
,,,,2577,JAHANGARD E,2,3,5,2,21,,1,,8,42,
,,,,2578,MIAO W,5,7,5,8,13,,,,8,46,
,,,,2579,JAHANGARD E,2,2,6,3,19,,,,14,46,
,,,,2580,PEREZ R E,30,5,8,1,2,,,,1,47,
,,,,2581,YANKEY K A,3,6,17,15,4,4,,,4,53,
,,,,4338,MALAKAR S R,8,9,6,4,11,,,,6,44,
,,,,4339,MARTINEZ M G,21,10,5,3,,,,,8,47,
,,,,4340,WALKER C W,22,16,1,2,2,2,,,,45,
,,,,4341,SHEYNSHTEYN A S,6,3,12,7,7,,,,10,45,
,,,,4342,PEREZ R E,28,9,4,1,2,,,,1,45,
,,,,4343,LEE L S,13,11,13,2,5,,,,2,46,
,,,,4344,SOLEYMANI S,7,16,8,6,8,,,,7,52,
,,,,4345,YEE D K,6,15,11,2,6,,,,10,50,
,,,,4346,CARTY B,15,8,8,2,7,,,,6,46,
,,MATH,81,2582,GHARAMANIANS J,1,3,4,1,18,,,,8,35,
,,,,2583,QUEVEDO J M,,4,5,14,11,,,,3,37,
,,,,2584,GIZAW A,6,4,8,3,2,,,,9,32,
,,,,2585,PHUNG Q T,,1,5,5,1,17,,,5,34,
,,,,2586,ULRICH J W,2,1,4,5,16,,,,5,33,
,,,,2587,CHO M,5,4,5,5,16,,,,6,41,
,,,,2588,RAHNAVARD M H,1,6,9,3,11,,,,4,34,
,,,,2589,QUEVEDO J M,,2,11,10,1,9,1,1,3,38,
,,,,2590,PHUNG Q T,2,3,10,7,9,,,,4,35,
,,,,2591,TSVIKYAN A,4,2,4,4,15,,,,6,35,
,,,,2592,DALTON C S,1,2,8,13,9,,,,7,40,
,,,,2593,RAHNAVARD M H,3,4,6,3,12,,,1,3,32,
,,,,2594,PHUNG Q T,,5,6,6,13,,,,5,35,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 65 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Math,MATH,MATH,81,2595,LOPEZ MA,2,5,10,7,6,,,,5,35,
,,,,2596,LEE K H,8,6,10,8,,1,,1,9,43,
,,,,2597,HALAKA E F,12,7,3,1,5,,,,6,34,
,,,,2598,SHEYNSHTEYN A S,6,6,11,4,8,,1,,4,40,
,,,,4347,MARTINEZ M G,5,8,7,4,8,,1,,5,38,
,,,,4348,KING W S,4,7,9,3,5,,,,7,35,
,,,,4349,YAN S K,5,8,10,7,1,,,,4,35,
,,,,4350,HECHT S E,4,,11,7,13,,,,5,40,
,,,,4351,CHITGAR M H,7,7,5,2,3,,,,4,28,
,,,,4352,PEREZ L,4,11,4,4,7,,,,2,32,
,,,,4353,OKONJO-ADIGWE C E,4,13,4,3,6,,,,6,36,
,,MATH,84,2599,BAYSSA B T,4,4,11,1,6,,2,,6,34,
,,,,2600,BAYSSA B T,2,11,12,4,8,,,,12,49,
,,,,2601,CHEN C,5,8,11,6,8,,,,7,45,
,,,,2602,KIM J J,5,10,9,8,7,,,,9,48,
,,,,2603,OWAKA E A,10,7,10,6,5,,,,8,46,
,,,,2604,BOOSHERI S G,,1,4,10,15,,,,5,35,
,,,,2605,WARD J E,4,10,10,13,3,,,,4,44,
,,,,2606,QUEVEDO J M,2,1,9,6,16,,,1,1,36,
,,,,2607,DALTON C S,2,4,11,15,2,,,,2,36,
,,,,2608,SOURY S,2,5,5,2,11,,,,10,35,
,,,,2609,WARD J E,9,7,12,9,2,,,,6,45,
,,,,2610,PHUA N,3,4,8,7,18,,,,5,45,
,,,,2611,TSVIKYAN A,5,3,11,2,19,,,,7,47,
,,,,2612,YANKEY K A,4,9,15,7,2,4,1,,5,47,
,,,,2613,LEE K H,7,11,12,6,,,,,2,38,
,,,,2614,LOPEZ MA,3,3,7,5,11,,,,3,32,
,,,,2615,WARD J E,3,7,15,12,4,,,,2,43,
,,,,2616,OWENS D J,3,2,7,6,7,,,,12,37,
,,,,2617,DALTON C S,13,,7,19,4,,,,3,46,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 66 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Math,MATH,MATH,84,2618,LAI I,5,12,9,4,9,1,,,6,46,
,,,,2619,BASKAUSKAS V A,4,13,10,7,1,,,,2,37,
,,,,4354,BRONIE B L,3,4,10,9,6,1,,,9,42,
,,,,4355,GHAHRAMANYAN A,5,9,8,1,12,,,1,,36,
,,,,4356,KAUSH A M,5,7,5,3,15,,,,8,43,
,,,,4357,ESMAEILI F A,5,10,10,5,4,,,,5,39,
,,,,4358,HECHT S E,4,8,7,6,10,,,,2,37,
,,,,4359,JIANG J,6,9,8,1,10,,,,3,37,
,,,,4360,EVINYAN Z,6,7,4,3,11,,,,3,34,
,,MATH,88,2620,EMERSON A J,1,,,,,,,,,1,
Modern Lan,ARABIC,ARABIC,1,1116,BEZRATI S,16,6,7,2,2,5,,,3,41,
,ASL,ASL,2,1180,PERLUT R,4,7,3,,1,,,,3,18,
,,ASL,1,4035,DANA M,8,15,16,1,1,,1,,6,48,
,CHNESE,CHNESE,1,1365,LI G,6,9,1,3,5,,2,,8,34,
,,,,1366,WU X,18,7,2,1,4,,,,4,36,
,,,,4080,WU X,13,8,8,,1,,,,8,38,
,,CHNESE,2,1367,WU X,17,8,4,,2,,,,3,34,
,,CHNESE,4,4081,WU D,13,3,3,,2,,,,3,24,
,,CHNESE,8,4082,YU X,15,1,,,1,,,,,17,
,,CHNESE,9,4083,YU X,2,8,1,,5,,1,,10,27,
,FRENCH,FRENCH,1,2192,CHAPMAN S P,3,6,2,2,8,,2,,11,34,
,,,,2193,BREEDLOVE K E,14,11,1,2,1,,,,7,36,
,,,,2194,GOOLEY R A,10,5,6,,6,,1,,8,36,
,,,,2195,BREEDLOVE K E,11,17,7,3,3,,,1,7,49,
,,,,4225,KOKOVENA E A,7,2,2,1,1,8,,1,8,30,
,,FRENCH,2,2196,BROWN L A,7,7,3,1,1,,,,1,20,
,,,,2197,POSNER L,9,8,4,2,3,,,2,4,32,
,,,,4226,BREEDLOVE K E,18,15,2,,1,,,,2,38,
,,,,4227,KOUFOPOULOS Z Y,3,6,3,2,2,,,,4,20,
,,FRENCH,3,4228,ISNER-BALL D R,18,8,4,,,,,1,3,34,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 67 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Modern Lan,FRENCH,FRENCH,4,2198,BAILEY K A,9,7,1,,1,,,,6,24,
,,FRENCH,8,2199,BROWN L A,21,4,,,,,,1,5,31,
,GERMAN,GERMAN,,2222,LASHGARI RENSEL M,12,17,6,,1,1,,,3,40,
,,,,2223,TANAKA D J,11,5,3,3,1,,,,9,32,
,,,,4235,TERRASI S K,22,3,1,1,,,,,9,36,
,,GERMAN,,2224,GERL A,8,7,5,1,1,,,2,3,27,
,,GERMAN,,2225,GERL A,3,1,2,,,1,1,1,2,11,
,,GERMAN,,2226,GERL A,3,1,1,,,2,2,,1,10,
,,GERMAN,,3216,GERL A,1,,,,,,,,,1,
,HEBREW,HEBREW,,4253,MARGOLIS F S,18,9,3,2,2,,,,4,38,
,,HEBREW,,4254,ZWANG-WEISSMAN,12,6,6,1,1,1,,,5,32,
,ITAL,ITAL,1,2355,MUNIZ GRACIA A,20,10,6,1,5,,,,2,44,
,,,,2356,NAHAM C,8,9,4,3,3,,,,7,34,
,,,,4271,MUNIZ GRACIA A,11,5,4,1,4,,,,7,32,
,,ITAL,2,2357,MUNIZ GRACIA A,16,6,4,1,4,,,,3,34,
,,,,4272,TROMBETTA G N,12,10,4,,,,,2,1,29,
,JAPAN,JAPAN,1,2358,SKROBAK MA F,19,5,3,5,1,,,,1,34,
,,,,2359,SKROBAK MA F,24,5,2,2,,,,,3,36,
,,,,2360,JOHNSTON S K,23,7,6,1,2,,,,6,45,
,,,,2361,COMRIE A K,24,3,9,5,1,,,,3,45,
,,,,3154,TSUBOI Y,16,4,2,1,5,,,,7,35,
,,,,4273,YOSHIDA N A,29,2,1,2,,,,,4,38,
,,JAPAN,2,2362,KINJO H,25,8,1,1,1,1,,,2,39,
,,,,2363,NISHIKAWA M,18,10,2,,1,,,,1,32,
,,,,2364,NISHIKAWA M,20,11,2,3,1,,,,1,38,
,,,,4274,NISHIKAWA M,23,8,1,1,2,,,,1,36,
,,,,4275,OWENS Y T,10,11,4,,1,,1,,4,31,
,,JAPAN,3,2365,TADA K,14,5,4,2,,,1,1,3,30,
,,,,4276,TAKEMORI K,8,2,2,,3,,,,3,18,
,,JAPAN,4,2366,SKROBAK MA F,23,3,,,3,,,,4,33,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 68 of 88,,
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Modern Lan,KOREAN,KOREAN,2462,KIM JU,20,7,6,1,,2,,,,1,37
,,KOREAN,2463,JU H,16,9,7,1,,,,,,2,35
,,KOREAN,2464,YU C L,26,6,,2,,,,,,2,36
,PERSIN,PERSIN,2,4489,POURZANGIABADI B,28,1,2,,,,,,6,37
,RUSS,RUSS,2,4452,LONCKE N B,18,8,1,,,,,,2,29
,SPAN,SPAN,1,3036,BOLIVAR-OWEN E,2,4,6,4,,,,,11,27
,,,3037,GONZALEZ CA,11,4,8,5,,7,,,,2,37
,,,3038,BOLIVAR-OWEN E,7,7,3,2,1,1,,,,4,25
,,,3039,ZARATE S,6,5,3,1,,1,,1,,8,25
,,,3040,BOLIVAR-OWEN E,8,9,5,1,,,,,,8,31
,,,3041,ERICKSON M P,12,10,3,2,1,1,,,,6,35
,,,3042,BURKE V,8,6,5,4,,3,,,,9,35
,,,3043,ERICKSON M P,11,9,2,,,1,,,,10,33
,,,3044,ERICKSON M P,10,7,1,1,1,,,,,9,29
,,,4455,RODRIGUEZ JEANNETTE,12,5,4,3,,5,,1,1,6,37
,,,4456,QUINONES H C,12,4,5,2,,2,,,,8,33
,,SPAN,2,3045,QUEVEDO J B,5,8,5,1,,,,,9,28
,,,3046,SCHAFFER S C,5,5,5,2,,4,,,,7,28
,,,3047,MIZUKI A H,5,3,3,1,,1,1,,,7,21
,,,3048,QUEVEDO J B,9,10,4,1,,4,1,,,3,32
,,,3049,SCHAFFER S C,8,7,5,,,1,,,2,3,26
,,,4457,VOGEL-ZUIDERWEG,12,7,3,,,5,,,1,4,32
,,,4458,KIM YUNSOOK,6,5,,,,3,,,1,3,18
,,SPAN,3,3050,BARRIODEMENDOZA M,13,6,2,,,,,1,4,26
,,,3051,ZAMUDIO BROOKS M G,1,2,2,,,9,,,1,16,31
,,,4459,FIGUEROA A B,11,11,1,2,,,,,,8,33
,,SPAN,4,3052,CANDELARIA C,8,5,2,1,2,,1,1,5,25
,,,4460,NDOLEY M N,6,,4,1,,3,,,,3,17
,,SPAN,8,3053,BUZATU A,8,3,1,,3,,1,,13,29
,,SPAN,11,3054,QUEVEDO J B,3,9,9,,,3,,,5,29
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 69 of 88,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Modern Lan,SPAN,SPAN,11,3055,ANDERSON R A,4,5,7,4,5,,,1,7,33,
,,SPAN,12,3056,ANDERSON R A,10,4,3,,5,,,,4,26,
,,SPAN,20,3057,BUZATU A,13,4,3,,3,,,,9,32,
,,SPAN,31,3058,MIZUKI A H,9,5,2,2,1,,,1,9,29,
,TURKSH,TURKSH,1,4483,KOCAMAN S,10,1,,1,3,,,,12,27,
Music,MUSIC,MUSIC,1,2626,YOUNG A L,6,9,2,2,6,,,,8,33,
,,,,2627,CHOU L,20,11,6,,2,,,,7,46,
,,,,2628,ZUSMAN S P,7,3,1,,2,1,,,8,22,
,,,,2629,TITMUS J G,33,3,2,,2,,,1,7,48,
,,,,2630,ZUSMAN S P,9,7,4,2,7,,,1,10,40,
,,,,2631,TITMUS J G,35,8,1,,1,,,,2,47,
,,,,4362,MORA R K,27,6,1,1,2,,,,4,41,
,,,,4363,HOLT D K,9,4,3,3,5,,,,12,36,
,,,,4364,MORA R K,22,11,2,1,2,,,,2,40,
,,MUSIC,2,2632,DRISCOLL B S,14,7,8,2,3,,,,13,47,
,,,,2633,DRISCOLL B S,9,8,3,3,2,,,,8,33,
,,,,4365,DUTTON D L,4,5,7,2,2,,,,1,21,
,,MUSIC,3,2634,GOODMAN D B,6,8,1,6,2,,,,1,24,
,,MUSIC,4,2635,GOODMAN D B,8,2,2,,1,,,,2,15,
,,MUSIC,6,2636,DRISCOLL B S,13,12,4,,6,1,,,10,46,
,,,,2637,TAKESUE S A,8,7,3,4,7,,1,,9,39,
,,,,4366,DUTTON D L,5,5,4,3,2,,,,2,21,
,,MUSIC,7,2638,GOODMAN D B,8,9,3,3,2,,,,1,26,
,,MUSIC,8,2639,GOODMAN D B,9,2,1,,1,,,,2,15,
,,MUSIC,31,2640,TRABOLD W E,7,6,7,4,2,1,1,,5,33,
,,MUSIC,32,2641,BERGMAN J F,12,9,2,1,5,,,,5,34,
,,,,2642,ZULUAGA D,23,3,,3,12,,,,1,42,
,,,,2643,BERGMAN J F,44,23,10,5,26,4,,1,9,122,
,,,,2644,TRABOLD W E,12,6,6,5,1,3,,,6,39,
,,,,2645,MARTIN J M,27,3,1,1,5,,,,2,39,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 70 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Music,MUSIC,MUSIC,32,2646,ZUSMAN S P,10,7,2,,,1,,,,20,
,,,,2647,YOUNG A L,5,18,10,,2,,1,,,36,
,,,,2648,YOUNG A L,7,7,8,1,8,,,,,31,
,,,,2649,HOLT D K,3,11,7,4,2,,,1,1,29,
,,,,2650,GOODMAN D B,6,6,8,2,3,,,,1,26,
,,,,2651,TITMUS J G,28,6,2,,7,,,,6,49,
,,,,2652,PARNELL D J,3,11,7,,4,1,,,5,31,
,,MUSIC,33,2653,FIDDMONT F K,56,17,10,1,1,13,1,,9,108,
,,,,2654,BOURQUIN C J,20,5,,,,,,,1,26,
,,,,2655,FIDDMONT F K,84,18,10,2,8,1,,1,8,132,
,,,,2656,ONEAL K A,41,,,,2,,,,,43,
,,,,2657,TERRY L,9,8,4,3,1,9,,,2,36,
,,,,2658,TERRY L,13,4,2,3,8,,,,7,37,
,,,,2659,ONEAL K A,47,,,,2,,,,,49,
,,,,3198,DRAYTON L C,3,3,3,2,8,,,,5,24,
,,,,4367,ONEAL K A,52,,,,1,,,,1,54,
,,,,4368,TERRY L,12,6,4,,9,,,,5,36,
,,MUSIC,36,2660,ALTMIRE M,14,11,6,6,3,,,,4,44,
,,,,4369,PARNELL D J,27,9,,,5,4,,,2,47,
,,MUSIC,37,2661,ALVISO J R,42,28,15,15,19,,,,20,139,
,,,,4370,ALVISO J R,8,8,5,2,6,,,,5,34,
,,MUSIC,42,4371,GORDON G R,13,,,,,,,,1,14,
,,MUSIC,45,2662,CHAPMAN K R,4,,1,,,,,,,5,
,,MUSIC,50,2663,TRABOLD W E,6,5,5,6,1,1,,,4,28,
,,,,2664,DE STEFANO J D,28,3,2,,,,,,3,36,
,,,,2665,DE STEFANO J D,26,4,1,,1,,,1,5,38,
,,,,2666,DE STEFANO J D,22,5,2,,,,,,9,38,
,,,,4372,PARNELL D J,15,5,1,,6,,,,9,36,
,,MUSIC,50,2667,DE STEFANO J D,17,4,5,,1,,,,4,31,
,,,,3162,DE STEFANO J D,25,2,3,1,1,,,,6,38,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 71 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Music,MUSIC,MUSIC,50,4374,KAHN D Z,17,5,,,,,1,,3,26,
,,MUSIC,52,4375,GRAY G L,5,,,,,,,,,5,
,,MUSIC,53,4376,BOURQUIN C J,19,,,,4,,,,,23,
,,MUSIC,55,4377,HULS J J,28,4,2,1,4,,,,1,40,
,,MUSIC,57,4378,DE STEFANO J D,17,1,,,,,,,1,19,
,,MUSIC,59,2668,ST CLAIR E E,20,3,,,,,,,1,24,
,,,,3185,LOCH A J,17,,,,,,,,,17,
,,MUSIC,60,2669,STERLING J,10,3,2,,2,,,,1,18,
,,,,2670,KIM J,10,2,1,,4,,,,3,20,
,,,,2671,GLIADKOVSKAYA E,10,1,2,,2,,,,5,20,
,,,,2672,LAVNER J S,6,5,2,1,4,,,,3,21,
,,,,2673,CHOU L,10,1,,1,2,1,,,5,20,
,,,,2674,STERLING J,8,4,2,4,,,,,2,20,
,,,,2675,KRASNY Y V,4,1,1,2,1,,,1,12,22,
,,,,2676,STERLING J,5,4,1,2,,,,1,5,18,
,,,,4379,CHOU L,10,4,,,4,,,,5,23,
,,,,4380,SCHREINER G,13,,,,1,,,,4,18,
,,MUSIC,60,2677,KIM J,8,2,1,1,3,,,,3,18,
,,,,2678,CHOU L,13,2,,,2,,,,2,19,
,,,,2679,CHOU L,11,1,,,2,,,,5,19,
,,,,2680,SCHREINER G,7,1,1,2,,,,1,5,17,
,,,,3155,KRASNY Y V,6,4,2,1,1,,,,2,16,
,,MUSIC,60,2681,TUIT R H,11,1,1,1,,,,1,2,17,
,,,,2682,KRASNY Y V,5,3,1,,1,1,,,5,16,
,,,,4381,CHOU L,11,1,2,,1,1,,,6,22,
,,MUSIC,60,2683,TUIT R H,14,2,1,,,,,,,17,
,,MUSIC,61,2684,KRASNY Y V,13,3,1,,1,,,,3,21,
,,MUSIC,64,2685,KRASNY Y V,13,,,,,,,,4,17,
,,MUSIC,65,4382,AUGUSTINE W J,19,,,,,,,,2,21,
,,MUSIC,66,2686,TAKESUE S A,5,5,2,1,5,,,,4,22,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 72 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Music,MUSIC,MUSIC,70,2687,VERHOEVEN M,13,7,,,1,,,,5,26,
,,MUSIC,70,2688,VERHOEVEN M,6,2,,,1,,,,2,11,
,,MUSIC,70,2689,VERHOEVEN M,15,1,,,,,,,,16,
,,MUSIC,71,2690,MORA R K,10,2,,,,,,,1,13,
,,MUSIC,72,2691,MORA R K,9,2,,,,,,,2,13,
,,MUSIC,73,2692,ALTMIRE M,7,6,1,,4,,,,4,22,
,,MUSIC,73,2693,ALTMIRE M,15,,,,1,,,,1,17,
,,MUSIC,74,4383,MARTIN J M,16,1,,,,,,,2,19,
,,MUSIC,76,2694,MORA R K,6,,,,,,,,4,10,
,,MUSIC,77,4384,MC KEOWN K O,21,,,,,,,,1,22,
,,MUSIC,78,3182,WHALEY T L,22,,,,,,,,,22,
,,,,4385,FIDDMONT F K,13,,,,,,,,2,15,
,,MUSIC,84,2695,CHEESMAN J M,21,3,2,,1,,,,2,29,
,,,,2696,HARMON J M,19,2,2,,,,,,8,31,
,,,,2697,SCHULMAN J,14,1,2,8,,,,,6,31,
,,,,2698,SCHULMAN J,17,7,1,2,,,,,6,33,
,,,,4386,MAYER P C,21,1,2,2,1,1,,1,5,34,
,,MUSIC,84,2699,HARMON J M,28,3,3,,,,,,2,36,
,,,,3186,HARRIS M S,9,10,4,,,,,,1,24,
,,,,4387,MAYER P C,22,2,1,,3,,,1,7,36,
,,MUSIC,84,2700,CARTER T M,18,2,2,,,,,1,3,26,
,,MUSIC,87,2701,CHEESMAN J M,18,3,3,,2,,,,3,29,
,,,,2702,HARMON J M,24,3,3,1,,,,,3,34,
,,,,4388,SCHULMAN J,20,6,2,4,,,,,2,34,
,,MUSIC,87,4389,MAYER P C,9,2,,,3,,,,2,16,
,,MUSIC,88,2703,MARTIN J M,6,,,,,,,,,6,
,,MUSIC,88,2704,MARTIN J M,4,,,,,,,,,4,
,,MUSIC,92,3199,SCHULMAN J,1,,,,,,,,,1,
,,,,3200,DE STEFANO J D,4,,,,,,,,,4,
,,,,3201,ALTMIRE M,2,,,,,,,,1,3,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 73 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Music,MUSIC,MUSIC,92,3202,JACKSON J S,1,,,,,,,,,1,
,,,,3204,PARNELL D J,3,,,,,,,,,3,
,,,,3205,GOODMAN D B,2,,,,,,,,,2,
,,,,3206,KAHN D Z,2,,,,,,,,1,3,
,,,,3207,GORDON G R,3,,,,,,,,,3,
,,,,3208,OLIVER G A,2,,,,,,,,,2,
,,,,3209,HARMON J M,2,,,,,,,,,2,
,,,,3210,KOPPLIN D F,2,,,,,,,,,2,
,,,,3211,VAJ E,1,,,,,,,,,1,
,,,,3212,CHOU L,1,,,,,,,,,1,
,,,,3213,FIDDMONT F K,1,,,,,,,,,1,
,,,,3214,MARTIN M G,1,,,,,,,,,1,
,,MUSIC,94,2705,KRASNY Y V,28,,,1,,,,,1,30,
Philosophy/S,ECON,ECON,1,1720,GARCIA C P,4,8,2,9,16,,,,10,49,
,,,,1721,GILL H S,15,8,7,3,8,,,,5,46,
,,,,1722,GARCIA C P,5,9,7,7,14,,,,11,53,
,,,,1723,CHAN A K-C,25,30,13,7,32,,,,9,116,
,,,,1724,CHAN A K-C,16,20,17,11,35,,,,14,113,
,,,,1725,GILL H S,18,15,16,16,11,,,,7,83,
,,,,1726,GILL H S,34,13,5,3,2,,,,5,62,
,,,,1727,GARCIA C P,4,6,6,4,19,,,,9,48,
,,,,1728,GILL H S,17,12,11,6,9,1,,1,4,61,
,,,,1729,BROWN B C,24,7,4,5,1,,,,3,44,
,,,,1730,GARCIA C P,2,3,5,4,24,,,,2,40,
,,,,1731,BROWN B C,25,7,1,1,10,,,,3,47,
,,,,1732,KESKINEL M,14,15,7,,1,4,,,4,45,
,,,,4135,CARTER T D,45,23,6,4,5,1,,,,84,
,,ECON,2,1733,GILL H S,15,19,27,4,14,,,,8,87,
,,,,1734,GARCIA C P,8,13,7,6,6,,,,5,45,
,,,,1735,GILL H S,16,11,10,5,3,1,,,5,51,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 74 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Philosophy/S,ECON,ECON,2,1736,KESKINEL M,18,6,1,,,,,,,25,
,,,,1737,CHAN A K-C,16,19,17,16,1,29,,,7,105,
,,,,1738,CHAN A K-C,11,24,15,9,30,,,,8,97,
