Santa Monica College - Grade Distribution Fall 2014,,,,,,,,,,,,,,,,,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Life Science,ANATMY,ANATMY,1,1091,HUTCHINSON S C,1,1,2,1,8,,,,19,,32,
,,,,1092,FINK S A,15,4,7,,1,,,,5,,32,
,,,,4014,COVITT G S,3,4,6,3,3,,,,13,,32,
,,,,4015,FICKBOHM D J,4,7,3,5,2,,,,9,,30,
,,,,4016,RINDEN N S,5,8,10,4,2,,,,1,,30,
,,,,4017,FICKBOHM D J,2,7,2,4,6,,,,6,,27,
,,ANATMY,2,1093,WISSMANN P B,10,,,,,,,,2,,12,
,BIOL,BIOL,2,1192,HUTCHINSON S C,5,7,3,8,8,,1,,10,,42,
,,,,1193,DELL M M,8,6,7,1,3,,,,17,,42,
,,,,1194,ROSTAMI M,22,9,4,,1,,1,10,5,,52,
,,,,1195,BOBER M A,5,6,14,4,6,,,,18,,53,
,,,,1196,SKYDELL J L,2,12,8,2,9,,,,12,,45,
,,,,1197,SKYDELL J L,3,6,9,7,7,,,1,7,,40,
,,,,1198,HOUGHTON J L,41,7,1,,2,,,1,2,,54,
,,,,1199,MCLAUGHLIN D,9,8,9,,2,,,,5,,33,
,,,,4057,NELSON R E,10,10,6,5,7,,,1,5,,44,
,,BIOL,3,1200,LONDE S P,2,7,7,6,6,,,,2,,30,
,,,,1201,SAKAI W H,5,3,7,,3,,,,8,,26,
,,,,1202,VON DER OHE C G,19,2,3,,1,,,,1,,26,
,,,,1203,SAKAI W H,4,5,11,3,3,,1,,4,,31,
,,,,1204,JAYACHANDRAN S,10,7,5,3,2,,1,5,6,,39,
,,,,1205,COLAVITO M C,11,4,7,3,1,,,,7,,33,
,,,,1206,SPIEGLER M A,1,6,4,2,3,,,,11,,27,
,,,,1207,SPIEGLER M A,2,3,6,1,2,,,,5,,19,
,,,,1208,FENNOY S L,3,8,7,4,3,,,,3,,28,
,,,,1209,FENNOY S L,7,7,11,1,1,,,,3,,30,
,,,,1210,SAKAI W H,7,3,10,5,7,,,2,,,34,
,,,,1211,SAKAI W H,7,4,14,3,,,,,5,,33,
,,,,1212,NICHOLS L B,4,8,8,4,4,,,,4,,32,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 63 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Life Science,BIOL,BIOL,3,1213,NICHOLS L B,6,7,10,3,,,,1,6,,33,
,,,,1214,GARTNER G E,12,6,4,1,1,,,,3,,27,
,,,,1215,LEDEZMA M G,3,7,4,2,,,,1,11,,28,
,,,,1216,CHEN T T,5,5,5,1,1,,,1,7,,25,
,,,,1217,RAYMER P C,15,9,6,1,,1,,,4,,36,
,,,,4058,ROMERO R,5,13,7,3,2,,,,2,,32,
,,,,4059,CASSANO V P,27,7,2,,,,,,3,,39,
,,,,4060,KAY B W,6,7,3,3,5,,,5,2,,31,
,,,,4061,CHEN T T,6,5,4,2,3,,,1,6,,27,
,,BIOL,9,1218,SMITH LA M,9,7,2,7,,,1,,13,,39,
,,,,1219,SMITH LA M,19,12,6,2,,,,2,5,,46,
,,,,1220,TOWER J A,6,6,4,2,4,,,1,12,,35,
,,,,1221,JORDAN E A,7,8,13,1,3,,3,1,2,,38,
,,,,1222,PRICE W M,13,6,3,6,,,1,5,4,,38,
,,,,1223,TOWER J A,4,11,9,1,6,,,,6,,37,
,,,,1224,SAKURAI D S,4,8,9,2,3,,,1,11,,38,
,,,,3435,SMITH LA M,8,4,3,1,4,,,,2,,22,
,,,,4062,JORDAN E A,10,9,12,2,,,,2,5,,40,
,,,,4063,JORDAN E A,2,10,11,1,5,,1,2,5,,37,
,,BIOL,15,1225,TARVYD E S,2,5,15,5,2,,,1,2,,32,
,,,,1226,TARVYD E S,3,4,11,2,3,,,1,3,,27,
,,,,1227,BAGHDASARIAN G,6,6,8,5,2,,,,3,,30,
,,BIOL,15N,4064,MOSS J L,8,12,5,1,5,,,,,,31,
,,BIOL,21,1228,SCURIC Z,8,9,5,4,,,,,5,,31,
,,,,1229,COLAVITO M C,4,9,12,2,1,,,,6,,34,
,,,,1230,NAREY V,8,11,8,3,2,,,,3,,35,
,,,,4065,CHEN T T,6,6,5,1,1,,,,9,,28,
,,BIOL,22,1231,BOBER M A,6,9,4,4,3,,1,,8,,35,
,,,,1232,BOBER M A,4,11,4,4,,,,,12,,35,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 64 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Life Science,BIOL,BIOL,23,1233,BAKER E H,8,6,3,,,,,,3,,20,
,,BIOL,81,1234,BUCHANAN A G,5,2,2,2,3,,,,6,,20,
,,BIOL,88A,1235,BAGHDASARIAN G,1,,,,,,,,,,1,
,,BIOL,88B,1236,BAGHDASARIAN G,1,,,,,,,,,,1,
,BOTANY,BOTANY,1,1237,AZUMA K K,3,2,6,2,,,,,5,,18,
,,,,1238,BAKER E H,4,6,6,1,1,,,,10,,28,
,,,,1239,BAKER E H,2,7,9,1,,,,,6,,25,
,,,,1240,TOWER J A,1,6,7,6,3,1,,,7,,31,
,,,,1241,TOWER J A,1,,9,4,4,,,,5,,23,
,MCRBIO,MCRBIO,1,2808,NAREY V,5,7,8,2,,,,,,,22,
,,,,2809,BUCHANAN A G,8,10,2,1,2,,,,3,,26,
,,,,2810,BUCHANAN A G,2,5,6,2,1,,,,3,,19,
,,,,2811,KLUCKHOHN JONES L,8,9,3,,,1,,,2,,23,
,,,,4367,PEPPER E D,11,12,3,1,,,,,,,27,
,NUTR,NUTR,1,2992,ORTEGA Y,6,9,19,5,2,,,,8,,49,
,,,,2993,ORTEGA Y,16,15,9,2,1,,1,,6,,50,
,,,,2994,GONZALEZ C L,6,16,8,4,2,,,,5,,41,
,,,,2995,NOVAK D S,15,13,6,1,2,,,,8,,45,
,,,,2996,NOVAK D S,10,12,5,2,,,,,10,,39,
,,,,2997,STAFSKY G B,18,8,3,2,1,,,,5,,37,
,,,,2998,GONZALEZ C L,11,4,6,5,1,,,,11,,38,
,,,,2999,GONZALEZ C L,10,6,7,1,1,,,,5,,30,
,,,,3000,RICHWINE D R,18,15,5,1,2,,,,2,,43,
,,,,4411,RICHWINE D R,15,11,3,1,1,,,,4,,35,
,,,,4412,RICHWINE D R,20,21,4,1,,,,1,6,,53,
,,NUTR,7,3001,GONZALEZ C L,11,11,2,1,1,,,,4,,30,
,,,,3002,GONZALEZ C L,5,3,6,4,7,,,,9,,34,
,,,,3003,ORTEGA Y,12,11,3,4,1,,,,4,,35,
,,NUTR,4,3004,STAFSKY G B,25,11,4,3,3,,,,2,,48,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 65 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Life Science,NUTR,NUTR,4,3005,ORTEGA Y,14,12,8,3,,,,,10,,47,
,,,,3006,ORTEGA Y,12,12,8,7,2,,,,9,,50,
,PHYS,PHYS,3,3104,CABREL C B,12,11,3,,,,,,,,26,
,,,,3105,JOHNSON JA J,6,10,1,,,,,,4,,21,
,,,,3106,LE M K,7,2,2,2,,,,,7,,20,
,,,,3107,LE M K,4,5,4,1,1,,,1,6,,22,
,,,,3108,STEPHANOU M L,6,5,6,4,1,,,,4,,26,
,,,,3109,AZUMA K K,6,4,1,1,1,,,,3,,16,
,,,,3110,FRISCIA A R,12,3,6,,,,,,2,,23,
,,,,4438,PRICE W M,8,7,2,,,1,,,8,,26,
,ZOOL,ZOOL,5,3361,TARVYD E S,4,4,18,2,5,,,,2,,35,
,,,,3362,MOSS J L,3,5,11,5,5,,3,,2,,34,
,,,,3363,GARTNER G E,2,8,6,2,1,,,,8,,27,
,,,,3364,GARTNER G E,9,11,4,3,,,,,1,,28,
,,,,4500,PATEL A,18,13,4,1,,,,,3,,39,
Mathematics,CS,CS,10,1684,EDINGER G C,1,,3,1,3,,,,2,,10,
,MATH,MATH,2,2644,SASO M,3,6,1,5,8,,,,21,,44,
,,,,2645,MURRAY D B,3,7,6,2,5,,,1,12,,36,
,,,,2646,EDINGER G C,6,13,3,,,,,,2,,24,
,,,,2647,LEE P H,5,7,6,1,12,,1,1,5,,38,
,,,,2648,RODAS B G,6,6,3,2,6,,,,17,,40,
,,,,2649,HERICHI H,14,16,6,1,7,,,,4,,48,
,,,,2650,NGUYEN D T,7,7,9,4,8,,,,8,,43,
,,,,2651,JIMENEZ B S,8,8,7,3,8,1,,,12,,47,
,,,,2652,LONDON J S,3,7,6,10,,,,,14,,40,
,,,,2653,HONG A M,5,5,6,5,7,,,,13,,41,
,,,,2654,MCGRAW C K,9,4,7,4,6,,,,15,,45,
,,,,2655,SMITH S P,8,6,10,4,3,,,,12,,43,
,,,,2656,FINE R F,4,5,6,2,8,,,,19,,44,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 66 of 97,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,2,2657,GRAVES L P,2,4,3,5,13,,,,14,,41,
,,,,2658,SIAMPTANI M,10,12,9,1,,,,1,2,,35,
,,,,4295,RAMSEY E D,8,12,5,4,7,,1,,9,,46,
,,,,4296,CHAU E,8,4,9,4,5,,,1,9,,40,
,,,,4297,FRY G P,4,8,5,2,3,,,1,18,,41,
,,,,4298,KARKAFI R H,8,2,6,,4,,,,12,,32,
,,,,4299,ENGLAND A M,2,7,4,4,7,,,,12,,36,
,,,,4514,NESTLER A E,,3,1,3,10,,1,,14,,32,
,,MATH,7,2659,MAZOROW M M,9,3,7,2,6,1,,,5,,33,
,,,,2660,JIMENEZ B S,11,11,10,3,7,,,,5,,47,
,,,,2661,HONG A M,4,3,3,4,8,,,,10,,32,
,,,,2662,BENE A J,6,4,1,10,4,,,,10,,35,
,,,,2663,JAHANGARD E,2,1,2,1,2,,,,12,,20,
,,,,2664,LEE P H,12,8,3,2,9,,,,5,,39,
,,,,2665,KONYA W,1,5,3,3,8,,,,11,,31,
,,,,2666,BOOSHERI S G,7,3,8,3,5,,,,7,,33,
,,,,2667,MURRAY D B,5,10,10,6,1,,,,5,,37,
,,,,2668,NESTLER A E,,2,7,4,9,,,,19,,41,
,,,,2669,CARTY B,9,10,3,3,7,,,,9,,41,
,,,,3431,SINGH B,12,7,4,1,2,,,,,,26,
,,,,4300,GARCIA E E,14,9,5,2,,,1,,10,,41,
,,,,4301,ZAKERI G A,7,8,9,5,8,,,,9,,46,
,,,,4302,KIM J J,9,14,7,2,1,,,,3,,36,
,,,,4303,ASKARIAN S N,10,8,2,7,9,,,,11,,47,
,,,,4304,MARDIROSIAN R,10,9,8,9,5,,,,12,,53,
,,MATH,8,2670,JIMENEZ B S,8,7,9,4,8,,,,12,,48,
,,,,2671,KONYA W,2,2,4,6,7,,,,13,,34,
,,,,2673,JAHANGARD E,3,2,5,5,7,,,,10,,32,
,,,,2674,SOLEYMANI S,7,12,4,2,4,1,,,16,,46,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 67 of 97,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,8,2675,KAMIN G,16,12,1,1,4,,,,9,,43,
,,,,4306,MALAKAR S R,4,2,3,9,7,,,,8,,33,
,,,,4307,GARCIA E E,14,4,5,6,4,,,,2,,35,
,,,,4308,ZAKERI G A,10,15,7,2,2,,,,4,,40,
,,MATH,10,2676,EDINGER G C,3,6,3,2,4,,,,3,,21,
,,MATH,11,2677,KONYA W,2,6,10,5,4,,,,16,,43,
,,,,2678,HONG A M,1,2,4,5,1,,,,4,,17,
,,,,2679,RODAS B G,6,7,4,6,7,,,,16,,46,
,,,,4309,NESTLER A E,,1,4,1,3,,,,10,,19,
,,MATH,13,2680,MAZOROW M M,7,4,6,1,1,,,,12,,31,
,,,,2681,JAHANGARD E,1,5,3,2,2,,,,16,,29,
,,,,4310,ASKARIAN S N,3,6,4,3,1,,,,14,,31,
,,MATH,15,2682,KONYA W,5,6,6,6,9,,,,3,,35,
,,,,4311,NESTLER A E,,6,4,2,5,,,,9,,26,
,,MATH,18,2683,CHO M,3,4,4,9,12,,1,1,12,,46,
,,,,2684,BOOSHERI S G,,5,11,5,6,,1,1,15,,44,
,,,,2685,BOOSHERI S G,3,4,10,4,3,,,,19,,43,
,,,,2686,FINE R F,3,11,8,2,10,,,1,11,,46,
,,,,2687,QUEVEDO J M,3,4,20,1,5,,,,8,,41,
,,,,4312,RAFFEL C C,8,8,4,4,6,,1,,11,,42,
,,,,4313,KARASIK P A,2,2,2,3,4,,,,24,,37,
,,MATH,20,2688,QUEVEDO J M,2,1,5,5,8,,,,12,,33,
,,,,2689,FOSTER M,2,4,1,9,14,,,,11,,41,
,,,,2690,ANTONIOUS M M,1,3,6,6,18,,1,,4,,39,
,,,,2691,HARANDIAN R,5,9,13,5,3,,,1,13,,49,
,,,,2692,TRAN C D,,11,,5,17,,,,15,,48,
,,,,2693,BOOSHERI S G,2,6,5,2,6,,2,,19,,42,
,,,,2694,FOSTER M,1,3,5,6,13,,,,8,,36,
,,,,2695,LONDON J S,2,3,8,19,,,1,,13,,46,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 68 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,20,2696,QUEVEDO J M,1,4,13,9,3,,,,16,,46,
,,,,2697,MURRAY D B,3,4,9,2,6,,,,6,,30,
,,,,2698,WANG E,3,2,9,3,13,,,,15,,45,
,,,,2699,CHEN C,5,6,8,1,7,,,,14,,41,
,,,,2700,LEE K H,6,11,15,7,,,,,3,,42,
,,,,2701,GREEN L A,7,8,8,4,6,,,,2,,35,
,,,,2702,FOREMAN N J,1,7,15,5,4,,1,,11,,44,
,,,,2703,TRAN C D,1,1,5,6,13,,,,11,,37,
,,,,2704,BASKAUSKAS V A,3,6,19,7,2,,,,9,,46,
,,,,2705,MEKNUNI M,6,6,22,3,4,,,1,6,,48,
,,,,2706,OWENS D J,3,7,8,4,,,1,,19,,42,
,,,,2707,MARTINEZ M G,8,5,5,2,3,1,1,1,11,,37,
,,,,2708,SCOTT R H,6,15,11,1,3,,,,2,,38,
,,,,4314,TADELE G T,7,9,7,4,9,1,,,8,,45,
,,,,4315,CHITGAR M H,7,7,3,,4,,,,19,,40,
,,,,4316,WONG J D,8,5,13,4,,,,1,11,,42,
,,,,4317,JIANG J,9,14,12,,6,,1,,5,,47,
,,,,4318,NIKOLAYCHUK A M,3,6,3,2,7,,1,,23,,45,
,,,,4319,VENDLINSKI T P,6,14,8,3,3,,,,12,,46,
,,,,4320,YAN S K,12,13,7,7,1,,,2,3,,45,
,,,,4321,BATEMAN M,4,2,6,2,9,,,,7,,30,
,,,,4322,OKONJO-ADIGWE C E,4,5,7,7,3,,,1,15,,42,
,,,,4323,AKA D O,8,4,12,2,6,,,,3,,35,
,,,,4324,LIAO G,8,7,12,10,,,,,11,,48,
,,MATH,21,2709,GROMOVA I M,4,10,11,5,11,,,,6,,47,
,,,,2710,MOASSESSI M,2,4,9,3,7,,,,15,,40,
,,,,2711,HARJUNO T,1,4,8,,7,,,,15,,35,
,,,,2712,GHARAMANIANS J,5,4,4,1,11,,1,,17,,43,
,,,,2713,SASO M,6,3,3,3,3,,1,1,12,,32,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 69 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,21,2714,GRAVES L P,4,3,6,3,9,,,,16,,41,
,,,,2715,CARTY B,,5,7,2,11,,,,7,,32,
,,,,2716,LAI I,19,7,1,2,,,,,9,,38,
,,,,4325,KIM J J,11,10,13,2,4,,,,3,,43,
,,,,4326,HARJUNO T,3,4,9,2,6,,,,14,,38,
,,MATH,26,2717,RODAS B G,5,3,1,8,2,1,1,,21,,42,
,,,,2718,SMITH S P,3,10,10,7,9,,,1,12,,52,
,,,,2719,HARANDIAN R,13,11,6,2,3,1,,2,6,,44,
,,,,2720,KAMIN G,7,8,5,,4,,1,1,21,,47,
,,,,2721,NGUYEN D T,6,9,4,3,9,1,,,11,,43,
,,,,4327,KAVIANI K,4,1,3,,7,,1,,15,,31,
,,MATH,28,2722,TAKA G J,5,5,5,1,3,,1,,16,,36,
,,,,2723,MCGRAW C K,4,6,6,2,6,,,,21,,45,
,,,,4328,KAVIANI K,13,10,7,2,3,1,,,15,,51,
,,MATH,29,2724,RODAS B G,5,8,3,2,2,,,,8,,28,
,,MATH,31,2725,PHUNG Q T,,3,3,1,13,,,,14,,34,
,,,,2726,RAHNAVARD M H,5,7,5,6,9,,1,,7,,40,
,,,,2727,JIMENEZ B S,3,7,7,4,9,,,,15,,45,
,,,,2728,WARD J E,5,2,7,14,3,,,,13,,44,
,,,,2729,CHO M,2,2,4,1,10,,1,,16,,36,
,,,,2730,FANELLI D,2,12,11,4,8,,,,8,,45,
,,,,2731,NGUYEN D T,4,5,8,5,16,,1,,5,,44,
,,,,2732,BRESLOFF J L,,4,11,7,18,,,,19,,59,
,,,,2733,GARCIA E E,4,3,11,7,6,,2,1,10,,44,
,,,,2734,CHENG T T,3,3,5,2,8,,,,13,,34,
,,,,2735,ALLEN C A,1,2,3,4,9,,,,14,,33,
,,,,2736,KING W S,7,11,20,3,4,,,1,6,,52,
,,,,2737,DEAN C R,8,10,6,2,6,,,1,2,,35,
,,,,2738,LAN H,6,5,9,3,11,,,,13,,47,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 70 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,31,2739,BRONIE B L,8,5,5,14,6,,,,9,,47,
,,,,2740,TRUJILLO APARIC A,12,7,8,,5,,1,,2,,35,
,,,,2741,HUANG C Y,9,8,6,5,5,,,,3,,36,
,,,,4329,SAAKIAN L,6,14,,3,4,,,,11,,38,
,,,,4330,MAN S,1,3,4,7,5,,,,24,,44,
,,,,4331,OWAKA E A,7,6,8,7,6,,2,,9,,45,
,,,,4332,SHEYNSHTEYN A S,4,8,6,8,4,,,1,12,,43,
,,,,4333,NAJAFI S,37,6,1,1,6,,,2,,,53,
,,,,4334,EVINYAN Z,4,4,6,6,5,,,,12,,37,
,,,,4335,MOZAFARI R R,8,8,8,5,4,,,1,12,,46,
,,MATH,32,2742,LONDON J S,3,6,10,13,,,1,,4,,37,
,,,,2743,GIZAW A,5,10,7,9,5,,,,7,,43,
,,,,2744,GIZAW A,8,5,3,7,9,,1,,10,,43,
,,,,2745,MIANO I A,6,7,14,4,10,,,,5,,46,
,,,,2746,HUANG C Y,13,10,8,3,6,,,,2,,42,
,,,,2747,PACHAS-FLORES W,4,9,7,2,7,,,,16,,45,
,,,,4336,LAI I,7,5,12,5,4,,,,9,,42,
,,,,4337,MARDIROSIAN R,11,2,6,12,6,,,,7,,44,
,,,,4338,PEREZ R E,13,11,6,2,1,,,,1,,34,
,,MATH,41,4339,PEREZ-FERNANDEZ L,4,5,5,2,2,,,,5,,23,
,,MATH,49,2748,LOPEZ MA,,,5,8,15,,,,14,,42,
,,,,2749,PHUNG Q T,1,4,7,4,4,,2,1,14,,37,
,,,,2750,PACHAS-FLORES W,5,3,4,3,6,,,1,20,,42,
,,MATH,54,2751,GHARAMANIANS J,3,3,5,1,5,,,,23,,40,
,,,,2752,MCGRAW C K,5,9,13,7,4,,,1,7,,46,
,,,,2753,MCGRAW C K,10,5,2,1,,,,,5,,23,
,,,,2754,XIE M C,4,5,6,4,2,,,,23,,44,
,,,,2755,ZILBERBRAND M,5,2,2,5,6,,,,17,,37,
,,,,2756,JAHANGARD E,,3,7,2,7,,1,,24,,44,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 71 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,54,2757,TU W,3,5,4,5,11,,,,14,,42,
,,,,2758,SOLEYMANI S,9,8,14,4,1,1,,,14,,51,
,,,,2759,EDINGER G C,5,11,6,5,6,,,,11,,44,
,,,,2760,FOSTER M,6,10,11,7,2,,,,6,,42,
,,,,2761,BOJKOV A,8,10,3,1,13,1,,,10,,46,
,,,,2762,FOSTER M,1,9,11,11,7,,,,7,,46,
,,,,2763,EDINGER G C,10,4,11,2,3,,,,12,,42,
,,,,2764,TU W,6,7,10,11,2,,,,5,,41,
,,,,2765,NGUYEN D T,6,8,2,5,,,,,8,,29,
,,,,2766,MCDONNELL P L,31,9,1,,3,,,1,2,,47,
,,,,2767,JAHANGARD E,3,2,5,2,5,,,,28,,45,
,,,,2768,BASKAUSKAS V A,3,9,17,7,4,,,1,6,,47,
,,,,2769,PACHAS-FLORES W,3,12,5,2,3,,,,20,,45,
,,,,3432,RASIEJ R M,3,3,1,1,10,,,,11,,29,
,,,,4340,MARTINEZ M G,20,7,2,1,2,,,,10,,42,
,,,,4341,MARTINEZ M G,13,10,1,3,,,,,13,,40,
,,,,4342,YANKEY K A,6,13,8,2,1,4,,,19,,53,
,,,,4343,YEE D K,5,4,11,,3,,,,18,,41,
,,,,4344,PACHAS-FLORES W,4,5,4,,6,,,,23,,42,
,,,,4345,PEREZ R E,25,12,1,1,2,1,,,2,,44,
,,,,4346,MALAKAR S R,3,3,7,6,8,,,,14,,41,
,,MATH,81,2770,RAHNAVARD M H,3,2,6,3,13,,,,3,,30,
,,,,2771,PHUNG Q T,1,7,6,3,11,,,,5,,33,
,,,,2772,QUEVEDO J M,1,2,12,6,9,,,,3,,33,
,,,,2773,LAI I,3,7,6,1,6,,1,,17,,41,
,,,,2774,ULRICH J W,3,2,1,5,11,,1,,7,,30,
,,,,2775,BAYSSA B T,4,11,9,3,7,,,,4,,38,
,,,,2776,PHUA N,,4,8,5,10,,,,6,,33,
,,,,2777,BAYSSA B T,3,11,5,3,3,,1,,8,,34,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 72 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,81,2778,WANG E,1,4,6,1,13,,,,7,,32,
,,,,2779,PETIKYAN G,4,7,15,3,4,,,,2,,35,
,,,,4347,EVINYAN Z,3,4,15,3,4,,,,3,,32,
,,,,4348,KING W S,4,13,3,3,3,,,,4,,30,
,,,,4349,CHAN H J,3,1,5,4,11,,,,7,,31,
,,,,4350,SIAMPTANI M,3,2,10,11,1,,,,1,,28,
,,,,4351,YAN S K,8,9,7,4,,,,,3,,31,
,,,,4352,OKONJO-ADIGWE C E,6,6,3,6,2,,,,5,,28,
,,,,4353,AKA D O,3,4,3,3,9,2,1,,5,,30,
,,,,4354,LEE L S,3,7,15,,5,,,,3,,33,
,,,,4355,KIM J M,3,3,2,4,8,,,,7,,27,
,,,,4356,HECHT S E,1,5,5,11,9,,,,4,,35,
,,,,4357,SHEYNSHTEYN A S,2,4,1,8,,,,,13,,28,
,,,,4358,CHITGAR M H,3,2,5,2,8,,,,3,,23,
,,MATH,84,2780,GIZAW A,2,8,8,5,6,,,,12,,41,
,,,,2781,SIMHAN S V,5,7,3,8,7,,1,,3,,34,
,,,,2782,PHUNG Q T,,7,3,3,5,,,,4,,22,
,,,,2783,LONDON J S,3,6,6,13,,,,,6,,34,
,,,,2784,CHEN C,4,7,4,3,4,,,,5,,27,
,,,,2785,OWAKA E A,2,9,17,4,2,,,,8,,42,
,,,,2786,LEE K H,7,14,12,7,,,,1,5,,46,
,,,,2787,TSVIKYAN A,6,11,12,1,8,,,,6,,44,
,,,,2788,HERICHI H,8,20,5,4,5,,,,3,,45,
,,,,2789,ESMAEILI F A,8,10,16,5,,,,,4,,43,
,,,,2790,WARD J E,4,3,10,11,4,,,,4,,36,
,,,,2791,CHAU E,5,10,16,5,5,,,,3,,44,
,,,,2792,ORTEGA J A,,1,8,3,21,,,,5,,38,
,,,,2793,HALAKA E F,22,12,2,2,,,1,,4,,43,
,,,,2794,JIANG J,10,8,17,,1,,,,8,,44,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 73 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Mathematics,MATH,MATH,84,2795,KORKHMAZYAN N N,2,5,7,3,6,,,,8,,31,
,,,,4359,OWENS D J,3,4,10,3,4,,,,8,,32,
,,,,4360,ORTEGA J A,5,3,6,1,16,,,,12,,43,
,,,,4361,KORKHMAZYAN N N,1,4,7,3,5,,,,12,,32,
,,,,4362,BRONIE B L,,7,7,12,5,3,,1,3,,38,
,,,,4363,HECHT S E,1,1,7,5,6,,,1,5,,26,
,,,,4364,MAN S,2,5,5,1,10,,,,14,,37,
,,MATH,85,2796,TSVIKYAN A,5,2,15,,7,,,,7,,36,
,,,,2797,LEE P H,3,2,1,,7,,,,37,,50,
,,,,2798,MIANO I A,4,5,13,4,13,,,,3,,42,
,,,,2799,LOPEZ MA,,8,8,9,7,,1,,12,,45,
,,,,2800,ROSS K R,12,15,,5,8,,1,,8,,49,
,,,,2801,ESMAEILI F A,9,9,7,2,,,,,1,,28,
,,,,2802,YANKEY K A,7,20,13,2,1,1,,,2,,46,
,,,,2803,PETIKYAN G,9,13,16,1,3,,,2,4,,48,
,,,,2804,HALAKA E F,22,11,6,,5,,,,2,,46,
,,,,2805,LEE L S,2,7,22,4,5,,,,7,,47,
,,,,2806,RAFFEL C C,14,10,7,8,,,,,8,,47,
,,,,4365,KARASIK P A,1,4,5,5,9,,,,22,,46,
,,,,4366,CHAN H J,2,3,11,12,4,,,,8,,40,
,,MATH,88A,2807,WONG B L,1,,,,,,,,,,1,
Modern Langu,ARABIC,ARABIC,1,4026,BEZRATI S,35,1,1,2,2,,,,5,,46,
,ASL,ASL,2,4047,DANA M,4,6,6,1,5,,,,2,,24,
,,ASL,1,1182,LAVELLE M L,2,11,5,2,5,,,,4,,29,
,CHNESE,CHNESE,1,1362,WU X,13,9,3,1,2,,,,7,,35,
,,,,1363,WU X,12,5,3,1,3,,,,12,,36,
,,,,4093,WU D,14,8,4,1,,,,1,5,,33,
,,CHNESE,2,4094,YU X,12,10,1,,1,,,,5,,29,
,,CHNESE,3,4095,WU X,14,4,,1,,,,1,2,,22,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 74 of 97,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Modern Langu,FRENCH,FRENCH,1,2357,CHAPMAN S P,2,7,3,4,4,,,,8,,28,
,,,,2358,POSNER L,5,6,6,5,2,,,,4,,28,
,,,,2359,BREEDLOVE K E,9,14,3,,,,,1,9,,36,
,,,,4244,BREEDLOVE K E,7,14,5,1,,1,,4,4,,36,
,,,,4245,KOKOVENA E A,4,4,4,3,7,,,,7,,29,
,,FRENCH,2,2360,BREEDLOVE K E,16,11,,3,,1,,1,1,,33,
,,,,2361,APARICIO M A,4,7,9,2,2,,,1,5,,30,
,,,,4246,APARICIO M A,4,3,4,2,4,,,,3,,20,
,,FRENCH,3,2362,APARICIO M A,5,8,6,1,1,,,,4,,25,
,,FRENCH,4,4247,ISNER-BALL D R,12,6,,,,,,,3,,21,
,,FRENCH,8,2363,APARICIO M A,8,9,3,,2,,,,3,,25,
,GERMAN,GERMAN,1,2386,VAN RENSSELAER I E,14,2,4,2,,,,,15,,37,
,,,,2387,LASHGARI RENSEL M,17,7,4,,3,,,,9,,40,
,,,,4255,MUNIZ GRACIA A,19,3,1,,,2,1,1,10,,37,
