Santa Monica College - Grade Distribution Fall 2012,,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
,,,,2911,GONZALEZ C L,11,10,4,4,2,,,,1,7,39,
,,,,2912,GONZALEZ C L,11,7,5,4,1,,,,,3,31,
,,,,2913,RICHWINE D R,14,7,6,2,3,,,,,4,36,
,,,,4393,RICHWINE D R,24,5,4,,3,,,,,4,40,
,,,,4480,RICHWINE D R,16,10,5,1,,,,,,3,35,
,,NUTR,7,2914,GONZALEZ C L,5,11,7,3,,,,,,7,33,
,,,,2915,GONZALEZ C L,10,5,2,3,4,,,,,8,32,
,,NUTR,4,2916,STAFSKY G B,19,10,10,2,3,,,,,5,49,
,,,,2917,ORTEGA Y,13,16,9,1,1,,,,,10,50,
,,,,2918,ORTEGA Y,17,14,6,4,3,,,,,6,50,
,,NUTR,90,2919,GONZALEZ C L,,,,,,,,,4,,4,
,,NUTR,90,3337,GONZALEZ C L,,,,,,,,,1,,1,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 57 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Life Science,NUTR,NUTR,90,3362,GONZALEZ C L,,,,,,,,,1,,1,
,PHYS,PHYS,3,3016,STEPHANOU M L,4,7,6,2,3,,,,,3,25,
,,,,3017,AZUMA K K,6,3,5,1,,,,,,7,22,
,,,,3018,JOHNSON JA J,9,11,2,,,,,,,4,26,
,,,,3019,VON DER OHE C G,8,7,6,4,,,,,,,25,
,,,,3020,VON DER OHE C G,7,5,7,3,,,,,,4,26,
,,,,3021,WISSMANN P B,2,2,3,1,1,,,,,6,15,
,,,,3022,ZUK P A,17,7,2,3,,,,,,2,31,
,,,,4413,CALDANI P,9,10,2,,,,,,,3,24,
,,,,4414,PRICE W M,9,8,3,,,,,,,8,28,
,ZOOL,ZOOL,5,3260,TARVYD E S,4,4,18,2,3,,,,2,2,35,
,,,,3261,MOSS J L,7,6,10,3,4,,,,,3,33,
,,,,4478,PATEL A,11,10,4,3,,,,1,1,4,34,
Math,CS,CS,10,1681,EMERSON A J,3,1,1,,2,,,,,6,13,
,MATH,MATH,2,2561,KARASIK P A,4,6,3,3,10,,,,1,9,36,
,,,,2562,MURRAY D B,2,8,9,1,6,,,,,13,39,
,,,,2563,SASO M,9,6,5,6,11,,,,,9,46,
,,,,2564,TAKA G J,3,8,7,4,8,,,,,15,45,
,,,,2565,EDINGER G C,5,11,5,1,,,,,,5,27,
,,,,2566,MANION F A,11,11,6,3,8,,,,,6,45,
,,,,2567,JIMENEZ B S,12,11,10,5,7,,,,,10,55,
,,,,2568,KAMIN G,6,9,5,4,2,,,,,16,42,
,,,,2569,HONG A M,4,5,1,3,9,,,1,,4,27,
,,,,2570,KONYA W,1,4,6,7,13,,,,,9,40,
,,,,2571,MCGRAW C K,4,10,6,2,4,,,,,18,44,
,,,,2572,RODAS B G,4,4,2,3,6,,,,2,17,38,
,,,,2573,FINE R F,5,5,4,4,3,,,,,14,35,
,,,,2574,LEE P H,7,2,1,,4,,,,,17,31,
,,,,4282,RAMSEY E D,4,8,8,1,6,,,,,17,44,
,,,,4283,MALAKAR S R,1,6,2,2,7,,,1,,21,40,
,,,,4284,KARKAFI R H,4,4,5,,11,,1,,,9,34,
,,,,4285,SIMHAN S V,9,2,12,1,7,,,,,18,49,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 58 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,2,4286,ENGLAND A M,9,7,4,4,7,,,,,7,38,
,,MATH,7,2575,JIMENEZ B S,15,16,8,4,6,,,,,9,58,
,,,,2576,HONG A M,1,1,4,3,9,,1,,,9,28,
,,,,2577,MAZOROW M M,4,5,10,4,8,,,1,,7,39,
,,,,2578,WONG B L,5,5,4,2,2,,,,,24,42,
,,,,2579,TAKA G J,5,9,3,1,,,,,,10,28,
,,,,2580,MANION F A,5,10,9,4,8,,,,,14,50,
,,,,2581,BOOSHERI S G,3,5,4,4,3,,,,,15,34,
,,,,2582,MURRAY D B,3,13,7,5,1,,,,,13,42,
,,,,2583,JAHANGARD E,5,3,5,2,8,,,,,17,40,
,,,,2584,KONYA W,1,8,2,6,5,,,,,20,42,
,,,,4287,NESTLER A E,1,4,2,4,8,,,,,18,37,
,,,,4288,MAC DONALD M,8,9,7,2,5,,,,,5,36,
,,,,4289,NIKOLAYCHUK A M,4,6,4,4,4,,,,,11,33,
,,,,4290,ASKARIAN S N,5,7,5,5,4,,,,,18,44,
,,,,4291,SOLEYMANI S,6,10,3,7,3,,,,,19,48,
,,MATH,8,2585,JIMENEZ B S,20,14,4,3,2,,,,,13,56,
,,,,2586,KONYA W,7,7,3,,4,,,,,8,29,
,,,,2587,WONG B L,4,6,6,2,5,,,,1,10,34,
,,,,2588,TAKA G J,5,8,2,2,2,,1,,,15,35,
,,,,2589,HONG A M,1,2,2,3,7,,,,,8,23,
,,,,2590,CARTY B,8,8,6,5,7,,,,,7,41,
,,,,4292,NESTLER A E,1,2,5,1,4,,,,,22,35,
,,,,4293,FRY G P,13,11,7,1,4,,,,,9,45,
,,,,4294,ZAKERI G A,15,10,7,2,4,,,,,5,43,
,,MATH,10,2591,EMERSON A J,5,2,5,3,2,,,,,5,22,
,,MATH,11,2592,HONG A M,3,1,7,4,1,,2,,1,9,28,
,,,,2593,RODAS B G,9,9,4,2,4,,1,,,17,46,
,,,,4295,NESTLER A E,1,3,4,,4,,,,,9,21,
,,MATH,13,2594,EDINGER G C,5,10,7,1,2,,,,,10,35,
,,,,2595,NESTLER A E,1,6,4,2,3,,,,,10,26,
,,,,4296,ASKARIAN S N,5,7,5,3,2,,,,,14,36,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 59 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,15,2596,KONYA W,9,6,2,3,7,,,,,4,31,
,,,,4297,ZAKERI G A,13,8,13,1,1,,1,,,4,41,
,,MATH,18,2597,SMITH S P,5,11,15,5,1,,,,,7,44,
,,,,2598,QUEVEDO J M,1,,3,9,7,,,,,10,30,
,,,,2599,BOOSHERI S G,,5,11,3,3,,,,,20,42,
,,,,2600,BOOSHERI S G,,4,7,7,7,,,1,,15,41,
,,,,2601,HARANDIAN R,7,6,12,5,5,,,1,1,6,43,
,,,,2602,FINE R F,2,6,19,3,2,,,,2,13,47,
,,,,2603,QUEVEDO J M,,5,13,4,8,,,,1,7,38,
,,,,4298,GRAVES L P,1,4,2,8,12,,,,,12,39,
,,,,4299,EVINYAN Z,9,6,11,2,10,,,1,1,7,47,
,,MATH,20,2604,QUEVEDO J M,,,3,1,13,,,,2,10,29,
,,,,2605,FOSTER M,3,3,13,,11,,,1,,12,43,
,,,,2606,BAYSSA B T,4,7,11,4,10,,,,1,5,42,
,,,,2607,HARANDIAN R,13,8,10,6,3,,2,,,4,46,
,,,,2608,GREEN T R,2,5,10,23,,,,1,,5,46,
,,,,2609,BOOSHERI S G,2,3,6,8,8,,,,,12,39,
,,,,2610,FOSTER M,1,,2,8,12,,,,,13,36,
,,,,2611,PETER P A,,5,6,11,5,,,,,9,36,
,,,,2612,QUEVEDO J M,1,5,6,7,14,,,1,,9,43,
,,,,2613,MURRAY D B,9,6,6,4,6,,,,1,4,36,
,,,,2614,GROMOVA I M,3,8,9,4,10,,,,,12,46,
,,,,2615,MEKNUNI M,10,6,16,4,,,,1,,11,48,
,,,,2616,WANG E,1,4,10,4,15,,,,,11,45,
,,,,2617,SMITH S P,3,8,10,7,6,,,,,9,43,
,,,,2618,GREEN T R,6,3,8,22,,,,1,,9,49,
,,,,2619,LEE P H,3,2,1,3,5,,,,,21,35,
,,,,2620,FOREMAN N J,4,9,11,6,7,,,,,10,47,
,,,,2621,GRAVES L P,3,5,9,6,8,,,1,1,8,41,
,,,,2622,MIAO W,,2,5,6,13,,,,,16,42,
,,,,2623,MARDIROSIAN R,10,4,11,6,12,,,,,10,53,
,,,,2624,MARTINEZ M G,9,10,7,6,2,,,,2,2,38,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 60 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,20,2625,CHEN C,9,5,5,3,1,,,,,11,34,
,,,,4300,TADELE G T,9,5,14,2,7,,,,,6,43,
,,,,4301,CHITGAR M H,4,4,9,9,8,,,,1,9,44,
,,,,4302,SAAKIAN L,3,3,16,3,6,,,1,,11,43,
,,,,4303,WONG J D,15,7,9,7,,,,1,,8,47,
,,,,4304,JIANG J,9,12,14,,8,,,1,1,1,46,
,,,,4305,KAUSH A M,13,2,6,3,3,,,,1,17,45,
,,,,4306,YAN S K,7,7,11,11,3,,,1,,2,42,
,,,,4307,SHEYNSHTEYN A S,4,4,4,9,6,,,,,4,31,
,,,,4308,KIM J J,2,5,16,1,8,,,,,14,46,
,,,,4309,OKONJO-ADIGWE C E,2,5,13,2,2,,,,,13,37,
,,,,4310,AKA D O,7,6,5,2,8,,,,,3,31,
,,,,4311,LIAO G,1,11,23,,5,,,,,6,46,
,,MATH,21,2626,MOASSESSI M,2,2,9,6,7,,,,,6,32,
,,,,2627,HARJUNO T,5,2,14,2,7,,,,,7,37,
,,,,2628,KARASIK P A,5,4,4,5,11,,,,,10,39,
,,,,2629,GHARAMANIANS J,9,5,3,2,11,,1,,,8,39,
,,,,2630,LEE P H,3,5,3,,11,,,,,15,37,
,,,,2631,GROMOVA I M,7,7,9,3,6,,,,,5,37,
,,,,2632,CARTY B,2,11,9,6,5,,,,,8,41,
,,,,2633,LAI I,4,12,6,3,5,,,,,7,37,
,,,,4312,NIKOLAYCHUK A M,2,8,5,2,6,,,,,13,36,
,,,,4313,ESMAEILI F A,3,12,16,2,4,,,,,7,44,
,,MATH,26,2634,WONG B L,1,2,5,14,6,,,1,,16,45,
,,,,2635,PETER P A,,4,4,6,7,,,,,12,33,
,,,,2636,JAHANGARD E,1,4,3,2,12,,,,,16,38,
,,,,2637,LONDON J S,1,2,7,6,7,,,1,,22,46,
,,,,2638,LONDON J S,,3,5,3,7,,,,,16,34,
,,,,4314,KAVIANI K,3,1,7,6,10,,,,,21,48,
,,MATH,28,2639,RODAS B G,3,5,6,2,4,,,1,,14,35,
,,,,2640,MCGRAW C K,3,7,11,6,3,,,,1,17,48,
,,,,4315,KAVIANI K,7,6,4,1,4,,,,,21,43,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 61 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,29,2641,WONG B L,1,4,6,2,3,,,,,6,22,
,,MATH,31,2642,PHUNG Q T,2,5,3,3,7,,,,,12,32,
,,,,2643,CHO M,7,3,3,2,9,,1,,,12,37,
,,,,2644,CAIN C D,4,4,5,4,9,,,,,9,35,
,,,,2645,RAHNAVARD M H,6,3,6,4,5,,,,,11,35,
,,,,2646,GREEN T R,5,8,6,10,,,,3,4,14,50,
,,,,2647,RAFFEL C C,2,4,4,6,,,,1,,18,35,
,,,,2648,JIMENEZ B S,4,3,11,5,14,,,,,10,47,
,,,,2649,WARD J E,3,5,10,12,2,,,,,17,49,
,,,,2650,HUANG C Y,6,9,10,6,9,,,,,5,45,
,,,,2651,SCOTT R H,10,10,15,3,11,,,,,3,52,
,,,,2652,PHUNG Q T,,4,9,1,6,,,1,,24,45,
,,,,2653,BRESLOFF J L,2,5,13,5,4,,,1,,11,41,
,,,,2654,LEE P H,2,2,3,,11,,,,,15,33,
,,,,2655,CARROLL A,4,5,12,9,8,,,1,,11,50,
,,,,2656,ALLEN C A,1,2,2,,6,,,1,,25,37,
,,,,2657,KING W S,2,11,12,8,3,,,,4,11,51,
,,,,2658,OWENS D J,2,2,7,6,6,,,1,,14,38,
,,,,2659,BRONIE B L,8,9,6,5,2,,,,,15,45,
,,,,2660,ALLEN C A,3,1,4,5,5,,,,,12,30,
,,,,2661,LOPEZ MA,,2,2,4,14,,,,,11,33,
,,,,4316,CHAU E,2,6,9,4,8,,,,,16,45,
,,,,4317,CARROLL A,6,6,11,6,8,,,,,9,46,
,,,,4318,OWAKA E A,3,7,18,5,6,,,,,11,50,
,,,,4319,GHAHRAMANYAN A,5,6,14,1,7,,,1,,16,50,
,,,,4320,LEE L S,7,9,17,1,5,,,,1,7,47,
,,,,4321,MOZAFARI R R,4,7,9,6,2,,,,,7,35,
,,,,4322,CARROLL A,5,12,9,4,10,,,,,6,46,
,,MATH,32,2662,MANION F A,6,8,11,5,9,,,,,5,44,
,,,,2663,MAN S,,3,3,5,4,,,,1,31,47,
,,,,2664,MANION F A,1,6,14,4,17,,,,,5,47,
,,,,2665,CHAU E,6,8,6,2,10,,,1,,12,45,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 62 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,32,2666,MCDONNELL P L,6,8,9,1,5,,,,3,6,38,
,,,,4323,LAI I,7,9,8,5,6,,,,1,5,41,
,,,,4324,LONDON J S,3,10,5,1,5,,,,1,10,35,
,,,,4325,PEREZ R E,16,9,6,,2,,,,1,1,35,
,,MATH,41,4326,PEREZ L,3,7,8,2,1,,,,,5,26,
,,MATH,54,2667,GHARAMANIANS J,8,5,5,,7,,,,1,21,47,
,,,,2668,MCGRAW C K,13,10,15,,2,,,,,6,46,
,,,,2669,MCGRAW C K,10,11,5,1,,,,,,2,29,
,,,,2670,ZILBERBRAND M,2,3,2,9,4,,,,,23,43,
,,,,2671,ZILBERBRAND M,10,5,3,2,4,,,,,17,41,
,,,,2672,JAHANGARD E,3,8,5,1,9,,,,,16,42,
,,,,2673,MIAO W,1,7,3,8,2,,,,,18,39,
,,,,2674,PETIKYAN G,13,8,16,3,,,,,,3,43,
,,,,2675,EDINGER G C,10,9,3,4,8,,,,,11,45,
,,,,2676,FOSTER M,3,2,16,,4,,,,,15,40,
,,,,2677,YANKEY K A,3,13,17,7,,,1,,,7,48,
,,,,2678,FOSTER M,5,8,11,3,7,,,1,,9,44,
,,,,2679,EDINGER G C,4,10,9,2,3,,,1,,18,47,
,,,,2680,BASKAUSKAS V A,7,14,15,5,3,,,,,13,57,
,,,,2681,KAMIN G,6,14,7,2,7,,,,,13,49,
,,,,2682,JAHANGARD E,2,5,6,2,5,,,,,19,39,
,,,,2683,SOLEYMANI S,16,9,6,5,2,,,,,12,50,
,,,,2684,MCDONNELL P L,34,10,,,2,,,,,2,48,
,,,,4327,MARTINEZ M G,23,8,3,1,3,,,,1,6,45,
,,,,4328,MARTINEZ M G,19,15,1,2,2,,,,,8,47,
,,,,4329,YANKEY K A,9,11,14,5,,,4,,,11,54,
,,,,4330,KAUSH A M,22,8,2,,1,,,,,7,40,
,,,,4331,YEE D K,6,6,5,6,9,,,,,15,47,
,,,,4332,PEREZ R E,24,10,5,3,2,,,,,,44,
,,,,4333,MALAKAR S R,3,7,8,3,7,,,,,14,42,
,,MATH,81,2685,RAHNAVARD M H,2,7,3,2,13,,,,,9,36,
,,,,2686,PHUNG Q T,3,5,9,5,10,,,,,1,33,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 63 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,81,2687,QUEVEDO J M,3,6,8,,7,,,,,9,33,
,,,,2688,LAI I,5,4,10,1,7,,,,,10,37,
,,,,2689,ULRICH J W,6,8,1,,12,,,,,13,40,
,,,,2690,PHUNG Q T,1,4,5,7,8,,,1,,5,31,
,,,,2691,TSVIKYAN A,6,5,10,,10,,,,,4,35,
,,,,2692,BAYSSA B T,5,6,3,4,8,,,,,6,32,
,,,,2693,WANG E,2,15,5,,8,,,,,21,51,
,,,,2694,LEE L S,5,3,14,5,4,,,,,5,36,
,,,,4334,CHEN C,7,10,6,2,3,,,,,4,32,
,,,,4335,KING W S,3,6,15,,3,,,1,1,6,35,
,,,,4336,GHAHRAMANYAN A,4,10,6,,10,,,,,4,34,
,,,,4337,KAUSH A M,3,8,6,5,9,,,,,8,39,
,,,,4338,YAN S K,2,4,9,5,4,,,,,5,29,
,,,,4339,OKONJO-ADIGWE C E,10,3,6,6,1,,,,,7,33,
,,,,4340,EVINYAN Z,5,6,8,2,9,,,,,5,35,
,,,,4341,AKA D O,7,5,4,2,7,,,,,10,35,
,,,,4342,BATEMAN M,1,5,8,2,10,,,,,9,35,
,,,,4343,HECHT S E,1,6,7,4,4,,,,,5,27,
,,,,4344,CHITGAR M H,12,5,4,3,5,,,,,3,32,
,,,,4345,CHAN H J,2,3,7,5,6,,,,,10,33,
,,MATH,84,2695,GIZAW A,8,5,12,4,4,,,,,8,41,
,,,,2696,MAN S,3,10,5,,8,,,,,10,36,
,,,,2697,PHUNG Q T,3,5,8,2,13,,,,,4,35,
,,,,2698,GIZAW A,7,13,10,2,6,,,,1,5,44,
,,,,2699,CHO M,5,4,5,4,10,,,,,7,35,
,,,,2700,OWAKA E A,9,7,8,7,7,,,,,3,41,
,,,,2701,SOURY S,1,4,7,7,16,,,,,5,40,
,,,,2702,LOPEZ MA,,6,9,,14,,,1,,4,34,
,,,,2703,LOPEZ MA,3,5,6,,20,,,1,1,9,45,
,,,,2704,WARD J E,7,6,6,9,,,,,,9,37,
,,,,2705,LEE K H,5,12,17,6,,,1,,,3,44,
,,,,2706,BELLIN E H,14,9,4,3,3,,,,,2,35,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 64 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,84,2707,HALAKA E F,34,7,1,,2,,,,,1,45,
,,,,2708,JIANG J,1,6,17,3,12,,,,,4,43,
,,,,2709,LEE K H,5,8,11,11,,,2,,,5,42,
,,,,4346,OWENS D J,3,3,11,6,2,,,,,12,37,
,,,,4347,BRONIE B L,4,8,6,8,6,,1,,,12,45,
,,,,4348,MEKNUNI M,3,7,15,3,6,,,,,5,39,
,,,,4349,MARDIROSIAN R,7,4,13,11,5,,,,,3,43,
,,,,4350,HECHT S E,2,7,11,8,8,,,,1,10,47,
,,,,4351,BOJKOV A,10,13,3,4,9,,,,,7,46,
,,MATH,85,2710,TSVIKYAN A,6,8,7,,4,,,,,10,35,
,,,,2711,MAZOROW M M,5,4,10,4,11,,,,,10,44,
,,,,2712,PETIKYAN G,3,20,16,1,2,,,,,4,46,
,,,,2713,LONDON J S,,9,8,11,7,,,,,14,49,
,,,,2714,BENE A J,6,6,8,6,11,,,,,11,48,
,,,,2715,BASKAUSKAS V A,6,15,5,10,3,,,,,2,41,
,,,,2716,BELLIN E H,13,4,4,6,7,,,,,1,35,
,,,,2717,CHAN H J,1,3,5,5,20,,,,,11,45,
,,,,2718,HALAKA E F,20,13,6,1,2,,,,,2,44,
,,,,2719,LOPEZ MA,,1,5,4,25,,,,,8,43,
,,,,2720,ESMAEILI F A,5,11,7,10,4,,,,1,4,42,
,,,,4352,SCHLENKER H R,4,13,5,3,12,,,,,14,51,
,,,,4353,SIMPSON-RODGERS N,3,7,6,3,7,,1,,,12,39,
Modern Lan,ARABIC,ARABIC,1,1113,BEZRATI S,8,11,5,,2,,,,,4,30,
,ASL,ASL,2,4040,DANA M,4,7,11,4,1,,,,,6,33,
,,ASL,1,1178,PERLUT R,3,9,5,1,8,,,,1,6,33,
,CHNESE,CHNESE,1,1360,WU D,12,12,3,1,1,,,,,4,33,
,,,,1361,WU X,9,6,5,,2,,,,,12,34,
,,,,4081,WU X,12,6,1,,2,,,,1,8,30,
,,CHNESE,2,4082,YU X,23,5,3,1,3,,,1,,6,42,
,,CHNESE,3,1362,WU X,23,2,1,,1,,,,,3,30,
,FRENCH,FRENCH,1,2301,CHAPMAN S P,4,7,3,7,7,,,,,10,38,
,,,,2302,POSNER L,11,12,1,1,5,,,,,6,36,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 65 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Modern Lan,FRENCH,FRENCH,1,2303,BREEDLOVE K E,18,15,3,,,,2,1,,7,46,
,,,,4230,BREEDLOVE K E,13,9,2,,,,,,4,8,36,
,,,,4231,KOKOVENA E A,8,1,6,2,5,,,1,,6,29,
,,FRENCH,2,2304,BREEDLOVE K E,13,11,1,,,,3,1,1,5,35,
,,,,2305,APARICIO M A,3,8,2,7,,,1,,,6,27,
,,,,4232,BAILEY K A,6,8,3,,1,,,,,8,26,
,,FRENCH,3,2306,APARICIO M A,4,5,6,4,2,,,1,1,6,29,
,,FRENCH,4,4233,ISNER-BALL D R,16,5,1,2,,,,,2,4,30,
,GERMAN,GERMAN,,2328,LASHGARI RENSEL M,9,10,7,2,,,,,,5,33,
,,,,4240,TERRASI S K,16,6,1,,3,,,,,7,33,
,,GERMAN,,2329,GERL A,9,5,5,4,4,,,,,6,33,
,,GERMAN,,2330,GERL A,3,1,3,,1,,,,2,1,11,
,,GERMAN,,2331,GERL A,1,1,1,,,,1,1,1,1,7,
,HEBREW,HEBREW,,4254,ZWANG-WEISSMAN,7,7,5,2,5,,,,,11,37,
,,HEBREW,,4255,MARGOLIS F S,10,2,3,,6,,,,,2,23,
,ITAL,ITAL,1,2458,MUNIZ GRACIA A,14,9,4,4,5,,,,,5,41,
,,,,2459,MUNIZ GRACIA A,13,9,10,1,1,,,,,10,44,
,,,,2460,NAHAM C,9,7,6,2,1,,,,,13,38,
,,,,4269,TROMBETTA G N,13,9,8,1,1,,,,3,4,39,
,,ITAL,2,2461,TRIVES T,4,5,1,1,4,,,,,3,18,
,,,,2462,MUNIZ GRACIA A,17,5,,,1,,,,,3,26,
,,ITAL,3,2463,TRIVES T,7,3,3,1,2,,,,,,16,
,JAPAN,JAPAN,1,2464,SKROBAK MA F,18,8,3,,,,1,,,5,35,
,,,,2465,JOHNSTON S K,14,5,4,5,2,,,,1,8,39,
,,,,2466,SKROBAK MA F,30,2,3,,,,,,,1,36,
,,,,2467,OWENS Y T,10,5,6,,3,,,,,10,34,
,,,,2468,KINJO H,29,6,1,,,,,,,2,38,
,,,,4270,TSUBOI Y,22,5,5,,,,,,1,6,39,
,,,,4271,MIURA Y,21,3,5,3,6,,,,,4,42,
,,JAPAN,2,2469,COMRIE A K,13,4,8,4,,,,,,2,31,
,,,,2470,HASHIMOTO Y,15,2,2,2,1,,,,,,22,
,,,,2471,NISHIKAWA M,16,4,2,4,,,,,,1,27,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 66 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Modern Lan,JAPAN,JAPAN,2,2472,NISHIKAWA M,22,5,3,,2,,,1,,4,37,
,,,,4272,NISHIKAWA M,14,4,3,,,,,,,4,25,
,,JAPAN,3,2473,TADA K,16,7,1,,,,,,,5,29,
,,,,4273,TAKEMORI K,9,1,7,4,4,,,,,9,34,
,,JAPAN,4,2474,SKROBAK MA F,15,,,,,,,,,5,20,
,,JAPAN,8,2475,MIURA Y,18,4,1,,1,,1,,,2,27,
,KOREAN,KOREAN,,2554,YU C L,19,9,,,4,,,,,4,36,
,,,,2555,JU H,12,9,9,1,3,,,,2,3,39,
,,KOREAN,,2556,PARK JI,25,3,,,1,,,,2,4,35,
,,KOREAN,,2557,KIM JU,23,1,3,1,1,,,,,,29,
,PERSIN,PERSIN,1,4395,POURZANGIABADI B,24,,2,,,,,,,7,33,
,RUSS,RUSS,1,4457,BAUCKUS S J,24,8,1,,,,,,,9,42,
,SPAN,SPAN,1,3195,BOLIVAR-OWEN E,7,7,4,2,,,,,,6,26,
,,,,3196,BOLIVAR-OWEN E,8,11,2,1,,,,,,6,28,
,,,,3197,ZAMUDIO BROOKS M G,7,4,3,2,2,,1,,1,16,36,
,,,,3198,BARRIODEMENDOZA M,15,4,1,4,2,,,,,2,28,
,,,,3199,BOLIVAR-OWEN E,3,10,4,,,,,,1,9,27,
,,,,3200,SCHAFFER S C,11,5,5,2,4,,1,,,8,36,
,,,,4459,RODRIGUEZ JEANNETTE,9,9,7,2,1,,,,1,9,38,
,,,,4460,FIGUEROA A B,16,6,1,,1,,,,,7,31,
,,,,4461,QUINONES H C,9,6,2,,,,,,,10,27,
,,SPAN,2,3201,QUEVEDO J B,5,9,4,,2,,,,,8,28,
,,,,3202,MIZUKI A H,6,5,4,1,,,,,,4,20,
,,,,3203,QUEVEDO J B,1,12,3,,5,,,,,7,28,
,,,,3204,QUEVEDO J B,5,11,7,,3,,1,,,4,31,
,,,,4462,KIM YUNSOOK,9,13,5,,1,,,,,5,33,
,,SPAN,3,3205,ZARATE S,7,9,2,,1,,,,,7,26,
,,,,4463,VOGEL-ZUIDERWEG,10,11,6,,2,,,,6,2,37,
,,SPAN,4,3206,CANDELARIA C,5,4,5,1,2,,,,,13,30,
,,,,4464,NDOLEY M N,8,2,3,,1,,,,,2,16,
,,SPAN,8,3207,NIEMAN N D,2,5,1,,1,,,,2,16,27,
,,SPAN,9,3208,NIEMAN N D,2,1,1,1,11,,,,,10,26,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 67 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Modern Lan,SPAN,SPAN,11,3209,ANDERSON R A,5,9,12,4,3,,,,,3,36,
,,,,3210,ANDERSON R A,3,8,11,5,8,,,,,2,37,
,,SPAN,12,3211,ANDERSON R A,1,9,3,2,1,,,,,2,18,
,,SPAN,31,3212,MIZUKI A H,10,6,3,2,4,,,,,11,36,
,,,,3213,BARRIODEMENDOZA M,9,4,2,3,8,,,,1,1,28,
,,,,4465,BURKE V,7,3,2,,3,,,,,11,26,
,TURKSH,TURKSH,1,4477,ARAS O,17,,,,5,,,,,8,30,
Music,MUSIC,MUSIC,1,2768,YOUNG A L,10,5,1,5,3,,,1,,15,40,
,,,,2769,CHOU L,19,10,4,5,5,,,,,2,45,
,,,,2770,KIM J,3,8,6,3,7,,,,,5,32,
,,,,2771,ZUSMAN S P,17,3,,,,,,,,4,24,
,,,,2772,TITMUS J G,37,3,1,,3,,,,,5,49,
,,,,2773,ZUSMAN S P,9,5,2,2,8,,1,,,10,37,
,,,,2774,TITMUS J G,34,7,,,3,,,,,4,48,
,,,,4364,MORA R K,18,5,3,1,11,,,,,4,42,
,,,,4365,HOLT D K,13,2,7,3,,,,,,14,39,
,,,,4366,MORA R K,24,7,4,,3,,,,,2,40,
,,MUSIC,2,2775,DRISCOLL B S,3,6,2,3,4,,,1,,14,33,
,,,,2776,DRISCOLL B S,7,3,3,3,2,,,,,11,29,
,,,,4367,DUTTON D L,4,3,5,1,3,,,,,8,24,
,,MUSIC,3,2777,GOODMAN D B,11,10,1,2,,,,,,3,27,
,,MUSIC,4,2778,GOODMAN D B,7,6,1,,,,,,,1,15,
,,MUSIC,6,2779,DRISCOLL B S,3,6,4,3,3,,,1,,14,34,
,,,,2780,TAKESUE S A,8,6,,1,4,,,,,9,28,
,,,,4368,DUTTON D L,4,3,,2,6,,,,,8,23,
,,MUSIC,7,2781,GOODMAN D B,13,7,2,2,,,,,,3,27,
,,MUSIC,8,2782,GOODMAN D B,6,7,1,,,,,,,1,15,
,,MUSIC,30,2783,TRABOLD W E,2,1,1,3,,,,1,1,11,20,
,,MUSIC,32,2784,BERGMAN J F,12,4,3,,7,,,,,4,30,
